l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment,l_receipmonth
9830,1806,7,5,42.0,71727.6,0.1,0.08,N,O,1997-12-25,1997-11-07,1998-01-15,DELIVER IN PERSON,AIR,y even requests. blithely ironic,1998
9862,396,97,2,11.0,14260.29,0.06,0.06,N,O,1997-12-18,1998-01-03,1998-01-12,TAKE BACK RETURN,AIR,sly pinto beans,1998
9984,800,97,4,27.0,45921.6,0.04,0.05,N,O,1998-07-14,1998-08-21,1998-07-15,TAKE BACK RETURN,AIR,e quickly among the id,1998
10404,463,93,4,6.0,8180.76,0.07,0.04,N,O,1998-06-27,1998-06-13,1998-07-02,COLLECT COD,AIR,re carefully final foxes. fina,1998
10501,463,93,5,11.0,14998.06,0.06,0.02,N,O,1998-10-28,1998-09-06,1998-11-21,TAKE BACK RETURN,AIR,yly pending deposits are furiously pendin,1998
10529,1866,67,3,31.0,54803.66,0.05,0.08,N,O,1998-01-15,1997-12-13,1998-02-05,DELIVER IN PERSON,AIR,lyly final instruc,1998
10532,1083,54,3,26.0,25586.08,0.02,0.02,N,O,1998-01-05,1998-02-02,1998-01-23,DELIVER IN PERSON,AIR,"ackages. pending, bold ideas cajole fur",1998
10660,1000,3,3,48.0,43248.0,0.1,0.02,N,O,1998-07-24,1998-06-28,1998-08-13,TAKE BACK RETURN,AIR, theodolites after,1998
10694,1006,7,2,11.0,9977.0,0.08,0.03,N,O,1998-03-07,1998-02-26,1998-03-23,TAKE BACK RETURN,AIR,ar instructions. carefully express theodol,1998
10694,903,38,3,32.0,57724.8,0.08,0.04,N,O,1997-12-24,1998-01-17,1998-01-19,COLLECT COD,AIR,: blithely ,1998
10720,1228,66,5,15.0,16938.3,0.06,0.06,N,O,1998-05-05,1998-06-11,1998-05-22,NONE,AIR,he furiously final deposits,1998
10818,598,99,4,33.0,49453.47,0.06,0.03,N,O,1998-08-11,1998-07-30,1998-08-25,TAKE BACK RETURN,AIR,even theodolites. accounts use s,1998
10854,785,82,1,3.0,5057.34,0.08,0.05,N,O,1998-08-11,1998-07-30,1998-08-17,DELIVER IN PERSON,AIR, the ironic deposits. quickly slow waters ,1998
10882,964,65,1,37.0,69003.52,0.05,0.02,N,O,1998-07-18,1998-07-23,1998-08-11,COLLECT COD,AIR,s. blithely special th,1998
10885,1963,8,1,22.0,41029.12,0.01,0.05,N,O,1998-05-29,1998-07-13,1998-06-04,NONE,AIR,y packages. ironic requests among the fu,1998
11012,410,98,1,47.0,61589.27,0.06,0.06,N,O,1998-07-25,1998-05-23,1998-08-01,NONE,AIR,scapades are fur,1998
11298,370,55,1,34.0,43192.58,0.04,0.0,N,O,1998-03-09,1998-03-07,1998-03-26,DELIVER IN PERSON,AIR,nts haggle f,1998
11298,442,43,2,17.0,22821.48,0.0,0.08,N,O,1998-02-08,1998-03-21,1998-02-26,COLLECT COD,AIR,egular dep,1998
11298,1687,29,6,12.0,19064.16,0.06,0.07,N,O,1998-01-20,1998-03-21,1998-02-15,DELIVER IN PERSON,AIR,dependencies integrat,1998
11363,71,47,3,20.0,19421.4,0.03,0.03,N,O,1998-03-15,1998-04-23,1998-03-21,TAKE BACK RETURN,AIR,bout the carefully r,1998
11365,1800,85,5,32.0,54457.6,0.02,0.05,N,O,1997-12-28,1997-10-09,1998-01-22,DELIVER IN PERSON,AIR,packages. final instructions hag,1998
11430,364,93,1,3.0,3793.08,0.04,0.0,N,O,1998-02-04,1998-03-21,1998-02-05,TAKE BACK RETURN,AIR,ng accounts. regul,1998
11458,697,60,4,36.0,57516.84,0.02,0.05,N,O,1998-04-11,1998-06-26,1998-04-21,NONE,AIR, blithely even deposits breach along,1998
11458,1882,12,6,2.0,3567.76,0.05,0.04,N,O,1998-07-13,1998-06-05,1998-08-05,TAKE BACK RETURN,AIR, bold fret,1998
11463,1738,39,3,48.0,78707.04,0.07,0.03,N,O,1998-03-15,1998-02-09,1998-04-13,TAKE BACK RETURN,AIR,refully blithely final instr,1998
11463,973,76,6,25.0,46849.25,0.02,0.08,N,O,1998-04-16,1998-01-30,1998-04-23,DELIVER IN PERSON,AIR,packages sleep blithely. accounts detec,1998
11523,315,16,1,31.0,37674.61,0.08,0.02,N,O,1998-11-22,1998-09-13,1998-12-11,TAKE BACK RETURN,AIR,s. furiously ironic acc,1998
11523,1136,73,2,21.0,21779.73,0.03,0.06,N,O,1998-08-06,1998-09-09,1998-08-13,DELIVER IN PERSON,AIR,are slyly. f,1998
11554,1940,29,7,10.0,18419.4,0.02,0.0,N,O,1998-09-15,1998-07-12,1998-10-08,TAKE BACK RETURN,AIR,"s are warhorses. special, even",1998
11588,1869,70,2,18.0,31875.48,0.06,0.05,N,O,1998-01-16,1997-12-10,1998-01-24,NONE,AIR,usly regular package,1998
11618,1507,28,3,22.0,30987.0,0.08,0.06,N,O,1998-03-02,1998-03-19,1998-03-28,NONE,AIR,es wake blithely furiously unusual theodo,1998
11717,1890,91,1,12.0,21502.68,0.0,0.06,N,O,1998-06-21,1998-05-11,1998-06-25,NONE,AIR, the bold deposits: furiously bold,1998
11717,1568,89,2,41.0,60251.96,0.08,0.08,N,O,1998-04-19,1998-05-13,1998-04-30,NONE,AIR,ial theodolites. even requests,1998
11904,1553,94,7,44.0,64000.2,0.08,0.08,N,O,1998-01-15,1998-02-11,1998-01-19,NONE,AIR,across the slyly pending requests. ,1998
11937,421,51,3,10.0,13214.2,0.05,0.04,N,O,1998-10-07,1998-08-06,1998-11-06,COLLECT COD,AIR,ding excuses u,1998
11937,235,63,4,32.0,36327.36,0.09,0.07,N,O,1998-08-18,1998-09-06,1998-08-30,DELIVER IN PERSON,AIR,ages use blithely,1998
11938,646,78,2,48.0,74238.72,0.09,0.07,N,O,1998-08-25,1998-10-23,1998-09-02,TAKE BACK RETURN,AIR,s. slowly regular,1998
11970,1801,2,4,21.0,35758.8,0.01,0.0,N,O,1998-06-12,1998-07-06,1998-06-15,TAKE BACK RETURN,AIR, sleep fluffily after the s,1998
12131,689,83,4,40.0,63587.2,0.08,0.0,N,O,1998-07-05,1998-08-27,1998-07-07,NONE,AIR,ptotes. inst,1998
12227,1881,25,7,13.0,23177.44,0.09,0.08,N,O,1998-08-15,1998-09-22,1998-08-31,DELIVER IN PERSON,AIR,eposits. fluffily final warho,1998
12230,854,54,3,12.0,21058.2,0.07,0.0,N,O,1998-06-03,1998-06-20,1998-07-03,COLLECT COD,AIR,inal instru,1998
12324,487,17,4,13.0,18037.24,0.04,0.03,N,O,1998-11-07,1998-10-14,1998-11-10,NONE,AIR,unts sleep quickly regular packages. si,1998
12384,1877,21,1,17.0,30240.79,0.03,0.0,N,O,1998-11-14,1998-09-05,1998-12-01,COLLECT COD,AIR,nst the express accounts. slyly,1998
12547,1721,22,2,46.0,74645.12,0.0,0.02,N,O,1998-06-04,1998-05-19,1998-06-20,NONE,AIR,"usual, special ideas",1998
12548,1165,66,4,41.0,43712.56,0.03,0.05,N,O,1998-03-19,1997-12-31,1998-04-12,DELIVER IN PERSON,AIR,aggle against the fluffily regular,1998
12577,173,26,2,17.0,18243.89,0.05,0.07,N,O,1998-06-04,1998-08-06,1998-06-06,DELIVER IN PERSON,AIR,about the slyly regular requ,1998
12577,1042,13,4,43.0,40550.72,0.1,0.01,N,O,1998-07-15,1998-07-09,1998-08-09,TAKE BACK RETURN,AIR,thely ironic packages doze. i,1998
12738,1852,82,4,37.0,64892.45,0.1,0.06,N,O,1998-09-25,1998-07-31,1998-10-18,TAKE BACK RETURN,AIR,riously. blithely ironic i,1998
12802,1820,50,3,17.0,29270.94,0.04,0.04,N,O,1998-04-27,1998-04-06,1998-05-06,NONE,AIR, slyly final deposits n,1998
12838,1899,29,1,21.0,37818.69,0.1,0.07,N,O,1998-07-17,1998-08-28,1998-07-25,DELIVER IN PERSON,AIR,furiously regular multipliers a,1998
12839,774,71,2,34.0,56942.18,0.02,0.02,N,O,1998-02-16,1998-03-11,1998-03-06,DELIVER IN PERSON,AIR,e fluffily a,1998
12839,458,59,5,5.0,6792.25,0.1,0.04,N,O,1998-02-14,1998-02-19,1998-03-11,DELIVER IN PERSON,AIR,equests. slyly sly,1998
12933,1978,79,6,31.0,58279.07,0.09,0.06,N,O,1998-03-19,1998-05-07,1998-04-02,TAKE BACK RETURN,AIR,cuses. furiously special instructions acros,1998
12964,885,19,5,32.0,57148.16,0.05,0.07,N,O,1998-03-14,1998-04-02,1998-03-24,DELIVER IN PERSON,AIR,y special pint,1998
12966,1648,90,2,1.0,1549.64,0.05,0.04,N,O,1997-12-28,1997-12-21,1998-01-01,TAKE BACK RETURN,AIR,ronic platelet,1998
12993,907,8,2,22.0,39773.8,0.05,0.04,N,O,1998-08-03,1998-07-14,1998-08-29,NONE,AIR," above the dinos. special, specia",1998
13029,170,71,4,34.0,36385.78,0.0,0.01,N,O,1998-02-04,1998-01-24,1998-03-02,TAKE BACK RETURN,AIR,"phins. special, even pa",1998
13029,314,43,5,44.0,53429.64,0.03,0.04,N,O,1998-01-23,1997-12-21,1998-02-06,NONE,AIR,yly regular dependencies w,1998
13057,809,76,2,16.0,27356.8,0.08,0.03,N,O,1998-01-14,1998-01-28,1998-02-07,TAKE BACK RETURN,AIR,pecial accou,1998
13092,936,71,2,48.0,88172.64,0.09,0.04,N,O,1998-07-24,1998-09-10,1998-07-27,DELIVER IN PERSON,AIR, the furiously express theodo,1998
13123,1476,55,2,13.0,17907.11,0.06,0.01,N,O,1998-09-17,1998-08-17,1998-10-16,TAKE BACK RETURN,AIR,"g theodolites. ironic, final inst",1998
13191,613,7,6,48.0,72653.28,0.09,0.02,N,O,1998-02-04,1998-03-21,1998-02-25,COLLECT COD,AIR,iously final mult,1998
13254,421,22,4,12.0,15857.04,0.01,0.06,N,O,1998-05-19,1998-03-25,1998-06-12,NONE,AIR,"lar, enticing theodolites;",1998
13350,1083,54,3,2.0,1968.16,0.09,0.02,N,O,1998-07-10,1998-06-08,1998-07-31,COLLECT COD,AIR,ccounts. s,1998
13350,1330,45,4,39.0,48021.87,0.08,0.07,N,O,1998-08-13,1998-08-01,1998-08-29,COLLECT COD,AIR,xes boost slyly even ideas. ,1998
13477,1161,98,2,2.0,2124.32,0.03,0.04,N,O,1997-12-27,1998-01-14,1998-01-17,NONE,AIR,l packages affix evenly alongside,1998
13478,441,100,2,50.0,67072.0,0.09,0.0,N,O,1998-03-20,1998-02-10,1998-04-01,NONE,AIR,luffily beyond the d,1998
13571,1994,95,2,32.0,60671.68,0.03,0.02,N,O,1998-09-29,1998-07-15,1998-10-18,TAKE BACK RETURN,AIR,nts sleep furiousl,1998
13733,1984,73,1,50.0,94299.0,0.02,0.05,N,O,1998-01-15,1998-03-01,1998-02-06,DELIVER IN PERSON,AIR,"ing, even deposits along ",1998
13733,1116,89,4,3.0,3051.33,0.1,0.07,N,O,1998-03-12,1998-02-16,1998-03-31,DELIVER IN PERSON,AIR,ly regular pinto ,1998
13987,326,83,2,20.0,24526.4,0.04,0.05,N,O,1998-07-25,1998-05-17,1998-08-23,DELIVER IN PERSON,AIR, use blithely according to the fluffily ,1998
13990,970,5,1,11.0,20580.67,0.04,0.01,N,O,1998-05-10,1998-03-10,1998-06-04,TAKE BACK RETURN,AIR,"nic, ironic ",1998
14149,1096,97,2,4.0,3988.36,0.01,0.08,N,O,1998-05-09,1998-03-18,1998-05-21,NONE,AIR,ges sleep fluffily a,1998
14181,77,28,5,3.0,2931.21,0.0,0.01,N,O,1998-05-04,1998-04-08,1998-05-20,DELIVER IN PERSON,AIR," packages except the regular, ",1998
14246,625,26,1,34.0,51871.08,0.03,0.07,N,O,1997-12-30,1998-01-02,1998-01-25,DELIVER IN PERSON,AIR, sentiments nag sl,1998
14246,407,95,2,20.0,26148.0,0.0,0.04,N,O,1998-01-07,1997-12-23,1998-01-26,COLLECT COD,AIR, theodolites. pinto ,1998
14278,1884,14,6,6.0,10715.28,0.03,0.0,N,O,1998-07-16,1998-08-23,1998-08-01,NONE,AIR,ideas use atop t,1998
14279,1358,73,4,42.0,52892.7,0.0,0.03,N,O,1998-03-14,1998-05-10,1998-03-19,COLLECT COD,AIR, sly requests. regular theod,1998
14337,1933,22,6,25.0,45873.25,0.03,0.01,N,O,1998-01-26,1997-12-06,1998-02-23,COLLECT COD,AIR, special instructions above ,1998
14403,1375,76,3,7.0,8934.59,0.04,0.02,N,O,1998-06-25,1998-05-12,1998-07-18,DELIVER IN PERSON,AIR,e carefully regular accounts. blithely ex,1998
14560,1466,6,1,24.0,32819.04,0.05,0.06,N,O,1998-01-29,1998-02-07,1998-02-16,COLLECT COD,AIR,ccounts. requests sleep furiously final,1998
14598,573,64,5,7.0,10314.99,0.06,0.02,N,O,1998-03-18,1998-04-28,1998-04-02,DELIVER IN PERSON,AIR,c accounts along the unu,1998
14624,1991,24,1,12.0,22715.88,0.03,0.08,N,O,1998-07-16,1998-06-28,1998-08-15,NONE,AIR,arefully. enticingly pendi,1998
14656,596,97,1,21.0,31428.39,0.09,0.0,N,O,1998-01-23,1997-12-23,1998-02-15,DELIVER IN PERSON,AIR,"eep against the dolphins. even, silent th",1998
14694,20,46,4,33.0,30360.66,0.06,0.08,N,O,1998-08-11,1998-09-06,1998-09-10,DELIVER IN PERSON,AIR,"ns. special, bold asy",1998
14787,1893,37,3,32.0,57436.48,0.01,0.07,N,O,1998-07-29,1998-09-02,1998-08-01,TAKE BACK RETURN,AIR,gular deposits. furiously special reques,1998
14821,45,46,7,43.0,40636.72,0.01,0.03,N,O,1998-09-27,1998-07-17,1998-10-26,COLLECT COD,AIR,"dependencies alongside of the final, ",1998
14850,1776,3,5,47.0,78855.19,0.07,0.0,N,O,1998-03-22,1998-01-12,1998-04-17,NONE,AIR,es wake slyly carefully regular package,1998
14885,673,5,4,37.0,58225.79,0.09,0.08,N,O,1997-12-23,1997-11-16,1998-01-08,DELIVER IN PERSON,AIR, special tithes. requests about the car,1998
14917,1919,20,5,21.0,38239.11,0.04,0.05,N,O,1998-02-18,1998-04-01,1998-03-02,DELIVER IN PERSON,AIR,le quickly among the furiously ,1998
14917,62,88,6,43.0,41368.58,0.1,0.03,N,O,1998-05-11,1998-04-07,1998-05-12,DELIVER IN PERSON,AIR,"onic, unusual ideas na",1998
14944,1733,18,2,21.0,34329.33,0.05,0.06,N,O,1998-01-11,1997-12-01,1998-01-26,TAKE BACK RETURN,AIR,efully slow packages breac,1998
15041,1154,91,2,34.0,35875.1,0.04,0.05,N,O,1998-07-08,1998-05-13,1998-07-14,DELIVER IN PERSON,AIR,ges above the slyly eve,1998
15041,1162,63,4,40.0,42526.4,0.04,0.08,N,O,1998-06-21,1998-05-05,1998-07-21,NONE,AIR,der carefu,1998
15041,797,30,5,48.0,81493.92,0.01,0.08,N,O,1998-07-12,1998-06-09,1998-08-03,TAKE BACK RETURN,AIR, are idly ironic accounts. slyly final r,1998
15143,787,52,1,7.0,11814.46,0.08,0.06,N,O,1998-09-19,1998-07-09,1998-10-15,DELIVER IN PERSON,AIR,. fluffily special deposits wake regu,1998
15365,851,51,1,8.0,14014.8,0.01,0.03,N,O,1998-03-30,1998-03-26,1998-04-15,NONE,AIR,ackages sleep about,1998
15396,141,20,1,3.0,3123.42,0.01,0.08,N,O,1998-01-28,1998-02-24,1998-02-05,COLLECT COD,AIR,ly furiously final requests. iro,1998
15396,796,97,3,29.0,49206.91,0.08,0.0,N,O,1998-02-01,1998-02-11,1998-02-28,NONE,AIR,sits boost slyly ironic acc,1998
15430,28,54,1,20.0,18560.4,0.06,0.03,N,O,1998-06-12,1998-04-20,1998-06-26,NONE,AIR,he foxes sleep fluffily ,1998
15523,1663,64,2,14.0,21905.24,0.0,0.08,N,O,1998-08-07,1998-07-04,1998-08-14,COLLECT COD,AIR,nts. blithely busy theodolites are qui,1998
15523,1676,77,4,29.0,45752.43,0.04,0.01,N,O,1998-06-03,1998-05-26,1998-07-03,COLLECT COD,AIR,. busily final deposit,1998
15746,1146,55,2,42.0,43979.88,0.07,0.03,N,O,1998-04-01,1998-03-21,1998-04-10,TAKE BACK RETURN,AIR, regular depo,1998
15776,1201,13,3,42.0,46292.4,0.1,0.06,N,O,1998-03-09,1998-01-29,1998-03-10,COLLECT COD,AIR,kages wake car,1998
15776,565,56,4,6.0,8793.36,0.05,0.03,N,O,1998-01-08,1998-01-24,1998-01-20,TAKE BACK RETURN,AIR,usly ironic depos,1998
15840,1656,57,1,2.0,3115.3,0.08,0.02,N,O,1998-03-08,1998-04-07,1998-03-13,COLLECT COD,AIR,"nts. ironic, regular account",1998
15840,1552,73,4,11.0,15989.05,0.07,0.07,N,O,1998-03-04,1998-04-08,1998-03-25,DELIVER IN PERSON,AIR,arefully blithely daring ins,1998
15975,165,66,1,4.0,4260.64,0.08,0.02,N,O,1998-05-12,1998-03-14,1998-06-05,COLLECT COD,AIR,to wake slyly theod,1998
16003,91,92,1,3.0,2973.27,0.1,0.03,N,O,1998-01-09,1998-03-11,1998-01-19,TAKE BACK RETURN,AIR,sts affix furiously by ,1998
16038,261,43,2,19.0,22063.94,0.06,0.02,N,O,1998-08-14,1998-09-02,1998-08-21,TAKE BACK RETURN,AIR,"ic, bold dolphins hinder fluffil",1998
16066,1039,10,1,33.0,31020.99,0.04,0.08,N,O,1998-09-14,1998-08-07,1998-09-23,DELIVER IN PERSON,AIR,. furiously idle request,1998
16066,99,75,3,23.0,22979.07,0.07,0.01,N,O,1998-08-15,1998-07-16,1998-09-12,TAKE BACK RETURN,AIR, sleep. blith,1998
16131,1925,70,2,25.0,45673.0,0.1,0.02,N,O,1998-01-04,1998-01-09,1998-01-23,TAKE BACK RETURN,AIR, furiously final platelets nag blithely,1998
16131,1113,86,5,37.0,37522.07,0.04,0.01,N,O,1998-02-08,1998-01-19,1998-03-02,COLLECT COD,AIR,ges. carefully regular pearls among th,1998
16167,1201,76,2,33.0,36372.6,0.04,0.08,N,O,1998-02-21,1998-02-12,1998-03-23,DELIVER IN PERSON,AIR,ial requests. pinto ,1998
16224,78,79,5,36.0,35210.52,0.02,0.03,N,O,1997-12-31,1997-11-01,1998-01-06,NONE,AIR," final, furious ideas",1998
16355,514,15,4,18.0,25461.18,0.05,0.01,N,O,1998-07-18,1998-07-02,1998-07-26,TAKE BACK RETURN,AIR,en platelets cajole after th,1998
16355,146,99,5,37.0,38707.18,0.08,0.08,N,O,1998-07-24,1998-07-02,1998-08-10,NONE,AIR,foxes haggle slyly. deposit,1998
16355,1471,72,6,41.0,56271.27,0.07,0.03,N,O,1998-05-11,1998-07-08,1998-05-20,DELIVER IN PERSON,AIR,"le. packages cajole slyly. unusual, iro",1998
16516,569,30,3,37.0,54373.72,0.03,0.05,N,O,1998-02-24,1997-12-07,1998-03-17,DELIVER IN PERSON,AIR,ages. final dep,1998
16544,1122,95,1,50.0,51156.0,0.03,0.04,N,O,1998-04-22,1998-04-04,1998-05-06,DELIVER IN PERSON,AIR,"d theodolites! bold, even accou",1998
16769,1685,86,6,5.0,7933.4,0.06,0.02,N,O,1998-01-24,1997-11-19,1998-02-07,TAKE BACK RETURN,AIR,to the fluffily final for,1998
16774,1441,59,4,7.0,9397.08,0.06,0.07,N,O,1998-04-01,1998-02-23,1998-04-16,COLLECT COD,AIR,thely unusual pa,1998
16931,373,30,1,9.0,11460.33,0.1,0.0,N,O,1998-01-21,1997-12-17,1998-01-23,NONE,AIR,ry to thrash at the carefully unusual pac,1998
17056,1304,19,3,24.0,28927.2,0.0,0.08,N,O,1998-11-17,1998-10-21,1998-11-25,COLLECT COD,AIR,ly. carefu,1998
17156,1318,33,6,35.0,42675.85,0.09,0.03,N,O,1998-03-14,1998-03-31,1998-04-01,DELIVER IN PERSON,AIR,furiously. care,1998
17188,1560,61,1,6.0,8769.36,0.08,0.05,N,O,1998-03-10,1998-03-29,1998-03-29,NONE,AIR,usly regular f,1998
17380,1667,91,4,20.0,31373.2,0.05,0.06,N,O,1998-06-03,1998-05-15,1998-06-21,DELIVER IN PERSON,AIR, instructions in,1998
17380,1594,35,5,32.0,47858.88,0.1,0.06,N,O,1998-05-13,1998-04-28,1998-05-19,NONE,AIR,carefully unusual dolphins u,1998
17412,1360,37,2,34.0,42886.24,0.1,0.05,N,O,1998-01-23,1998-01-18,1998-02-14,DELIVER IN PERSON,AIR,iously. carefully regul,1998
17443,39,90,6,32.0,30048.96,0.04,0.04,N,O,1998-04-23,1998-06-26,1998-04-29,NONE,AIR,uffily express instructions haggle agains,1998
17443,1111,48,7,17.0,17205.87,0.07,0.05,N,O,1998-06-20,1998-06-05,1998-07-06,NONE,AIR,gular deposi,1998
17473,203,4,2,46.0,50747.2,0.05,0.06,N,O,1998-06-10,1998-05-25,1998-06-17,DELIVER IN PERSON,AIR,e quickly boldly pendi,1998
17479,1104,5,4,12.0,12061.2,0.02,0.06,N,O,1998-06-25,1998-06-17,1998-07-01,NONE,AIR,accounts wake carefully,1998
17536,235,90,2,32.0,36327.36,0.08,0.02,N,O,1998-02-22,1998-01-14,1998-03-12,TAKE BACK RETURN,AIR,s. fluffily final pack,1998
17537,1067,68,5,45.0,43562.7,0.07,0.04,N,O,1998-07-29,1998-09-21,1998-08-23,NONE,AIR,ar theodolites,1998
17537,880,80,6,37.0,65892.56,0.1,0.04,N,O,1998-08-11,1998-08-26,1998-09-06,TAKE BACK RETURN,AIR,the ironic instr,1998
17603,655,87,1,49.0,76226.85,0.07,0.01,N,O,1998-03-16,1998-02-01,1998-04-14,DELIVER IN PERSON,AIR, beans wake fluffily c,1998
17605,475,5,6,9.0,12379.23,0.07,0.08,N,O,1998-04-30,1998-03-17,1998-05-03,COLLECT COD,AIR,ress requests serve across the request,1998
17762,328,29,3,17.0,20881.44,0.02,0.0,N,O,1998-06-04,1998-05-03,1998-06-30,COLLECT COD,AIR,counts lose,1998
17920,849,50,7,39.0,68243.76,0.09,0.02,N,O,1998-03-17,1998-04-23,1998-03-22,COLLECT COD,AIR,tly pendin,1998
17921,1793,20,3,3.0,5084.37,0.03,0.07,N,O,1998-08-24,1998-10-20,1998-08-28,TAKE BACK RETURN,AIR,xes. courts cajole carefully ironic,1998
17923,1459,60,3,33.0,44894.85,0.06,0.02,N,O,1998-07-10,1998-08-19,1998-07-18,TAKE BACK RETURN,AIR, instructions sleep ironic deposits; c,1998
17990,1183,84,3,8.0,8673.44,0.02,0.07,N,O,1998-04-21,1998-06-11,1998-05-19,TAKE BACK RETURN,AIR,osits boost,1998
17990,966,1,4,17.0,31738.32,0.03,0.0,N,O,1998-03-30,1998-04-30,1998-04-14,NONE,AIR,alms cajole furiously fluffily final foxes,1998
18051,85,11,2,9.0,8865.72,0.09,0.04,N,O,1998-03-17,1998-04-01,1998-04-04,NONE,AIR,r pinto beans haggle blit,1998
18086,314,43,5,1.0,1214.31,0.04,0.06,N,O,1998-07-01,1998-06-27,1998-07-20,TAKE BACK RETURN,AIR, carefully regular foxes. blith,1998
18311,59,60,2,18.0,17262.9,0.08,0.03,N,O,1998-06-08,1998-04-27,1998-07-01,NONE,AIR,pinto beans. slyly express pinto,1998
18311,1583,84,3,39.0,57898.62,0.1,0.08,N,O,1998-04-30,1998-05-08,1998-05-11,TAKE BACK RETURN,AIR,around the in,1998
18343,1650,74,1,8.0,12413.2,0.1,0.01,N,O,1998-07-17,1998-06-22,1998-08-03,DELIVER IN PERSON,AIR,ly ironic ,1998
18404,420,21,2,25.0,33010.5,0.07,0.02,N,O,1998-05-28,1998-06-24,1998-06-07,DELIVER IN PERSON,AIR,y regular theodolites haggle ,1998
18439,279,34,4,25.0,29481.75,0.1,0.05,N,O,1998-09-18,1998-07-15,1998-10-14,TAKE BACK RETURN,AIR,yly pending requests s,1998
18439,823,90,5,5.0,8619.1,0.08,0.02,N,O,1998-07-25,1998-08-20,1998-08-08,TAKE BACK RETURN,AIR,y regular patterns. furiously final foxes ,1998
18469,97,48,3,21.0,20938.89,0.05,0.06,N,O,1998-07-10,1998-09-12,1998-07-31,DELIVER IN PERSON,AIR,te slyly around the blithely final,1998
18470,379,80,1,3.0,3838.11,0.1,0.0,N,O,1998-06-27,1998-06-17,1998-07-19,NONE,AIR,ickly regular deposits. pinto ,1998
18594,114,67,1,50.0,50705.5,0.09,0.01,N,O,1998-01-29,1998-02-26,1998-02-13,TAKE BACK RETURN,AIR,gle slyly carefully permanent multipli,1998
18630,1495,74,1,1.0,1396.49,0.01,0.01,N,O,1997-12-23,1998-03-03,1998-01-11,NONE,AIR,rhorses boost. regular ,1998
18660,1545,86,2,42.0,60754.68,0.1,0.07,N,O,1998-02-22,1998-04-14,1998-03-01,DELIVER IN PERSON,AIR,express foxes al,1998
18660,98,74,5,30.0,29942.7,0.08,0.0,N,O,1998-04-14,1998-04-25,1998-04-27,DELIVER IN PERSON,AIR,ven asymptotes abo,1998
18694,461,49,3,50.0,68073.0,0.07,0.01,N,O,1998-08-31,1998-08-16,1998-09-16,TAKE BACK RETURN,AIR, ideas detect furiously bold req,1998
18848,1268,6,2,50.0,58463.0,0.02,0.03,N,O,1998-04-26,1998-04-29,1998-05-20,TAKE BACK RETURN,AIR, deposits detect caref,1998
18882,96,22,2,39.0,38847.51,0.1,0.0,N,O,1998-02-15,1998-03-18,1998-03-15,NONE,AIR,e fluffily among the furi,1998
18882,818,18,4,30.0,51564.3,0.05,0.01,N,O,1998-01-29,1998-03-12,1998-02-12,COLLECT COD,AIR,bout the flu,1998
18885,1246,58,5,6.0,6883.44,0.08,0.0,N,O,1998-07-10,1998-06-29,1998-07-19,TAKE BACK RETURN,AIR,"s-- unusual, final packages",1998
18913,1200,1,6,13.0,14315.6,0.08,0.05,N,O,1998-06-17,1998-07-27,1998-06-30,TAKE BACK RETURN,AIR,ly special deposits haggle about ,1998
18982,1528,29,2,32.0,45744.64,0.09,0.03,N,O,1998-05-21,1998-05-04,1998-06-02,COLLECT COD,AIR,"al, final deposits haggle after th",1998
19015,1755,98,1,35.0,57986.25,0.08,0.03,N,O,1998-03-01,1998-04-18,1998-03-03,DELIVER IN PERSON,AIR, quickly ironic requests. idea,1998
19015,885,19,2,35.0,62505.8,0.09,0.08,N,O,1998-02-11,1998-03-26,1998-03-10,NONE,AIR,even frets wake slyly acro,1998
19079,566,27,3,15.0,21998.4,0.05,0.04,N,O,1998-07-11,1998-04-26,1998-07-19,NONE,AIR,olites haggle furiously according to the ca,1998
19236,659,60,5,21.0,32752.65,0.07,0.04,N,O,1998-03-27,1998-03-13,1998-04-09,TAKE BACK RETURN,AIR,"cial, unusu",1998
19396,250,78,5,9.0,10352.25,0.02,0.08,N,O,1998-09-07,1998-09-20,1998-09-29,TAKE BACK RETURN,AIR, the packages. ,1998
19461,150,51,6,9.0,9451.35,0.1,0.07,N,O,1998-08-18,1998-09-16,1998-09-06,TAKE BACK RETURN,AIR,ironic theodolites-- sl,1998
19488,699,31,3,25.0,39992.25,0.05,0.02,N,O,1998-09-06,1998-09-25,1998-09-18,NONE,AIR,de of the blithely ironic requests,1998
19488,1627,69,5,27.0,41272.74,0.04,0.01,N,O,1998-09-02,1998-09-18,1998-09-19,DELIVER IN PERSON,AIR,etimes. carefully ironic theodolites,1998
19495,1943,32,1,21.0,38743.74,0.09,0.06,N,O,1998-03-16,1998-03-24,1998-04-15,COLLECT COD,AIR,ake carefu,1998
19525,1097,98,1,41.0,40921.69,0.02,0.06,N,O,1998-03-15,1998-01-02,1998-04-13,TAKE BACK RETURN,AIR,hely express waters haggl,1998
19618,1741,68,1,36.0,59138.64,0.06,0.02,N,O,1998-07-17,1998-07-12,1998-07-23,COLLECT COD,AIR,hins. carefully bold e,1998
