l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_comment
11298,442,43,2,17.00,22821.48,0.00,0.08,N,O,1998-02-08,1998-03-21,1998-02-26,COLLECT COD,egular dep
11298,1687,29,6,12.00,19064.16,0.06,0.07,N,O,1998-01-20,1998-03-21,1998-02-15,DELIVER IN PERSON,dependencies integrat
11363,71,47,3,20.00,19421.40,0.03,0.03,N,O,1998-03-15,1998-04-23,1998-03-21,TAKE BACK RETURN,bout the carefully r
11365,1800,85,5,32.00,54457.60,0.02,0.05,N,O,1997-12-28,1997-10-09,1998-01-22,DELIVER IN PERSON,packages. final instructions hag
11430,364,93,1,3.00,3793.08,0.04,0.00,N,O,1998-02-04,1998-03-21,1998-02-05,TAKE BACK RETURN,ng accounts. regul
11458,697,60,4,36.00,57516.84,0.02,0.05,N,O,1998-04-11,1998-06-26,1998-04-21,NONE,blithely even deposits breach along
11458,1882,12,6,2.00,3567.76,0.05,0.04,N,O,1998-07-13,1998-06-05,1998-08-05,TAKE BACK RETURN,bold fret
11463,1738,39,3,48.00,78707.04,0.07,0.03,N,O,1998-03-15,1998-02-09,1998-04-13,TAKE BACK RETURN,refully blithely final instr
11463,973,76,6,25.00,46849.25,0.02,0.08,N,O,1998-04-16,1998-01-30,1998-04-23,DELIVER IN PERSON,packages sleep blithely. accounts detec
11523,315,16,1,31.00,37674.61,0.08,0.02,N,O,1998-11-22,1998-09-13,1998-12-11,TAKE BACK RETURN,s. furiously ironic acc
11523,1136,73,2,21.00,21779.73,0.03,0.06,N,O,1998-08-06,1998-09-09,1998-08-13,DELIVER IN PERSON,are slyly. f
11554,1940,29,7,10.00,18419.40,0.02,0.00,N,O,1998-09-15,1998-07-12,1998-10-08,TAKE BACK RETURN,"s are warhorses. special, even"
11588,1869,70,2,18.00,31875.48,0.06,0.05,N,O,1998-01-16,1997-12-10,1998-01-24,NONE,usly regular package
11618,1507,28,3,22.00,30987.00,0.08,0.06,N,O,1998-03-02,1998-03-19,1998-03-28,NONE,es wake blithely furiously unusual theodo
11717,1890,91,1,12.00,21502.68,0.00,0.06,N,O,1998-06-21,1998-05-11,1998-06-25,NONE,the bold deposits: furiously bold
11717,1568,89,2,41.00,60251.96,0.08,0.08,N,O,1998-04-19,1998-05-13,1998-04-30,NONE,ial theodolites. even requests
11904,1553,94,7,44.00,64000.20,0.08,0.08,N,O,1998-01-15,1998-02-11,1998-01-19,NONE,across the slyly pending requests.
11937,421,51,3,10.00,13214.20,0.05,0.04,N,O,1998-10-07,1998-08-06,1998-11-06,COLLECT COD,ding excuses u
11937,235,63,4,32.00,36327.36,0.09,0.07,N,O,1998-08-18,1998-09-06,1998-08-30,DELIVER IN PERSON,ages use blithely
11938,646,78,2,48.00,74238.72,0.09,0.07,N,O,1998-08-25,1998-10-23,1998-09-02,TAKE BACK RETURN,s. slowly regular
11970,1801,2,4,21.00,35758.80,0.01,0.00,N,O,1998-06-12,1998-07-06,1998-06-15,TAKE BACK RETURN,sleep fluffily after the s
12131,689,83,4,40.00,63587.20,0.08,0.00,N,O,1998-07-05,1998-08-27,1998-07-07,NONE,ptotes. inst
12227,1881,25,7,13.00,23177.44,0.09,0.08,N,O,1998-08-15,1998-09-22,1998-08-31,DELIVER IN PERSON,eposits. fluffily final warho
12230,854,54,3,12.00,21058.20,0.07,0.00,N,O,1998-06-03,1998-06-20,1998-07-03,COLLECT COD,inal instru
12324,487,17,4,13.00,18037.24,0.04,0.03,N,O,1998-11-07,1998-10-14,1998-11-10,NONE,unts sleep quickly regular packages. si
12384,1877,21,1,17.00,30240.79,0.03,0.00,N,O,1998-11-14,1998-09-05,1998-12-01,COLLECT COD,nst the express accounts. slyly
12547,1721,22,2,46.00,74645.12,0.00,0.02,N,O,1998-06-04,1998-05-19,1998-06-20,NONE,"usual, special ideas"
12548,1165,66,4,41.00,43712.56,0.03,0.05,N,O,1998-03-19,1997-12-31,1998-04-12,DELIVER IN PERSON,aggle against the fluffily regular
12577,173,26,2,17.00,18243.89,0.05,0.07,N,O,1998-06-04,1998-08-06,1998-06-06,DELIVER IN PERSON,about the slyly regular requ
12577,1042,13,4,43.00,40550.72,0.10,0.01,N,O,1998-07-15,1998-07-09,1998-08-09,TAKE BACK RETURN,thely ironic packages doze. i
12738,1852,82,4,37.00,64892.45,0.10,0.06,N,O,1998-09-25,1998-07-31,1998-10-18,TAKE BACK RETURN,riously. blithely ironic i
12802,1820,50,3,17.00,29270.94,0.04,0.04,N,O,1998-04-27,1998-04-06,1998-05-06,NONE,slyly final deposits n
12838,1899,29,1,21.00,37818.69,0.10,0.07,N,O,1998-07-17,1998-08-28,1998-07-25,DELIVER IN PERSON,furiously regular multipliers a
12839,774,71,2,34.00,56942.18,0.02,0.02,N,O,1998-02-16,1998-03-11,1998-03-06,DELIVER IN PERSON,e fluffily a
12839,458,59,5,5.00,6792.25,0.10,0.04,N,O,1998-02-14,1998-02-19,1998-03-11,DELIVER IN PERSON,equests. slyly sly
12933,1978,79,6,31.00,58279.07,0.09,0.06,N,O,1998-03-19,1998-05-07,1998-04-02,TAKE BACK RETURN,cuses. furiously special instructions acros
12964,885,19,5,32.00,57148.16,0.05,0.07,N,O,1998-03-14,1998-04-02,1998-03-24,DELIVER IN PERSON,y special pint
12966,1648,90,2,1.00,1549.64,0.05,0.04,N,O,1997-12-28,1997-12-21,1998-01-01,TAKE BACK RETURN,ronic platelet
12993,907,8,2,22.00,39773.80,0.05,0.04,N,O,1998-08-03,1998-07-14,1998-08-29,NONE,"above the dinos. special, specia"
13029,170,71,4,34.00,36385.78,0.00,0.01,N,O,1998-02-04,1998-01-24,1998-03-02,TAKE BACK RETURN,"phins. special, even pa"
13029,314,43,5,44.00,53429.64,0.03,0.04,N,O,1998-01-23,1997-12-21,1998-02-06,NONE,yly regular dependencies w
13057,809,76,2,16.00,27356.80,0.08,0.03,N,O,1998-01-14,1998-01-28,1998-02-07,TAKE BACK RETURN,pecial accou
13092,936,71,2,48.00,88172.64,0.09,0.04,N,O,1998-07-24,1998-09-10,1998-07-27,DELIVER IN PERSON,the furiously express theodo
13123,1476,55,2,13.00,17907.11,0.06,0.01,N,O,1998-09-17,1998-08-17,1998-10-16,TAKE BACK RETURN,"g theodolites. ironic, final inst"
13191,613,7,6,48.00,72653.28,0.09,0.02,N,O,1998-02-04,1998-03-21,1998-02-25,COLLECT COD,iously final mult
13254,421,22,4,12.00,15857.04,0.01,0.06,N,O,1998-05-19,1998-03-25,1998-06-12,NONE,"lar, enticing theodolites;"
13350,1083,54,3,2.00,1968.16,0.09,0.02,N,O,1998-07-10,1998-06-08,1998-07-31,COLLECT COD,ccounts. s
13350,1330,45,4,39.00,48021.87,0.08,0.07,N,O,1998-08-13,1998-08-01,1998-08-29,COLLECT COD,xes boost slyly even ideas.
13477,1161,98,2,2.00,2124.32,0.03,0.04,N,O,1997-12-27,1998-01-14,1998-01-17,NONE,l packages affix evenly alongside
13478,441,100,2,50.00,67072.00,0.09,0.00,N,O,1998-03-20,1998-02-10,1998-04-01,NONE,luffily beyond the d
13571,1994,95,2,32.00,60671.68,0.03,0.02,N,O,1998-09-29,1998-07-15,1998-10-18,TAKE BACK RETURN,nts sleep furiousl
13733,1984,73,1,50.00,94299.00,0.02,0.05,N,O,1998-01-15,1998-03-01,1998-02-06,DELIVER IN PERSON,"ing, even deposits along"
13733,1116,89,4,3.00,3051.33,0.10,0.07,N,O,1998-03-12,1998-02-16,1998-03-31,DELIVER IN PERSON,ly regular pinto
13987,326,83,2,20.00,24526.40,0.04,0.05,N,O,1998-07-25,1998-05-17,1998-08-23,DELIVER IN PERSON,use blithely according to the fluffily
13990,970,5,1,11.00,20580.67,0.04,0.01,N,O,1998-05-10,1998-03-10,1998-06-04,TAKE BACK RETURN,"nic, ironic"
14149,1096,97,2,4.00,3988.36,0.01,0.08,N,O,1998-05-09,1998-03-18,1998-05-21,NONE,ges sleep fluffily a
14181,77,28,5,3.00,2931.21,0.00,0.01,N,O,1998-05-04,1998-04-08,1998-05-20,DELIVER IN PERSON,"packages except the regular,"
14246,625,26,1,34.00,51871.08,0.03,0.07,N,O,1997-12-30,1998-01-02,1998-01-25,DELIVER IN PERSON,sentiments nag sl
14246,407,95,2,20.00,26148.00,0.00,0.04,N,O,1998-01-07,1997-12-23,1998-01-26,COLLECT COD,theodolites. pinto
14278,1884,14,6,6.00,10715.28,0.03,0.00,N,O,1998-07-16,1998-08-23,1998-08-01,NONE,ideas use atop t
14279,1358,73,4,42.00,52892.70,0.00,0.03,N,O,1998-03-14,1998-05-10,1998-03-19,COLLECT COD,sly requests. regular theod
14337,1933,22,6,25.00,45873.25,0.03,0.01,N,O,1998-01-26,1997-12-06,1998-02-23,COLLECT COD,special instructions above
14403,1375,76,3,7.00,8934.59,0.04,0.02,N,O,1998-06-25,1998-05-12,1998-07-18,DELIVER IN PERSON,e carefully regular accounts. blithely ex
14560,1466,6,1,24.00,32819.04,0.05,0.06,N,O,1998-01-29,1998-02-07,1998-02-16,COLLECT COD,ccounts. requests sleep furiously final
14598,573,64,5,7.00,10314.99,0.06,0.02,N,O,1998-03-18,1998-04-28,1998-04-02,DELIVER IN PERSON,c accounts along the unu
14624,1991,24,1,12.00,22715.88,0.03,0.08,N,O,1998-07-16,1998-06-28,1998-08-15,NONE,arefully. enticingly pendi
14656,596,97,1,21.00,31428.39,0.09,0.00,N,O,1998-01-23,1997-12-23,1998-02-15,DELIVER IN PERSON,"eep against the dolphins. even, silent th"
14694,20,46,4,33.00,30360.66,0.06,0.08,N,O,1998-08-11,1998-09-06,1998-09-10,DELIVER IN PERSON,"ns. special, bold asy"
14787,1893,37,3,32.00,57436.48,0.01,0.07,N,O,1998-07-29,1998-09-02,1998-08-01,TAKE BACK RETURN,gular deposits. furiously special reques
14821,45,46,7,43.00,40636.72,0.01,0.03,N,O,1998-09-27,1998-07-17,1998-10-26,COLLECT COD,"dependencies alongside of the final,"
14850,1776,3,5,47.00,78855.19,0.07,0.00,N,O,1998-03-22,1998-01-12,1998-04-17,NONE,es wake slyly carefully regular package
14885,673,5,4,37.00,58225.79,0.09,0.08,N,O,1997-12-23,1997-11-16,1998-01-08,DELIVER IN PERSON,special tithes. requests about the car
14917,1919,20,5,21.00,38239.11,0.04,0.05,N,O,1998-02-18,1998-04-01,1998-03-02,DELIVER IN PERSON,le quickly among the furiously
14917,62,88,6,43.00,41368.58,0.10,0.03,N,O,1998-05-11,1998-04-07,1998-05-12,DELIVER IN PERSON,"onic, unusual ideas na"
14944,1733,18,2,21.00,34329.33,0.05,0.06,N,O,1998-01-11,1997-12-01,1998-01-26,TAKE BACK RETURN,efully slow packages breac
15041,1154,91,2,34.00,35875.10,0.04,0.05,N,O,1998-07-08,1998-05-13,1998-07-14,DELIVER IN PERSON,ges above the slyly eve
15041,1162,63,4,40.00,42526.40,0.04,0.08,N,O,1998-06-21,1998-05-05,1998-07-21,NONE,der carefu
15041,797,30,5,48.00,81493.92,0.01,0.08,N,O,1998-07-12,1998-06-09,1998-08-03,TAKE BACK RETURN,are idly ironic accounts. slyly final r
15143,787,52,1,7.00,11814.46,0.08,0.06,N,O,1998-09-19,1998-07-09,1998-10-15,DELIVER IN PERSON,. fluffily special deposits wake regu
15365,851,51,1,8.00,14014.80,0.01,0.03,N,O,1998-03-30,1998-03-26,1998-04-15,NONE,ackages sleep about
15396,141,20,1,3.00,3123.42,0.01,0.08,N,O,1998-01-28,1998-02-24,1998-02-05,COLLECT COD,ly furiously final requests. iro
15396,796,97,3,29.00,49206.91,0.08,0.00,N,O,1998-02-01,1998-02-11,1998-02-28,NONE,sits boost slyly ironic acc
15430,28,54,1,20.00,18560.40,0.06,0.03,N,O,1998-06-12,1998-04-20,1998-06-26,NONE,he foxes sleep fluffily
15523,1663,64,2,14.00,21905.24,0.00,0.08,N,O,1998-08-07,1998-07-04,1998-08-14,COLLECT COD,nts. blithely busy theodolites are qui
15523,1676,77,4,29.00,45752.43,0.04,0.01,N,O,1998-06-03,1998-05-26,1998-07-03,COLLECT COD,. busily final deposit
15746,1146,55,2,42.00,43979.88,0.07,0.03,N,O,1998-04-01,1998-03-21,1998-04-10,TAKE BACK RETURN,regular depo
15776,1201,13,3,42.00,46292.40,0.10,0.06,N,O,1998-03-09,1998-01-29,1998-03-10,COLLECT COD,kages wake car
15776,565,56,4,6.00,8793.36,0.05,0.03,N,O,1998-01-08,1998-01-24,1998-01-20,TAKE BACK RETURN,usly ironic depos
15840,1656,57,1,2.00,3115.30,0.08,0.02,N,O,1998-03-08,1998-04-07,1998-03-13,COLLECT COD,"nts. ironic, regular account"
15840,1552,73,4,11.00,15989.05,0.07,0.07,N,O,1998-03-04,1998-04-08,1998-03-25,DELIVER IN PERSON,arefully blithely daring ins
15975,165,66,1,4.00,4260.64,0.08,0.02,N,O,1998-05-12,1998-03-14,1998-06-05,COLLECT COD,to wake slyly theod
16003,91,92,1,3.00,2973.27,0.10,0.03,N,O,1998-01-09,1998-03-11,1998-01-19,TAKE BACK RETURN,sts affix furiously by
16038,261,43,2,19.00,22063.94,0.06,0.02,N,O,1998-08-14,1998-09-02,1998-08-21,TAKE BACK RETURN,"ic, bold dolphins hinder fluffil"
16066,1039,10,1,33.00,31020.99,0.04,0.08,N,O,1998-09-14,1998-08-07,1998-09-23,DELIVER IN PERSON,. furiously idle request
16066,99,75,3,23.00,22979.07,0.07,0.01,N,O,1998-08-15,1998-07-16,1998-09-12,TAKE BACK RETURN,sleep. blith
16131,1925,70,2,25.00,45673.00,0.10,0.02,N,O,1998-01-04,1998-01-09,1998-01-23,TAKE BACK RETURN,furiously final platelets nag blithely
16131,1113,86,5,37.00,37522.07,0.04,0.01,N,O,1998-02-08,1998-01-19,1998-03-02,COLLECT COD,ges. carefully regular pearls among th
16167,1201,76,2,33.00,36372.60,0.04,0.08,N,O,1998-02-21,1998-02-12,1998-03-23,DELIVER IN PERSON,ial requests. pinto
16224,78,79,5,36.00,35210.52,0.02,0.03,N,O,1997-12-31,1997-11-01,1998-01-06,NONE,"final, furious ideas"
16355,514,15,4,18.00,25461.18,0.05,0.01,N,O,1998-07-18,1998-07-02,1998-07-26,TAKE BACK RETURN,en platelets cajole after th
16355,146,99,5,37.00,38707.18,0.08,0.08,N,O,1998-07-24,1998-07-02,1998-08-10,NONE,foxes haggle slyly. deposit
16355,1471,72,6,41.00,56271.27,0.07,0.03,N,O,1998-05-11,1998-07-08,1998-05-20,DELIVER IN PERSON,"le. packages cajole slyly. unusual, iro"
16516,569,30,3,37.00,54373.72,0.03,0.05,N,O,1998-02-24,1997-12-07,1998-03-17,DELIVER IN PERSON,ages. final dep
16544,1122,95,1,50.00,51156.00,0.03,0.04,N,O,1998-04-22,1998-04-04,1998-05-06,DELIVER IN PERSON,"d theodolites! bold, even accou"
16769,1685,86,6,5.00,7933.40,0.06,0.02,N,O,1998-01-24,1997-11-19,1998-02-07,TAKE BACK RETURN,to the fluffily final for
16774,1441,59,4,7.00,9397.08,0.06,0.07,N,O,1998-04-01,1998-02-23,1998-04-16,COLLECT COD,thely unusual pa
16931,373,30,1,9.00,11460.33,0.10,0.00,N,O,1998-01-21,1997-12-17,1998-01-23,NONE,ry to thrash at the carefully unusual pac
17056,1304,19,3,24.00,28927.20,0.00,0.08,N,O,1998-11-17,1998-10-21,1998-11-25,COLLECT COD,ly. carefu
17156,1318,33,6,35.00,42675.85,0.09,0.03,N,O,1998-03-14,1998-03-31,1998-04-01,DELIVER IN PERSON,furiously. care
17188,1560,61,1,6.00,8769.36,0.08,0.05,N,O,1998-03-10,1998-03-29,1998-03-29,NONE,usly regular f
17380,1667,91,4,20.00,31373.20,0.05,0.06,N,O,1998-06-03,1998-05-15,1998-06-21,DELIVER IN PERSON,instructions in
17380,1594,35,5,32.00,47858.88,0.10,0.06,N,O,1998-05-13,1998-04-28,1998-05-19,NONE,carefully unusual dolphins u
17412,1360,37,2,34.00,42886.24,0.10,0.05,N,O,1998-01-23,1998-01-18,1998-02-14,DELIVER IN PERSON,iously. carefully regul
17443,39,90,6,32.00,30048.96,0.04,0.04,N,O,1998-04-23,1998-06-26,1998-04-29,NONE,uffily express instructions haggle agains
17443,1111,48,7,17.00,17205.87,0.07,0.05,N,O,1998-06-20,1998-06-05,1998-07-06,NONE,gular deposi
17473,203,4,2,46.00,50747.20,0.05,0.06,N,O,1998-06-10,1998-05-25,1998-06-17,DELIVER IN PERSON,e quickly boldly pendi
17479,1104,5,4,12.00,12061.20,0.02,0.06,N,O,1998-06-25,1998-06-17,1998-07-01,NONE,accounts wake carefully
17536,235,90,2,32.00,36327.36,0.08,0.02,N,O,1998-02-22,1998-01-14,1998-03-12,TAKE BACK RETURN,s. fluffily final pack
17537,1067,68,5,45.00,43562.70,0.07,0.04,N,O,1998-07-29,1998-09-21,1998-08-23,NONE,ar theodolites
17537,880,80,6,37.00,65892.56,0.10,0.04,N,O,1998-08-11,1998-08-26,1998-09-06,TAKE BACK RETURN,the ironic instr
17603,655,87,1,49.00,76226.85,0.07,0.01,N,O,1998-03-16,1998-02-01,1998-04-14,DELIVER IN PERSON,beans wake fluffily c
17605,475,5,6,9.00,12379.23,0.07,0.08,N,O,1998-04-30,1998-03-17,1998-05-03,COLLECT COD,ress requests serve across the request
17762,328,29,3,17.00,20881.44,0.02,0.00,N,O,1998-06-04,1998-05-03,1998-06-30,COLLECT COD,counts lose
17920,849,50,7,39.00,68243.76,0.09,0.02,N,O,1998-03-17,1998-04-23,1998-03-22,COLLECT COD,tly pendin
17921,1793,20,3,3.00,5084.37,0.03,0.07,N,O,1998-08-24,1998-10-20,1998-08-28,TAKE BACK RETURN,xes. courts cajole carefully ironic
17923,1459,60,3,33.00,44894.85,0.06,0.02,N,O,1998-07-10,1998-08-19,1998-07-18,TAKE BACK RETURN,instructions sleep ironic deposits; c
17990,1183,84,3,8.00,8673.44,0.02,0.07,N,O,1998-04-21,1998-06-11,1998-05-19,TAKE BACK RETURN,osits boost
17990,966,1,4,17.00,31738.32,0.03,0.00,N,O,1998-03-30,1998-04-30,1998-04-14,NONE,alms cajole furiously fluffily final foxes
18051,85,11,2,9.00,8865.72,0.09,0.04,N,O,1998-03-17,1998-04-01,1998-04-04,NONE,r pinto beans haggle blit
18086,314,43,5,1.00,1214.31,0.04,0.06,N,O,1998-07-01,1998-06-27,1998-07-20,TAKE BACK RETURN,carefully regular foxes. blith
18311,59,60,2,18.00,17262.90,0.08,0.03,N,O,1998-06-08,1998-04-27,1998-07-01,NONE,pinto beans. slyly express pinto
18311,1583,84,3,39.00,57898.62,0.10,0.08,N,O,1998-04-30,1998-05-08,1998-05-11,TAKE BACK RETURN,around the in
18343,1650,74,1,8.00,12413.20,0.10,0.01,N,O,1998-07-17,1998-06-22,1998-08-03,DELIVER IN PERSON,ly ironic
18404,420,21,2,25.00,33010.50,0.07,0.02,N,O,1998-05-28,1998-06-24,1998-06-07,DELIVER IN PERSON,y regular theodolites haggle
18439,279,34,4,25.00,29481.75,0.10,0.05,N,O,1998-09-18,1998-07-15,1998-10-14,TAKE BACK RETURN,yly pending requests s
18439,823,90,5,5.00,8619.10,0.08,0.02,N,O,1998-07-25,1998-08-20,1998-08-08,TAKE BACK RETURN,y regular patterns. furiously final foxes
18469,97,48,3,21.00,20938.89,0.05,0.06,N,O,1998-07-10,1998-09-12,1998-07-31,DELIVER IN PERSON,te slyly around the blithely final
18470,379,80,1,3.00,3838.11,0.10,0.00,N,O,1998-06-27,1998-06-17,1998-07-19,NONE,ickly regular deposits. pinto
18594,114,67,1,50.00,50705.50,0.09,0.01,N,O,1998-01-29,1998-02-26,1998-02-13,TAKE BACK RETURN,gle slyly carefully permanent multipli
18630,1495,74,1,1.00,1396.49,0.01,0.01,N,O,1997-12-23,1998-03-03,1998-01-11,NONE,rhorses boost. regular
18660,1545,86,2,42.00,60754.68,0.10,0.07,N,O,1998-02-22,1998-04-14,1998-03-01,DELIVER IN PERSON,express foxes al
18660,98,74,5,30.00,29942.70,0.08,0.00,N,O,1998-04-14,1998-04-25,1998-04-27,DELIVER IN PERSON,ven asymptotes abo
18694,461,49,3,50.00,68073.00,0.07,0.01,N,O,1998-08-31,1998-08-16,1998-09-16,TAKE BACK RETURN,ideas detect furiously bold req
18848,1268,6,2,50.00,58463.00,0.02,0.03,N,O,1998-04-26,1998-04-29,1998-05-20,TAKE BACK RETURN,deposits detect caref
18882,96,22,2,39.00,38847.51,0.10,0.00,N,O,1998-02-15,1998-03-18,1998-03-15,NONE,e fluffily among the furi
18882,818,18,4,30.00,51564.30,0.05,0.01,N,O,1998-01-29,1998-03-12,1998-02-12,COLLECT COD,bout the flu
18885,1246,58,5,6.00,6883.44,0.08,0.00,N,O,1998-07-10,1998-06-29,1998-07-19,TAKE BACK RETURN,"s-- unusual, final packages"
18913,1200,1,6,13.00,14315.60,0.08,0.05,N,O,1998-06-17,1998-07-27,1998-06-30,TAKE BACK RETURN,ly special deposits haggle about
18982,1528,29,2,32.00,45744.64,0.09,0.03,N,O,1998-05-21,1998-05-04,1998-06-02,COLLECT COD,"al, final deposits haggle after th"
19015,1755,98,1,35.00,57986.25,0.08,0.03,N,O,1998-03-01,1998-04-18,1998-03-03,DELIVER IN PERSON,quickly ironic requests. idea
19015,885,19,2,35.00,62505.80,0.09,0.08,N,O,1998-02-11,1998-03-26,1998-03-10,NONE,even frets wake slyly acro
19079,566,27,3,15.00,21998.40,0.05,0.04,N,O,1998-07-11,1998-04-26,1998-07-19,NONE,olites haggle furiously according to the ca
19236,659,60,5,21.00,32752.65,0.07,0.04,N,O,1998-03-27,1998-03-13,1998-04-09,TAKE BACK RETURN,"cial, unusu"
19396,250,78,5,9.00,10352.25,0.02,0.08,N,O,1998-09-07,1998-09-20,1998-09-29,TAKE BACK RETURN,the packages.
19461,150,51,6,9.00,9451.35,0.10,0.07,N,O,1998-08-18,1998-09-16,1998-09-06,TAKE BACK RETURN,ironic theodolites-- sl
19488,699,31,3,25.00,39992.25,0.05,0.02,N,O,1998-09-06,1998-09-25,1998-09-18,NONE,de of the blithely ironic requests
19488,1627,69,5,27.00,41272.74,0.04,0.01,N,O,1998-09-02,1998-09-18,1998-09-19,DELIVER IN PERSON,etimes. carefully ironic theodolites
19495,1943,32,1,21.00,38743.74,0.09,0.06,N,O,1998-03-16,1998-03-24,1998-04-15,COLLECT COD,ake carefu
19525,1097,98,1,41.00,40921.69,0.02,0.06,N,O,1998-03-15,1998-01-02,1998-04-13,TAKE BACK RETURN,hely express waters haggl
19618,1741,68,1,36.00,59138.64,0.06,0.02,N,O,1998-07-17,1998-07-12,1998-07-23,COLLECT COD,hins. carefully bold e
19618,652,46,3,38.00,59000.70,0.01,0.08,N,O,1998-06-11,1998-07-12,1998-06-16,NONE,ver according to the carefully r
19681,1630,72,4,4.00,6126.52,0.08,0.07,N,O,1998-01-01,1998-02-19,1998-01-10,TAKE BACK RETURN,ithely regular foxes h
19712,1380,81,2,41.00,52536.58,0.09,0.05,N,O,1998-03-10,1998-04-07,1998-04-03,COLLECT COD,ully unusual dolphins. stealth
19878,166,19,2,43.00,45844.88,0.10,0.03,N,O,1998-03-06,1998-03-05,1998-03-24,DELIVER IN PERSON,thely final notornis. carefully specia
19942,1862,63,2,3.00,5291.58,0.10,0.04,N,O,1998-06-01,1998-07-05,1998-06-06,COLLECT COD,regular foxes nag quickly a
19968,1022,28,6,44.00,40612.88,0.10,0.07,N,O,1997-12-30,1998-02-07,1998-01-18,TAKE BACK RETURN,deposits cajole slyly slyly fina
20005,574,75,5,23.00,33915.11,0.04,0.02,N,O,1998-03-31,1998-04-26,1998-04-15,COLLECT COD,after the blith
20039,1145,18,2,44.00,46030.16,0.06,0.02,N,O,1998-05-21,1998-06-11,1998-06-09,TAKE BACK RETURN,"ions use regular, idle accou"
20423,396,97,2,39.00,50559.21,0.10,0.03,N,O,1998-01-23,1998-01-03,1998-02-22,NONE,ously according to th
20550,1114,23,2,34.00,34513.74,0.01,0.04,N,O,1998-07-08,1998-07-26,1998-07-11,DELIVER IN PERSON,"to beans. final, stealthy"
20608,1219,57,1,25.00,28005.25,0.10,0.06,N,O,1998-06-10,1998-04-27,1998-06-13,NONE,y silent somas; final foxes wake qui
20608,1893,94,3,11.00,19743.79,0.03,0.07,N,O,1998-05-14,1998-05-20,1998-06-05,TAKE BACK RETURN,althy instructions are ca
20608,110,63,6,14.00,14141.54,0.08,0.06,N,O,1998-04-09,1998-05-08,1998-04-19,TAKE BACK RETURN,iously slow accounts. slyly
20640,786,87,5,47.00,79278.66,0.00,0.02,N,O,1998-01-24,1998-02-17,1998-01-30,NONE,riously unusual accounts.
21060,824,25,3,4.00,6899.28,0.07,0.03,N,O,1998-08-22,1998-08-03,1998-09-15,NONE,pitaphs. enticingly un
21123,1828,72,6,26.00,44975.32,0.08,0.03,N,O,1998-11-14,1998-09-22,1998-11-29,DELIVER IN PERSON,ges above the final
21152,165,92,2,24.00,25563.84,0.05,0.07,N,O,1997-12-30,1997-11-25,1998-01-20,DELIVER IN PERSON,thlessly express accounts caj
21216,1796,81,1,35.00,59422.65,0.04,0.05,N,O,1998-09-02,1998-09-23,1998-09-10,COLLECT COD,usly about the final
21280,121,100,3,36.00,36760.32,0.04,0.05,N,O,1998-01-25,1998-01-31,1998-02-19,DELIVER IN PERSON,packages. pending requests will are
21282,502,33,4,12.00,16830.00,0.03,0.03,N,O,1998-05-18,1998-06-27,1998-05-21,TAKE BACK RETURN,"press epitaphs after the unusual, ironic e"
21282,119,98,5,43.00,43821.73,0.02,0.03,N,O,1998-06-26,1998-06-18,1998-06-30,DELIVER IN PERSON,ave accounts. slyly pending deposit
21408,687,19,1,9.00,14289.12,0.02,0.02,N,O,1997-12-12,1997-11-15,1998-01-03,DELIVER IN PERSON,shall are carefully quickl
21698,7,58,7,34.00,30838.00,0.05,0.08,N,O,1998-06-11,1998-04-25,1998-07-09,DELIVER IN PERSON,osits hang slyly even reques
21767,1239,14,4,1.00,1140.23,0.02,0.01,N,O,1998-06-29,1998-06-12,1998-07-15,COLLECT COD,blithely blithely pending deposit
21858,508,99,1,36.00,50706.00,0.02,0.00,N,O,1997-12-30,1997-12-17,1998-01-24,COLLECT COD,cording to the packages. blithe
21858,419,20,7,21.00,27707.61,0.03,0.08,N,O,1998-01-18,1997-12-10,1998-02-06,DELIVER IN PERSON,"usual, regular requests. regular,"
21895,1660,2,5,47.00,73398.02,0.01,0.06,N,O,1998-07-30,1998-07-30,1998-08-07,COLLECT COD,ong the final theodolites play blithely
21920,622,23,2,1.00,1522.62,0.03,0.05,N,O,1998-03-20,1998-04-14,1998-03-21,COLLECT COD,ss packages: carefully unusua
21923,314,71,4,50.00,60715.50,0.07,0.06,N,O,1998-08-19,1998-07-27,1998-09-06,COLLECT COD,deposits. care
22146,528,59,4,26.00,37141.52,0.08,0.02,N,O,1998-07-12,1998-08-11,1998-08-04,DELIVER IN PERSON,the blithely special deposits sleep fluff
22148,170,49,5,48.00,51368.16,0.04,0.04,N,O,1998-06-12,1998-06-11,1998-06-20,DELIVER IN PERSON,l deposits cajole. slyly
22150,11,87,2,4.00,3644.04,0.09,0.01,N,O,1998-05-25,1998-04-19,1998-06-16,NONE,unts believe. express req
22247,381,66,3,36.00,46129.68,0.07,0.00,N,O,1998-04-17,1998-06-11,1998-05-16,COLLECT COD,e furiously regular deposits. furio
22247,669,32,6,27.00,42380.82,0.10,0.06,N,O,1998-06-12,1998-05-22,1998-06-24,TAKE BACK RETURN,above the theodolites-- fluffily f
22277,359,44,2,47.00,59189.45,0.07,0.04,N,O,1998-07-13,1998-04-30,1998-08-03,NONE,sleep. packages according to the even
