l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_comment
8963,1920,53,5,20.00,36438.40,0.05,0.03,N,O,1997-06-23,1997-05-31,1997-07-06,COLLECT COD,ously express packages. fluffily ironic
9122,1776,61,5,28.00,46977.56,0.09,0.01,N,O,1997-03-22,1997-02-09,1997-04-20,NONE,slyly final instructions use among the
9153,1485,3,2,29.00,40207.92,0.00,0.08,N,O,1997-07-27,1997-08-22,1997-08-03,DELIVER IN PERSON,e quickly express f
9154,1403,43,6,40.00,52176.00,0.03,0.02,N,O,1997-06-24,1997-09-03,1997-07-24,COLLECT COD,g the braids
9217,93,19,4,37.00,36744.33,0.01,0.01,N,O,1997-06-21,1997-07-14,1997-07-21,DELIVER IN PERSON,"nal, even sauternes. doggedly e"
9223,721,18,1,5.00,8108.60,0.08,0.08,N,O,1997-10-24,1997-09-22,1997-11-06,NONE,sts are around the
9223,1016,87,2,37.00,33929.37,0.08,0.08,N,O,1997-11-10,1997-10-31,1997-11-28,DELIVER IN PERSON,s asymptotes play carefully slyly
9223,1071,72,6,16.00,15553.12,0.02,0.00,N,O,1997-09-27,1997-10-12,1997-10-04,TAKE BACK RETURN,accounts.
9349,948,51,4,35.00,64712.90,0.06,0.04,N,O,1997-09-25,1997-10-28,1997-10-08,NONE,rate slyly. blithely ironic a
9376,465,53,5,13.00,17750.98,0.02,0.06,N,O,1997-11-17,1997-09-21,1997-12-02,COLLECT COD,hinly about th
9410,1379,80,3,8.00,10242.96,0.07,0.04,N,O,1997-10-10,1997-10-04,1997-11-01,COLLECT COD,ccounts. ironic
9441,1779,6,1,2.00,3361.54,0.08,0.04,N,O,1997-08-25,1997-09-16,1997-09-03,TAKE BACK RETURN,accounts might are
9475,1115,16,1,3.00,3048.33,0.00,0.07,N,O,1997-01-12,1997-01-08,1997-01-16,TAKE BACK RETURN,into beans. blithe warthogs nag i
9510,504,65,2,24.00,33708.00,0.10,0.01,N,O,1997-02-04,1997-02-12,1997-02-05,COLLECT COD,c requests doze along the dependencies. f
9536,1627,69,1,23.00,35158.26,0.00,0.03,N,O,1997-09-14,1997-11-09,1997-09-20,TAKE BACK RETURN,. carefully special deposits wake carefully
9730,1269,81,4,50.00,58513.00,0.10,0.02,N,O,1997-04-06,1997-06-02,1997-04-17,NONE,ly ironic asymptotes are quickly
9830,1575,56,1,26.00,38390.82,0.00,0.06,N,O,1997-12-01,1997-10-09,1997-12-22,DELIVER IN PERSON,deposits poach furiously
9924,803,3,1,2.00,3407.60,0.04,0.01,N,O,1997-09-05,1997-06-15,1997-09-18,COLLECT COD,y silently pending req
10116,160,87,4,31.00,32864.96,0.02,0.07,N,O,1997-06-09,1997-04-29,1997-06-17,TAKE BACK RETURN,bold asymptotes above the deposits sle
10211,470,100,1,44.00,60300.68,0.09,0.06,N,O,1997-10-07,1997-09-11,1997-10-22,DELIVER IN PERSON,against the carefully final pack
10241,416,4,1,27.00,35543.07,0.06,0.02,N,O,1997-12-01,1997-12-06,1997-12-22,DELIVER IN PERSON,lthy packages cajole
10241,90,66,2,20.00,19801.80,0.02,0.05,N,O,1997-10-21,1997-10-30,1997-11-11,TAKE BACK RETURN,express shea
10275,1674,57,2,36.00,56724.12,0.02,0.06,N,O,1997-07-12,1997-08-08,1997-07-24,TAKE BACK RETURN,gular requests agains
10375,779,12,1,7.00,11758.39,0.00,0.03,N,O,1997-04-10,1997-03-10,1997-04-18,TAKE BACK RETURN,ages. pending accounts haggle behind t
10375,59,35,2,23.00,22058.15,0.06,0.05,N,O,1997-02-08,1997-03-20,1997-02-20,TAKE BACK RETURN,ans wake furiously accounts. e
10465,1475,54,7,17.00,23399.99,0.04,0.04,N,O,1997-05-30,1997-07-09,1997-06-13,COLLECT COD,furiously s
10561,1737,64,5,31.00,50800.63,0.08,0.08,N,O,1997-06-06,1997-06-13,1997-06-30,NONE,final pinto
10596,1631,73,1,42.00,64370.46,0.10,0.03,N,O,1997-05-31,1997-06-04,1997-06-06,TAKE BACK RETURN,cial excuses poac
10599,107,86,1,42.00,42298.20,0.02,0.07,N,O,1997-08-11,1997-08-26,1997-08-31,TAKE BACK RETURN,"special pinto beans. silent, final p"
10787,668,69,1,29.00,45491.14,0.00,0.04,N,O,1997-05-01,1997-04-01,1997-05-08,NONE,nal deposits. careful
10848,692,55,1,41.00,65300.29,0.01,0.04,N,O,1997-01-31,1996-12-28,1997-02-12,TAKE BACK RETURN,ress accounts.
10849,216,71,1,33.00,36834.93,0.01,0.06,N,O,1997-05-08,1997-03-03,1997-05-20,COLLECT COD,st the final
10855,1521,22,6,8.00,11380.16,0.07,0.05,N,O,1997-08-09,1997-09-17,1997-08-26,TAKE BACK RETURN,slyly final packages are blithely acr
10946,1725,10,5,48.00,78082.56,0.06,0.03,N,O,1997-05-10,1997-05-20,1997-06-04,TAKE BACK RETURN,egular mul
11009,1667,68,2,6.00,9411.96,0.00,0.08,N,O,1997-04-06,1997-04-21,1997-04-24,TAKE BACK RETURN,mptotes: i
11041,185,86,2,10.00,10851.80,0.10,0.06,N,O,1997-05-30,1997-05-29,1997-06-27,COLLECT COD,"detect final, unusual ins"
11046,489,19,2,33.00,45852.84,0.07,0.05,N,O,1997-10-06,1997-08-23,1997-10-22,TAKE BACK RETURN,quests cajole furi
11046,1318,57,3,45.00,54868.95,0.02,0.02,N,O,1997-08-03,1997-07-21,1997-08-21,TAKE BACK RETURN,". regular, special deposits x-ray. bold,"
11140,1858,59,1,25.00,43996.25,0.06,0.02,N,O,1997-10-25,1997-09-30,1997-10-28,TAKE BACK RETURN,ly pending requests grow atop
11140,1173,82,3,9.00,9667.53,0.08,0.03,N,O,1997-10-07,1997-08-28,1997-10-14,DELIVER IN PERSON,"ely ironic excuses! careful, bold ins"
11140,775,40,6,13.00,21785.01,0.10,0.01,N,O,1997-10-30,1997-10-09,1997-11-13,DELIVER IN PERSON,e quickly ruthless
11142,1855,99,7,44.00,77301.40,0.04,0.01,N,O,1997-11-17,1997-12-06,1997-11-29,TAKE BACK RETURN,essly slyly ironic deposits.
11200,294,22,1,36.00,42994.44,0.10,0.01,N,O,1997-04-14,1997-04-04,1997-04-18,COLLECT COD,usy ideas. packages wake fu
11334,141,20,4,38.00,39563.32,0.03,0.06,N,O,1997-10-07,1997-09-10,1997-11-04,NONE,ecial deposits. carefully
11395,201,29,3,9.00,9910.80,0.06,0.05,N,O,1997-09-13,1997-10-01,1997-10-13,COLLECT COD,sual pinto beans sleep. pinto bea
11492,1461,40,3,48.00,65398.08,0.08,0.02,N,O,1997-04-15,1997-04-15,1997-05-08,DELIVER IN PERSON,ernes wake closely after the carefully ir
11494,763,60,2,2.00,3327.52,0.07,0.02,N,O,1997-08-07,1997-10-17,1997-08-25,TAKE BACK RETURN,es. final depend
11525,595,86,2,32.00,47858.88,0.00,0.02,N,O,1997-06-16,1997-05-19,1997-07-03,DELIVER IN PERSON,packages haggle carefully. carefully perman
11525,366,95,3,5.00,6331.80,0.03,0.07,N,O,1997-07-12,1997-05-23,1997-08-07,NONE,lly bold ideas. carefu
11653,455,43,2,25.00,33886.25,0.07,0.01,N,O,1997-09-27,1997-09-25,1997-10-26,TAKE BACK RETURN,carefully pending d
11750,1434,74,1,23.00,30714.89,0.07,0.08,N,O,1997-04-21,1997-04-21,1997-04-25,COLLECT COD,ss ideas nag carefully. quick
11750,1489,7,2,21.00,29200.08,0.06,0.06,N,O,1997-06-09,1997-05-18,1997-06-19,DELIVER IN PERSON,special requests u
11778,1066,2,3,47.00,45451.82,0.05,0.02,N,O,1997-05-20,1997-06-05,1997-05-31,DELIVER IN PERSON,furiously after the blithely final
11845,1882,26,4,13.00,23190.44,0.03,0.05,N,O,1997-06-14,1997-05-26,1997-07-05,TAKE BACK RETURN,urts. furiously regular requests x-ray. p
11905,1227,65,1,27.00,30461.94,0.05,0.01,N,O,1997-08-19,1997-08-11,1997-09-17,NONE,gle furiously. bold foxes
11906,1280,55,3,35.00,41344.80,0.09,0.00,N,O,1997-01-14,1997-02-08,1997-01-24,TAKE BACK RETURN,ully regular pinto bean
12032,1477,17,3,1.00,1378.47,0.04,0.07,N,O,1997-11-18,1997-10-18,1997-11-27,DELIVER IN PERSON,bold instr
12032,877,11,4,10.00,17778.70,0.09,0.00,N,O,1997-08-25,1997-11-08,1997-09-10,TAKE BACK RETURN,s are furiously after the fl
12035,602,3,3,7.00,10518.20,0.04,0.05,N,O,1996-12-31,1997-01-17,1997-01-03,NONE,. furiously even gifts ha
12161,678,72,5,42.00,66304.14,0.10,0.01,N,O,1997-03-24,1997-05-27,1997-04-11,DELIVER IN PERSON,boost blith
12163,1046,17,2,39.00,36934.56,0.08,0.00,N,O,1997-09-28,1997-09-23,1997-10-04,TAKE BACK RETURN,olites. furious
12225,566,97,2,29.00,42530.24,0.08,0.05,N,O,1997-03-14,1997-03-06,1997-03-19,NONE,y special requests cajole quickly a
12225,288,89,5,36.00,42778.08,0.10,0.04,N,O,1997-03-06,1997-03-02,1997-03-19,TAKE BACK RETURN,r ideas. car
12231,640,72,2,17.00,26190.88,0.07,0.01,N,O,1997-11-22,1997-10-27,1997-12-22,DELIVER IN PERSON,"ecial theodolites against the final, silen"
12231,1421,61,3,16.00,21158.72,0.09,0.04,N,O,1997-09-25,1997-09-07,1997-10-02,TAKE BACK RETURN,e above the even
12231,1092,28,4,35.00,34758.15,0.05,0.07,N,O,1997-11-16,1997-08-29,1997-12-12,TAKE BACK RETURN,sts boost fluffily
12288,624,87,2,13.00,19820.06,0.04,0.04,N,O,1996-12-26,1996-12-06,1997-01-09,TAKE BACK RETURN,packages wake furiou
12354,1726,69,1,18.00,29298.96,0.04,0.07,N,O,1997-02-07,1997-03-16,1997-03-05,TAKE BACK RETURN,ross the quickly i
12388,1196,5,3,15.00,16457.85,0.04,0.08,N,O,1997-11-17,1998-01-12,1997-12-15,COLLECT COD,regular accounts use. idle packa
12513,254,82,1,31.00,35781.75,0.07,0.02,N,O,1997-11-18,1997-10-14,1997-12-18,NONE,tegrate furious
12548,313,14,2,31.00,37612.61,0.10,0.07,N,O,1997-12-13,1998-02-08,1997-12-25,COLLECT COD,blithely. ironic accounts cajole. quickly
12835,1577,98,7,28.00,41399.96,0.07,0.00,N,O,1997-05-20,1997-04-17,1997-06-01,DELIVER IN PERSON,eans nag slyly stealthy instruc
12896,1804,48,3,42.00,71643.60,0.09,0.07,N,O,1996-12-26,1997-02-03,1997-01-04,COLLECT COD,equests. furiously
12932,771,68,3,5.00,8358.85,0.02,0.02,N,O,1997-09-07,1997-10-15,1997-09-26,NONE,kly? dependencies above the slyly expres
13029,821,21,3,39.00,67150.98,0.10,0.01,N,O,1997-12-04,1998-01-14,1997-12-26,NONE,deas wake blithely blithely final
13059,413,14,1,22.00,28895.02,0.01,0.01,N,O,1997-07-20,1997-06-30,1997-08-04,DELIVER IN PERSON,excuses. fur
13060,1216,54,5,36.00,40219.56,0.05,0.01,N,O,1997-04-19,1997-03-10,1997-04-26,COLLECT COD,"eans poach ironic, express"
13063,1541,22,6,45.00,64914.30,0.04,0.03,N,O,1997-04-24,1997-03-10,1997-05-20,TAKE BACK RETURN,f the pinto beans cajole caref
13185,1149,50,6,30.00,31504.20,0.01,0.06,N,O,1997-09-23,1997-10-08,1997-09-27,NONE,ickly furious pinto beans affix furious
13185,1237,12,7,40.00,45529.20,0.08,0.05,N,O,1997-10-12,1997-08-21,1997-10-14,COLLECT COD,accounts mold sl
13217,461,91,1,50.00,68073.00,0.07,0.06,N,O,1997-09-27,1997-11-11,1997-10-21,NONE,ully ironic foxes at
13219,949,50,3,29.00,53648.26,0.00,0.06,N,O,1997-11-02,1997-12-08,1997-11-30,TAKE BACK RETURN,heodolites. carefully even accou
13222,1424,42,1,20.00,26508.40,0.06,0.07,N,O,1997-07-29,1997-06-10,1997-08-24,COLLECT COD,uickly pending requests wake
13222,147,74,2,10.00,10471.40,0.07,0.00,N,O,1997-06-17,1997-07-12,1997-07-14,TAKE BACK RETURN,its haggle furiously perma
13249,1489,68,2,24.00,33371.52,0.08,0.01,N,O,1997-08-14,1997-10-02,1997-08-18,COLLECT COD,"al, express packages haggle. sl"
13249,551,42,4,26.00,37740.30,0.04,0.00,N,O,1997-10-20,1997-08-19,1997-10-21,COLLECT COD,the sheaves hinder al
13250,1871,58,3,37.00,65596.19,0.09,0.07,N,O,1997-09-12,1997-09-29,1997-09-24,NONE,"express, final pl"
13251,204,32,2,14.00,15458.80,0.02,0.06,N,O,1997-05-20,1997-06-03,1997-05-21,DELIVER IN PERSON,ly ironic pinto
13287,1231,69,7,18.00,20380.14,0.05,0.01,N,O,1997-06-25,1997-05-14,1997-07-25,COLLECT COD,ctions. regular theodolites solv
13318,1113,86,6,16.00,16225.76,0.06,0.07,N,O,1997-07-15,1997-08-11,1997-07-19,DELIVER IN PERSON,g requests are after the specia
13344,325,10,2,5.00,6126.60,0.00,0.06,N,O,1997-04-05,1997-05-19,1997-04-17,DELIVER IN PERSON,", even deposits. sly de"
13474,697,98,1,20.00,31953.80,0.04,0.04,N,O,1997-06-13,1997-07-09,1997-06-18,DELIVER IN PERSON,posits boost fluff
13474,276,77,3,30.00,35288.10,0.09,0.07,N,O,1997-07-11,1997-07-10,1997-07-24,NONE,y unusual deposits. slyly regular excuse
13505,127,80,2,22.00,22596.64,0.03,0.08,N,O,1997-08-14,1997-07-05,1997-08-31,DELIVER IN PERSON,usly above the carefully regular platelets
13508,1696,79,1,2.00,3195.38,0.10,0.03,N,O,1997-07-18,1997-07-15,1997-07-24,TAKE BACK RETURN,fluffily iron
13573,1670,12,3,7.00,11001.69,0.09,0.06,N,O,1997-06-24,1997-06-21,1997-06-27,COLLECT COD,the carefully quiet accounts. carefully ir
13639,1017,53,1,34.00,31212.34,0.05,0.01,N,O,1997-09-25,1997-08-18,1997-10-05,DELIVER IN PERSON,uickly furiously final p
13696,226,27,1,30.00,33786.60,0.00,0.00,N,O,1997-12-01,1997-11-01,1997-12-31,COLLECT COD,ngly carefully express hock
13703,1635,36,2,20.00,30732.60,0.02,0.02,N,O,1997-03-14,1997-03-15,1997-04-09,DELIVER IN PERSON,ding requests nag carefully slow excuses.
13763,1612,36,2,48.00,72653.28,0.03,0.08,N,O,1997-10-19,1997-08-15,1997-11-18,COLLECT COD,st carefully about the carefully even pa
13797,670,64,1,34.00,53402.78,0.02,0.02,N,O,1996-12-14,1996-11-02,1997-01-08,NONE,as above the carefully expr
13856,604,98,2,8.00,12036.80,0.01,0.07,N,O,1997-12-09,1998-01-14,1997-12-23,COLLECT COD,ding to the slyly ironic
13862,564,55,1,39.00,57117.84,0.08,0.08,N,O,1997-11-22,1997-10-28,1997-12-03,TAKE BACK RETURN,beans nag blithel
14050,1709,36,6,21.00,33824.70,0.06,0.01,N,O,1997-09-07,1997-10-06,1997-09-29,TAKE BACK RETURN,the furiously ex
14087,37,13,3,50.00,46851.50,0.08,0.00,N,O,1997-06-02,1997-05-11,1997-06-08,NONE,theodolites hag
14145,1388,27,1,45.00,58022.10,0.02,0.05,N,O,1997-06-13,1997-06-19,1997-06-20,DELIVER IN PERSON,ously furiously even deposits. c
14151,21,22,2,36.00,33156.72,0.01,0.04,N,O,1997-09-30,1997-08-26,1997-10-03,TAKE BACK RETURN,furiously
14179,968,37,2,30.00,56068.80,0.00,0.08,N,O,1997-11-19,1997-12-02,1997-11-20,NONE,ly furiously pending f
14179,1091,97,5,46.00,45636.14,0.00,0.03,N,O,1997-10-15,1997-10-13,1997-10-29,TAKE BACK RETURN,carefully abo
14179,255,56,6,46.00,53141.50,0.00,0.04,N,O,1997-10-04,1997-10-08,1997-10-25,DELIVER IN PERSON,the bold instructions ha
14180,567,98,1,24.00,35221.44,0.00,0.05,N,O,1997-09-08,1997-07-19,1997-09-23,NONE,ly. furiously regular accounts ea
14183,1846,47,1,4.00,6991.36,0.09,0.01,N,O,1997-05-02,1997-05-18,1997-05-10,COLLECT COD,regular theodolites detect carefull
14214,1227,65,3,29.00,32718.38,0.07,0.06,N,O,1997-11-23,1997-10-10,1997-12-06,NONE,s boost daringly about the special
14214,1295,70,4,36.00,43066.44,0.09,0.07,N,O,1997-09-24,1997-09-20,1997-10-23,TAKE BACK RETURN,pecial excuses wake
14370,579,70,4,12.00,17754.84,0.00,0.01,N,O,1997-07-22,1997-06-03,1997-07-26,COLLECT COD,packages. unusual depos
14404,1452,92,3,31.00,41956.95,0.03,0.05,N,O,1997-01-22,1996-12-15,1997-02-18,TAKE BACK RETURN,ways theodolites. sl
14469,741,74,1,19.00,31193.06,0.08,0.07,N,O,1997-06-02,1997-04-23,1997-07-01,NONE,after the stealthily regular somas ar
14566,1906,95,4,28.00,50621.20,0.07,0.04,N,O,1997-01-25,1997-01-06,1997-02-05,DELIVER IN PERSON,foxes boost furiously b
14567,99,75,3,7.00,6993.63,0.09,0.02,N,O,1997-01-02,1996-11-18,1997-01-21,DELIVER IN PERSON,ites among
14626,128,81,4,41.00,42152.92,0.07,0.02,N,O,1997-08-14,1997-09-27,1997-08-18,COLLECT COD,tions affix slyly quick
14723,286,14,1,34.00,40333.52,0.02,0.02,N,O,1997-01-16,1997-03-17,1997-02-10,COLLECT COD,sleep slyly.
14753,615,47,2,2.00,3031.22,0.08,0.06,N,O,1997-04-11,1997-03-31,1997-05-03,NONE,long the carefully final
14882,1395,10,1,35.00,45373.65,0.08,0.01,N,O,1997-05-26,1997-03-22,1997-06-25,DELIVER IN PERSON,ial requests ca
15046,1469,48,4,43.00,58929.78,0.03,0.06,N,O,1997-10-11,1997-11-09,1997-10-21,NONE,o the even instructions! blithely i
15072,1558,79,5,41.00,59841.55,0.05,0.06,N,O,1997-06-26,1997-04-17,1997-07-25,DELIVER IN PERSON,s Tiresias sleep. quic
15077,275,76,5,19.00,22330.13,0.05,0.05,N,O,1997-08-19,1997-07-23,1997-08-28,COLLECT COD,bout the slyly express p
15140,1929,62,4,12.00,21971.04,0.08,0.05,N,O,1997-02-16,1996-12-02,1997-03-04,TAKE BACK RETURN,"ts integrate after the bold, iro"
15238,1777,62,1,17.00,28539.09,0.05,0.04,N,O,1997-04-27,1997-06-01,1997-05-07,DELIVER IN PERSON,eans. quiet pint
15328,992,27,1,23.00,43538.77,0.03,0.06,N,O,1997-01-11,1997-03-19,1997-02-07,COLLECT COD,"nt, special requests haggle pinto beans."
15328,169,96,2,24.00,25659.84,0.01,0.08,N,O,1997-02-24,1997-02-17,1997-03-07,DELIVER IN PERSON,kly regular foxes about the slyly
15331,440,41,1,49.00,65681.56,0.00,0.08,N,O,1997-10-09,1997-10-02,1997-10-17,COLLECT COD,osits alongside of the
15331,815,82,2,21.00,36032.01,0.06,0.05,N,O,1997-09-15,1997-09-18,1997-10-09,DELIVER IN PERSON,"ven, ironic excuses about the packages"
15363,428,29,4,13.00,17269.46,0.02,0.01,N,O,1997-09-28,1997-09-11,1997-10-21,COLLECT COD,foxes sleep fi
15429,691,23,3,46.00,73217.74,0.09,0.04,N,O,1997-05-20,1997-04-23,1997-06-04,COLLECT COD,deas do wake. f
15460,897,97,1,11.00,19776.79,0.01,0.04,N,O,1997-08-08,1997-08-02,1997-08-26,COLLECT COD,xpress package
15488,1388,27,1,12.00,15472.56,0.03,0.01,N,O,1997-03-23,1997-05-01,1997-03-26,TAKE BACK RETURN,ly bold accounts. dependencies cajo
15520,1896,26,1,42.00,75511.38,0.09,0.06,N,O,1997-11-07,1997-10-02,1997-11-29,TAKE BACK RETURN,s at the final request
15520,1956,89,4,1.00,1857.95,0.09,0.08,N,O,1997-10-12,1997-11-07,1997-10-25,NONE,es. fluffily bold deposits boost furiously
15520,437,38,6,44.00,58846.92,0.04,0.07,N,O,1997-10-13,1997-10-20,1997-11-06,DELIVER IN PERSON,uriously blithely final dependen
15558,1904,37,2,22.00,39729.80,0.03,0.06,N,O,1997-10-31,1998-01-02,1997-11-23,DELIVER IN PERSON,beneath the deposits. regularly
15587,44,70,4,38.00,35873.52,0.10,0.08,N,O,1997-05-02,1997-05-16,1997-05-18,COLLECT COD,deposits! furious
15587,1352,53,6,34.00,42613.90,0.09,0.08,N,O,1997-06-04,1997-05-27,1997-07-04,NONE,regular dependencies h
15587,1268,69,7,39.00,45601.14,0.08,0.08,N,O,1997-04-16,1997-05-25,1997-05-13,NONE,s. slyly ironic pinto beans
15590,171,50,1,12.00,12854.04,0.00,0.02,N,O,1997-08-22,1997-09-05,1997-08-29,DELIVER IN PERSON,ly regular accounts. slyly
15879,1397,98,2,44.00,57129.16,0.02,0.06,N,O,1997-08-09,1997-09-06,1997-08-18,COLLECT COD,ickly pending packages ru
15909,985,20,3,39.00,73553.22,0.10,0.04,N,O,1997-02-21,1997-01-24,1997-03-18,DELIVER IN PERSON,y close accounts boost
15910,1771,72,3,30.00,50183.10,0.04,0.04,N,O,1997-11-08,1997-09-27,1997-12-07,TAKE BACK RETURN,ts sleep. furiously furious packages
15939,177,78,2,29.00,31237.93,0.00,0.01,N,O,1997-05-26,1997-03-11,1997-06-17,DELIVER IN PERSON,s. slyly unusual depo
15939,674,37,3,23.00,36217.41,0.08,0.01,N,O,1997-05-26,1997-05-02,1997-05-31,DELIVER IN PERSON,e. ironic requests boost account
15939,1666,67,5,19.00,29785.54,0.05,0.00,N,O,1997-06-06,1997-05-04,1997-06-11,NONE,ages use blithe
16004,889,23,1,26.00,46536.88,0.04,0.05,N,O,1997-05-03,1997-03-13,1997-05-10,NONE,ly bold packages unwind within the slyl
16034,179,6,2,37.00,39929.29,0.01,0.08,N,O,1997-10-05,1997-09-15,1997-10-24,COLLECT COD,deposits haggle bravely about the t
16067,1706,7,5,13.00,20900.10,0.08,0.01,N,O,1997-01-19,1996-10-30,1997-02-07,NONE,ar accounts.
16192,150,51,1,30.00,31504.50,0.04,0.04,N,O,1997-08-15,1997-08-07,1997-09-02,DELIVER IN PERSON,the tithes
16226,450,80,1,41.00,55368.45,0.06,0.06,N,O,1997-02-01,1997-03-02,1997-02-06,COLLECT COD,ual packages above the slyly even
16228,1829,73,4,35.00,60578.70,0.01,0.00,N,O,1997-12-12,1997-12-22,1997-12-15,NONE,se furiously fluffily silent a
16263,1986,87,5,23.00,43423.54,0.00,0.07,N,O,1997-11-13,1997-12-18,1997-11-28,TAKE BACK RETURN,luffily fluffily final accounts.
16293,179,32,1,37.00,39929.29,0.03,0.06,N,O,1997-10-19,1997-10-10,1997-10-29,DELIVER IN PERSON,sly even accounts. care
16293,1870,71,3,26.00,46068.62,0.03,0.05,N,O,1997-10-01,1997-10-09,1997-10-22,DELIVER IN PERSON,accounts haggle across the iro
16293,635,29,4,9.00,13820.67,0.10,0.01,N,O,1997-12-12,1997-11-04,1997-12-19,DELIVER IN PERSON,inal accounts haggle according to the c
16354,572,3,4,21.00,30923.97,0.07,0.04,N,O,1997-11-18,1997-10-28,1997-11-25,DELIVER IN PERSON,s. furious
16386,880,81,4,3.00,5342.64,0.08,0.04,N,O,1997-01-26,1997-03-10,1997-02-24,COLLECT COD,final instructions. furious
16391,186,87,1,20.00,21723.60,0.05,0.04,N,O,1997-04-12,1997-03-24,1997-04-25,TAKE BACK RETURN,ess pinto beans are furiously
16391,1489,7,5,36.00,50057.28,0.08,0.04,N,O,1997-02-17,1997-04-08,1997-02-27,DELIVER IN PERSON,beans. thinl
16417,903,4,4,26.00,46901.40,0.08,0.04,N,O,1997-05-18,1997-05-12,1997-06-17,NONE,nal deposits. blithel
16483,1921,66,1,19.00,34635.48,0.00,0.03,N,O,1997-02-18,1996-12-12,1997-03-08,DELIVER IN PERSON,requests. c
16577,1434,52,4,46.00,61429.78,0.01,0.07,N,O,1997-05-06,1997-03-24,1997-05-19,NONE,y pending requests. pending req
16609,39,65,1,49.00,46012.47,0.09,0.07,N,O,1997-02-27,1997-01-19,1997-03-20,DELIVER IN PERSON,ding to the accounts-- quickly ev
16615,725,90,3,19.00,30888.68,0.06,0.03,N,O,1997-04-08,1997-05-08,1997-04-27,NONE,yly ironic ideas. furiously blithe accoun
16739,105,84,3,6.00,6030.60,0.09,0.08,N,O,1997-04-07,1997-05-01,1997-04-22,COLLECT COD,p regularly regular theodolites. slyly r
16769,1111,84,5,7.00,7084.77,0.00,0.04,N,O,1997-10-29,1997-11-12,1997-11-19,TAKE BACK RETURN,about the fluffil
16903,884,85,5,16.00,28558.08,0.07,0.01,N,O,1997-08-15,1997-09-13,1997-09-03,DELIVER IN PERSON,"c, final frays."
16903,751,48,6,42.00,69373.50,0.09,0.07,N,O,1997-08-27,1997-10-25,1997-09-12,COLLECT COD,fully ironic theodolites sleep furiousl
16903,653,85,7,25.00,38841.25,0.07,0.07,N,O,1997-08-22,1997-10-05,1997-08-26,DELIVER IN PERSON,r foxes. even deposits sleep fluffily
16965,1618,19,1,40.00,60784.40,0.04,0.04,N,O,1997-04-01,1997-02-21,1997-04-21,NONE,ular accounts are quickl
16965,1663,46,5,47.00,73539.02,0.03,0.08,N,O,1997-01-12,1997-03-01,1997-02-06,DELIVER IN PERSON,es. busy escapades can lose carefull
17030,38,14,6,31.00,29078.93,0.08,0.03,N,O,1997-10-11,1997-10-01,1997-11-06,COLLECT COD,furiously sp
17092,272,54,7,29.00,33995.83,0.02,0.04,N,O,1997-01-22,1996-11-04,1997-02-16,DELIVER IN PERSON,s. requests sleep against the somas. de
17095,1987,32,2,6.00,11333.88,0.08,0.08,N,O,1997-08-21,1997-10-07,1997-09-07,NONE,silent dolphins kindle final acc
17095,1307,22,5,21.00,25374.30,0.08,0.04,N,O,1997-11-25,1997-11-02,1997-12-10,NONE,ructions boost quickly even accounts.
17477,1443,61,2,41.00,55122.04,0.06,0.02,N,O,1997-03-07,1997-04-06,1997-03-08,TAKE BACK RETURN,oost according to the caref
17477,84,85,3,17.00,16729.36,0.09,0.00,N,O,1997-05-09,1997-05-03,1997-05-30,NONE,arthogs use slyly carefully blithe idea
17478,34,85,3,15.00,14010.45,0.08,0.02,N,O,1997-01-03,1997-02-14,1997-01-31,DELIVER IN PERSON,"ly final gifts. pending, unusual reque"
17569,1813,43,2,4.00,6859.24,0.00,0.00,N,O,1997-08-15,1997-09-04,1997-09-04,TAKE BACK RETURN,ress requests are slyl
17569,1693,17,6,13.00,20730.97,0.03,0.02,N,O,1997-10-03,1997-09-03,1997-10-05,COLLECT COD,ickly final frays.
17569,1232,44,7,35.00,39663.05,0.06,0.03,N,O,1997-07-28,1997-08-30,1997-08-01,DELIVER IN PERSON,e slyly. furiously even accounts sleep fu
17639,1122,31,1,28.00,28647.36,0.01,0.06,N,O,1997-11-29,1997-11-03,1997-12-16,COLLECT COD,ly ironic d
17699,1698,22,2,48.00,76785.12,0.02,0.06,N,O,1997-11-20,1997-12-03,1997-12-09,COLLECT COD,regular reques
17699,405,93,5,32.00,41772.80,0.07,0.00,N,O,1997-12-12,1997-12-08,1997-12-25,TAKE BACK RETURN,furiously across th
17763,1823,24,2,30.00,51744.60,0.10,0.06,N,O,1997-07-02,1997-07-26,1997-07-13,DELIVER IN PERSON,lly quickly silen
17857,1527,68,3,6.00,8571.12,0.07,0.06,N,O,1997-07-26,1997-08-21,1997-08-25,DELIVER IN PERSON,ing platelets cajole slyly after
17857,1791,92,6,28.00,47398.12,0.01,0.02,N,O,1997-08-24,1997-08-04,1997-09-12,DELIVER IN PERSON,l have to wake. silen
17984,1348,87,6,21.00,26236.14,0.01,0.01,N,O,1997-09-16,1997-07-25,1997-10-03,NONE,l accounts
18081,807,41,2,5.00,8539.00,0.00,0.08,N,O,1997-01-11,1996-12-27,1997-02-05,TAKE BACK RETURN,ding ideas. final dep
