l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment,l_receipmonth
8357,564,55,1,42.0,61511.52,0.07,0.01,N,O,1997-12-03,1997-11-09,1997-12-11,COLLECT COD,AIR,ly ironic foxes against th,1997
8358,687,50,4,39.0,61919.52,0.04,0.06,N,O,1997-04-01,1997-03-08,1997-04-09,NONE,AIR,arefully alongside of the sauternes.,1997
8421,284,66,3,26.0,30791.28,0.04,0.07,N,O,1997-06-27,1997-04-22,1997-07-18,NONE,AIR,ests haggle furiously ,1997
8421,1761,4,7,42.0,69835.92,0.01,0.01,N,O,1997-04-02,1997-06-12,1997-04-26,NONE,AIR,y even foxes haggle slyly! accounts ,1997
8482,884,84,1,38.0,67825.44,0.01,0.01,N,O,1997-07-08,1997-05-07,1997-07-11,TAKE BACK RETURN,AIR,n accounts. fu,1997
8486,1016,52,4,15.0,13755.15,0.04,0.07,N,O,1997-01-23,1997-02-26,1997-02-17,DELIVER IN PERSON,AIR,cies wake. slyly fina,1997
8517,1054,25,3,17.0,16235.85,0.03,0.01,N,O,1997-06-29,1997-05-09,1997-07-20,NONE,AIR,l packages use carefully above,1997
8517,603,97,5,33.0,49618.8,0.06,0.06,N,O,1997-05-09,1997-04-26,1997-05-19,DELIVER IN PERSON,AIR,rding to the blithely e,1997
8579,1798,41,1,46.0,78190.34,0.03,0.02,N,O,1997-12-14,1997-10-31,1997-12-21,DELIVER IN PERSON,AIR,ely regular requests. slyly final do,1997
8579,1266,4,3,7.0,8170.82,0.01,0.07,N,O,1997-10-10,1997-11-28,1997-10-19,NONE,AIR,uriously ironic the,1997
8579,1031,67,4,44.0,41009.32,0.07,0.05,N,O,1997-11-07,1997-11-24,1997-11-16,NONE,AIR,the finally bold accounts. carefully even ,1997
8645,1604,28,1,23.0,34628.8,0.09,0.07,N,O,1997-02-25,1997-01-23,1997-03-14,NONE,AIR,al foxes nag slyly slyly pending,1997
8645,384,41,2,39.0,50090.82,0.07,0.02,N,O,1997-02-05,1996-11-28,1997-02-13,COLLECT COD,AIR,fily even platelets integrate carefully sl,1997
8769,1995,96,1,12.0,22763.88,0.09,0.02,N,O,1997-06-15,1997-07-29,1997-07-05,TAKE BACK RETURN,AIR,o beans affix furiou,1997
8837,1924,25,1,34.0,62081.28,0.07,0.04,N,O,1997-05-19,1997-05-09,1997-05-27,COLLECT COD,AIR,ch furiously unusual depende,1997
8838,1936,25,4,4.0,7351.72,0.04,0.0,N,O,1997-11-05,1997-11-29,1997-11-14,DELIVER IN PERSON,AIR,"ons? deposits above the special, final f",1997
8864,917,86,1,5.0,9089.55,0.01,0.04,N,O,1997-02-18,1997-04-26,1997-02-19,DELIVER IN PERSON,AIR,y regular theodolites sleep quic,1997
8867,470,29,6,25.0,34261.75,0.02,0.02,N,O,1997-02-26,1997-02-12,1997-03-17,NONE,AIR,yly grouches. carefully spec,1997
8897,586,47,1,37.0,55003.46,0.1,0.0,N,O,1997-09-30,1997-11-06,1997-10-14,COLLECT COD,AIR,beans. slyly ,1997
8897,1667,50,6,43.0,67452.38,0.0,0.02,N,O,1997-10-24,1997-11-08,1997-11-13,DELIVER IN PERSON,AIR,special accounts,1997
8929,1939,72,3,44.0,81000.92,0.08,0.02,N,O,1997-11-30,1997-12-03,1997-12-16,COLLECT COD,AIR,ual excuses across the courts nag slyl,1997
8934,661,24,1,11.0,17178.26,0.0,0.06,N,O,1997-01-01,1996-11-21,1997-01-25,COLLECT COD,AIR,ironic requests. carefully eve,1997
9154,1967,100,4,31.0,57937.76,0.0,0.0,N,O,1997-08-28,1997-07-29,1997-09-07,NONE,AIR,g. furiously pending foxes maintain f,1997
9217,1534,35,3,34.0,48808.02,0.04,0.05,N,O,1997-07-06,1997-08-14,1997-07-19,TAKE BACK RETURN,AIR,gular depo,1997
9223,1954,87,4,36.0,66814.2,0.03,0.04,N,O,1997-09-27,1997-10-19,1997-10-16,DELIVER IN PERSON,AIR, the final account,1997
9349,1208,83,6,29.0,32166.8,0.03,0.05,N,O,1997-09-28,1997-10-01,1997-10-25,COLLECT COD,AIR,ts integrate. furiously ironic excuses wa,1997
9349,729,26,7,20.0,32594.4,0.04,0.02,N,O,1997-10-18,1997-10-16,1997-10-22,DELIVER IN PERSON,AIR,ly regular theodolites doze perm,1997
9376,278,79,2,13.0,15317.51,0.08,0.01,N,O,1997-10-28,1997-09-12,1997-10-29,DELIVER IN PERSON,AIR,ly bold packages. fin,1997
9376,1232,7,3,18.0,20398.14,0.0,0.01,N,O,1997-10-15,1997-09-15,1997-11-07,COLLECT COD,AIR,beans nag acr,1997
9378,583,74,1,14.0,20770.12,0.05,0.01,N,O,1997-11-24,1997-12-22,1997-12-03,COLLECT COD,AIR, blithely regular accounts cajole furio,1997
9410,565,96,1,48.0,70346.88,0.03,0.06,N,O,1997-11-02,1997-09-19,1997-11-03,NONE,AIR,"l, final pint",1997
9443,1554,35,2,11.0,16011.05,0.06,0.08,N,O,1997-05-18,1997-06-27,1997-06-15,DELIVER IN PERSON,AIR,"r, even requests gro",1997
9443,552,43,4,50.0,72627.5,0.04,0.01,N,O,1997-08-14,1997-06-07,1997-09-09,TAKE BACK RETURN,AIR,counts. instructions across the careful,1997
9443,1772,99,5,10.0,16737.7,0.09,0.07,N,O,1997-07-30,1997-07-14,1997-08-12,COLLECT COD,AIR,inally quickly final a,1997
9510,282,64,3,49.0,57931.72,0.02,0.05,N,O,1996-12-29,1997-01-06,1997-01-19,COLLECT COD,AIR,y pending pinto beans. deposits use ,1997
9569,404,63,1,44.0,57393.6,0.08,0.04,N,O,1997-11-30,1998-01-03,1997-12-19,TAKE BACK RETURN,AIR,"ronic, unusual accounts sleep ",1997
9636,145,98,1,47.0,49121.58,0.02,0.02,N,O,1997-02-05,1997-03-31,1997-02-26,TAKE BACK RETURN,AIR,telets. furiously regular i,1997
9730,1137,10,3,29.0,30105.77,0.03,0.05,N,O,1997-03-24,1997-05-24,1997-03-26,COLLECT COD,AIR, integrate blithely re,1997
9735,1081,87,1,1.0,982.08,0.1,0.08,N,O,1997-10-24,1997-08-05,1997-11-19,NONE,AIR,er the carefully bol,1997
9735,634,66,4,22.0,33761.86,0.06,0.03,N,O,1997-07-23,1997-08-29,1997-08-17,COLLECT COD,AIR,y. bravely iron,1997
9735,898,65,5,26.0,46771.14,0.08,0.02,N,O,1997-08-23,1997-08-27,1997-09-05,NONE,AIR,uriously above the quickly iro,1997
9830,835,2,4,19.0,32980.77,0.03,0.04,N,O,1997-11-16,1997-10-10,1997-11-21,COLLECT COD,AIR,"the unusual, regular foxes cajole packag",1997
9924,562,93,4,27.0,39489.12,0.0,0.0,N,O,1997-06-17,1997-06-19,1997-07-16,COLLECT COD,AIR,", express packages since the daringly sly ",1997
10049,1656,39,2,34.0,52960.1,0.04,0.07,N,O,1997-08-27,1997-10-05,1997-09-07,DELIVER IN PERSON,AIR,onic packages wake at the carefu,1997
10084,954,57,1,3.0,5564.85,0.09,0.05,N,O,1997-09-07,1997-09-18,1997-09-22,NONE,AIR,ously even depos,1997
10211,90,66,5,42.0,41583.78,0.08,0.02,N,O,1997-10-30,1997-10-02,1997-11-08,DELIVER IN PERSON,AIR,quickly even instructions use q,1997
10246,1532,33,2,13.0,18635.89,0.1,0.06,N,O,1997-08-24,1997-07-21,1997-09-03,NONE,AIR,are slyly along the carefully ir,1997
10275,1707,8,1,12.0,19304.4,0.0,0.01,N,O,1997-08-31,1997-08-14,1997-09-17,DELIVER IN PERSON,AIR,cording to the quickly re,1997
10375,1196,5,3,21.0,23040.99,0.05,0.01,N,O,1997-03-16,1997-03-10,1997-04-09,TAKE BACK RETURN,AIR,ies. unusual r,1997
10467,1338,53,3,26.0,32222.58,0.08,0.05,N,O,1997-05-13,1997-05-15,1997-05-19,NONE,AIR,even deposits alon,1997
10560,1386,63,2,49.0,63081.62,0.07,0.06,N,O,1997-11-27,1997-09-07,1997-12-25,DELIVER IN PERSON,AIR, quietly. quickly permanent packages caj,1997
10561,440,28,4,30.0,40213.2,0.01,0.04,N,O,1997-07-28,1997-07-26,1997-08-18,NONE,AIR,e accounts. furiously bold accounts s,1997
10565,1519,40,2,15.0,21307.65,0.07,0.04,N,O,1997-10-07,1997-11-04,1997-10-14,COLLECT COD,AIR,egular accounts are quickl,1997
10565,395,52,3,31.0,40157.09,0.01,0.05,N,O,1997-10-30,1997-10-17,1997-11-13,DELIVER IN PERSON,AIR,out the furi,1997
10758,1709,52,4,33.0,53153.1,0.03,0.04,N,O,1997-01-24,1996-12-28,1997-01-29,NONE,AIR,riously blithely regular dependen,1997
10787,1342,81,2,42.0,52220.28,0.06,0.02,N,O,1997-02-15,1997-05-05,1997-03-14,COLLECT COD,AIR,te furiously bold a,1997
10787,1977,66,7,28.0,52611.16,0.02,0.02,N,O,1997-04-30,1997-04-15,1997-05-06,NONE,AIR, slyly express escapades,1997
10788,509,100,1,22.0,31009.0,0.0,0.06,N,O,1997-04-18,1997-03-18,1997-05-01,NONE,AIR,lyly. final pinto ,1997
10788,535,26,3,26.0,37323.78,0.03,0.01,N,O,1997-03-06,1997-04-13,1997-03-28,NONE,AIR,osits. carefully final requests affix ,1997
10849,1585,66,4,50.0,74329.0,0.06,0.06,N,O,1997-02-01,1997-03-20,1997-02-24,NONE,AIR,ut the even requests boost ca,1997
10855,1408,48,7,41.0,53685.4,0.09,0.05,N,O,1997-09-21,1997-09-19,1997-10-04,COLLECT COD,AIR,uts. slyly unusual ,1997
10912,383,84,3,37.0,47485.06,0.02,0.08,N,O,1997-03-05,1997-03-23,1997-03-30,COLLECT COD,AIR,xpress requests. regular acco,1997
10946,1783,10,4,39.0,65706.42,0.01,0.07,N,O,1997-05-29,1997-05-25,1997-06-03,DELIVER IN PERSON,AIR, blithely regular depo,1997
10983,844,78,1,36.0,62814.24,0.07,0.04,N,O,1997-03-15,1997-03-12,1997-04-01,COLLECT COD,AIR,le even packages. blithely even idea,1997
11010,812,12,1,23.0,39394.63,0.08,0.07,N,O,1997-04-03,1997-06-20,1997-04-18,COLLECT COD,AIR,y express instructi,1997
11046,1044,50,5,4.0,3780.16,0.04,0.02,N,O,1997-09-08,1997-09-09,1997-10-06,NONE,AIR,packages against the fluff,1997
11046,1504,5,7,18.0,25299.0,0.08,0.02,N,O,1997-10-08,1997-09-09,1997-10-12,COLLECT COD,AIR,"t, ironic p",1997
11140,20,46,4,9.0,8280.18,0.07,0.01,N,O,1997-08-19,1997-09-06,1997-09-17,NONE,AIR,slyly carefully final packages. fu,1997
11140,1736,21,5,33.0,54045.09,0.02,0.0,N,O,1997-08-15,1997-09-28,1997-09-10,TAKE BACK RETURN,AIR,ckly. even theodolites,1997
11142,986,55,4,29.0,54722.42,0.01,0.06,N,O,1997-10-16,1997-11-04,1997-10-30,TAKE BACK RETURN,AIR, accounts dazzle accord,1997
11170,1720,63,3,4.0,6486.88,0.0,0.03,N,O,1997-09-29,1997-09-17,1997-10-24,COLLECT COD,AIR, the blithely even accounts wak,1997
11265,1831,32,1,24.0,41587.92,0.07,0.02,N,O,1997-07-09,1997-08-03,1997-07-20,TAKE BACK RETURN,AIR,ding orbits b,1997
11334,1945,78,2,35.0,64642.9,0.09,0.05,N,O,1997-10-08,1997-10-10,1997-10-14,NONE,AIR,ial deposits,1997
11334,920,89,5,33.0,60090.36,0.1,0.08,N,O,1997-09-18,1997-09-20,1997-10-18,NONE,AIR,ully regula,1997
11365,1505,26,4,17.0,23910.5,0.09,0.06,N,O,1997-10-30,1997-11-13,1997-11-20,COLLECT COD,AIR,s sleep slyly. slyly special packages ,1997
11395,322,23,1,24.0,29335.68,0.02,0.03,N,O,1997-10-28,1997-10-16,1997-10-31,DELIVER IN PERSON,AIR,nt packages nag bravely about the ide,1997
11395,1123,32,2,7.0,7168.84,0.04,0.08,N,O,1997-09-25,1997-10-26,1997-10-23,TAKE BACK RETURN,AIR,deposits. f,1997
11492,1095,1,2,46.0,45820.14,0.0,0.0,N,O,1997-06-13,1997-05-05,1997-07-05,NONE,AIR,carefully unusual pin,1997
11653,1914,59,3,27.0,49029.57,0.01,0.04,N,O,1997-10-26,1997-08-18,1997-11-17,TAKE BACK RETURN,AIR,c platelets use quickly abou,1997
11653,159,60,5,22.0,23301.3,0.07,0.0,N,O,1997-09-01,1997-08-31,1997-09-18,COLLECT COD,AIR,s are carefully pinto beans.,1997
11685,642,43,1,19.0,29310.16,0.08,0.04,N,O,1997-04-02,1997-04-22,1997-05-01,NONE,AIR,e slyly after t,1997
11685,1194,95,6,30.0,32855.7,0.03,0.06,N,O,1997-04-05,1997-06-13,1997-04-12,DELIVER IN PERSON,AIR,ests sleep caref,1997
11750,1919,52,3,31.0,56448.21,0.02,0.02,N,O,1997-06-27,1997-04-08,1997-07-09,TAKE BACK RETURN,AIR, blithely eve,1997
11844,481,69,1,5.0,6907.4,0.06,0.07,N,O,1997-04-06,1997-03-27,1997-04-24,NONE,AIR,le slyly. d,1997
11844,43,94,2,38.0,35835.52,0.09,0.08,N,O,1997-04-03,1997-02-27,1997-04-05,TAKE BACK RETURN,AIR,"final, even id",1997
11844,27,28,4,1.0,927.02,0.03,0.08,N,O,1997-01-21,1997-03-13,1997-02-17,NONE,AIR,ove the requests. carefully bold requests ,1997
11847,494,95,6,26.0,36256.74,0.07,0.06,N,O,1997-12-15,1997-11-07,1997-12-23,TAKE BACK RETURN,AIR,uests integrate after the silently bold,1997
12006,1011,17,1,37.0,33744.37,0.01,0.04,N,O,1997-06-20,1997-08-31,1997-07-05,TAKE BACK RETURN,AIR,riously iro,1997
12032,415,16,1,28.0,36831.48,0.05,0.03,N,O,1997-10-19,1997-10-13,1997-11-16,TAKE BACK RETURN,AIR,t the bold p,1997
12034,1673,56,1,33.0,51964.11,0.03,0.0,N,O,1997-01-22,1997-01-17,1997-02-12,DELIVER IN PERSON,AIR,the requests. regular courts ,1997
12128,268,50,1,22.0,25701.72,0.1,0.04,N,O,1997-08-30,1997-09-04,1997-09-01,DELIVER IN PERSON,AIR,p blithely fluffil,1997
12128,608,2,2,16.0,24137.6,0.07,0.03,N,O,1997-07-13,1997-08-19,1997-08-10,COLLECT COD,AIR,as. furiously ironic accounts about the c,1997
12161,1355,32,3,42.0,52766.7,0.09,0.02,N,O,1997-03-26,1997-04-28,1997-04-09,COLLECT COD,AIR,tes. furiously bold ,1997
12163,1653,54,3,32.0,49748.8,0.01,0.07,N,O,1997-08-10,1997-08-26,1997-08-18,TAKE BACK RETURN,AIR,es. blithely regular instructions ,1997
12195,1788,73,1,40.0,67591.2,0.04,0.0,N,O,1997-07-16,1997-06-09,1997-07-28,NONE,AIR,lites are slyly even requests. care,1997
12197,678,10,1,48.0,75776.16,0.08,0.05,N,O,1997-08-23,1997-09-23,1997-08-29,TAKE BACK RETURN,AIR,ts integrate. carefully even foxes ha,1997
12197,431,61,4,41.0,54588.63,0.01,0.03,N,O,1997-07-29,1997-08-27,1997-08-01,TAKE BACK RETURN,AIR,ts. carefully ,1997
12358,1899,100,1,19.0,34216.91,0.04,0.0,N,O,1997-01-15,1996-12-03,1997-02-10,DELIVER IN PERSON,AIR, quickly final accounts,1997
12387,1287,99,1,46.0,54660.88,0.1,0.07,N,O,1997-09-18,1997-08-30,1997-10-03,TAKE BACK RETURN,AIR,e the carefully regular asymptotes are qu,1997
12388,1162,99,7,29.0,30831.64,0.08,0.08,N,O,1997-11-01,1998-01-07,1997-11-11,NONE,AIR,ins haggle furio,1997
12454,1170,7,1,39.0,41775.63,0.05,0.07,N,O,1997-04-01,1997-05-23,1997-04-25,DELIVER IN PERSON,AIR,ackages. blithely ironic depo,1997
12549,1523,44,2,33.0,47009.16,0.05,0.01,N,O,1997-07-05,1997-08-20,1997-07-22,NONE,AIR,equests cajole slyly slyly pending ,1997
12742,786,19,1,22.0,37109.16,0.03,0.01,N,O,1997-08-15,1997-07-11,1997-08-20,TAKE BACK RETURN,AIR,l sheaves. blithely expres,1997
12801,425,13,1,42.0,55667.64,0.08,0.07,N,O,1997-08-30,1997-10-01,1997-09-03,COLLECT COD,AIR,unts. unusual accou,1997
12835,727,92,4,33.0,53714.76,0.08,0.06,N,O,1997-05-09,1997-03-25,1997-05-28,DELIVER IN PERSON,AIR,the slyly final packages. final request,1997
12865,1619,61,3,50.0,76030.5,0.04,0.0,N,O,1997-09-17,1997-07-02,1997-10-16,NONE,AIR,dly slyly silent instructions. never,1997
12866,876,43,6,8.0,14214.96,0.05,0.05,N,O,1997-04-04,1997-03-18,1997-05-04,TAKE BACK RETURN,AIR,ey players. even requests detect fluf,1997
12896,839,73,5,10.0,17398.3,0.09,0.08,N,O,1997-04-14,1997-02-08,1997-04-27,COLLECT COD,AIR,ng requests may are furiously. flu,1997
12932,402,32,2,50.0,65120.0,0.07,0.06,N,O,1997-12-16,1997-11-20,1997-12-30,DELIVER IN PERSON,AIR," blithely about the ironic, i",1997
12966,464,52,1,35.0,47756.1,0.02,0.07,N,O,1997-12-15,1997-12-11,1997-12-21,COLLECT COD,AIR,ly. regular deposits are ,1997
12998,650,51,1,2.0,3101.3,0.04,0.08,N,O,1997-01-25,1996-11-29,1997-02-04,COLLECT COD,AIR,y bold foxes sleep fluffily,1997
13026,308,37,3,11.0,13291.3,0.05,0.0,N,O,1997-07-30,1997-05-17,1997-08-23,TAKE BACK RETURN,AIR,uffily regular deposits ,1997
13059,850,84,2,3.0,5252.55,0.0,0.05,N,O,1997-07-14,1997-08-20,1997-07-17,TAKE BACK RETURN,AIR,lithely final requests above the even,1997
13059,1789,32,6,35.0,59177.3,0.05,0.03,N,O,1997-09-24,1997-07-21,1997-10-14,DELIVER IN PERSON,AIR,excuses haggl,1997
13060,853,87,4,40.0,70154.0,0.1,0.07,N,O,1997-03-26,1997-04-14,1997-04-10,TAKE BACK RETURN,AIR,the blithely b,1997
13061,1874,75,3,37.0,65707.19,0.06,0.04,N,O,1997-11-14,1997-10-28,1997-11-28,TAKE BACK RETURN,AIR,s. furiously regular platelets b,1997
13153,580,11,4,13.0,19247.54,0.01,0.05,N,O,1997-03-03,1997-01-08,1997-03-06,DELIVER IN PERSON,AIR,r accounts-- quickly b,1997
13154,602,96,6,34.0,51088.4,0.1,0.05,N,O,1997-12-12,1997-11-25,1997-12-30,NONE,AIR, furiously final attainments nag sly,1997
13159,998,67,1,50.0,94949.5,0.02,0.05,N,O,1996-12-25,1997-02-14,1997-01-21,DELIVER IN PERSON,AIR,pecial packages haggle blit,1997
13185,1029,35,2,30.0,27900.6,0.01,0.05,N,O,1997-09-14,1997-09-07,1997-10-02,NONE,AIR,out the blithely ir,1997
13248,1315,92,1,10.0,12163.1,0.08,0.07,N,O,1997-05-12,1997-04-15,1997-05-13,TAKE BACK RETURN,AIR,sual requests in,1997
13249,1798,41,7,2.0,3399.58,0.04,0.05,N,O,1997-10-07,1997-09-26,1997-11-04,TAKE BACK RETURN,AIR,ar request,1997
13250,1147,56,4,4.0,4192.56,0.03,0.05,N,O,1997-10-12,1997-10-22,1997-10-29,TAKE BACK RETURN,AIR,blithely sil,1997
13318,85,11,3,11.0,10835.88,0.02,0.05,N,O,1997-08-26,1997-08-19,1997-09-08,TAKE BACK RETURN,AIR,ses above the fluffil,1997
13344,1541,82,3,30.0,43276.2,0.08,0.02,N,O,1997-07-17,1997-05-20,1997-08-15,DELIVER IN PERSON,AIR,fluffily bold accounts. ,1997
13415,1903,92,5,32.0,57756.8,0.04,0.04,N,O,1997-09-06,1997-08-28,1997-09-10,DELIVER IN PERSON,AIR,mptotes was q,1997
13504,663,64,2,5.0,7818.3,0.0,0.06,N,O,1997-08-02,1997-09-07,1997-08-27,TAKE BACK RETURN,AIR,ounts among the ,1997
13504,233,88,4,31.0,35130.13,0.02,0.08,N,O,1997-06-24,1997-08-28,1997-06-26,DELIVER IN PERSON,AIR,cies wake slyl,1997
13505,825,25,3,32.0,55226.24,0.1,0.05,N,O,1997-08-13,1997-07-27,1997-09-09,NONE,AIR,g the ruthles,1997
13505,991,60,4,40.0,75679.6,0.05,0.05,N,O,1997-07-23,1997-07-17,1997-08-08,COLLECT COD,AIR,ithely. packages cajole sly,1997
13539,36,87,2,47.0,43993.41,0.09,0.01,N,O,1997-04-13,1997-04-28,1997-04-30,TAKE BACK RETURN,AIR,eve carefully ac,1997
13574,928,63,1,41.0,74985.72,0.1,0.08,N,O,1997-11-27,1997-12-25,1997-12-27,DELIVER IN PERSON,AIR,nts. ironic dolphi,1997
13667,203,85,2,2.0,2206.4,0.05,0.08,N,O,1997-03-24,1997-01-03,1997-04-03,NONE,AIR,carefully ironic requests. quickly ,1997
13667,1356,33,4,31.0,38977.85,0.08,0.08,N,O,1997-01-05,1997-02-13,1997-01-22,COLLECT COD,AIR,e furiously after the fluffi,1997
13669,1524,25,4,7.0,9978.64,0.04,0.03,N,O,1996-12-09,1996-09-26,1997-01-01,NONE,AIR,ions print blithely abo,1997
13826,1666,90,1,3.0,4702.98,0.0,0.03,N,O,1997-06-02,1997-05-05,1997-06-04,COLLECT COD,AIR,ts wake carefully. regular deposits above t,1997
13826,861,61,3,26.0,45808.36,0.09,0.04,N,O,1997-04-25,1997-05-20,1997-04-27,COLLECT COD,AIR,lithely sp,1997
13921,744,77,2,40.0,65789.6,0.01,0.04,N,O,1997-09-07,1997-10-29,1997-09-09,NONE,AIR,sly blithely regular platelets. fina,1997
13925,767,32,5,43.0,71713.68,0.09,0.05,N,O,1997-01-19,1997-03-24,1997-02-04,NONE,AIR,quests. requests wake carefully slyl,1997
13926,1803,90,1,28.0,47734.4,0.1,0.05,N,O,1997-08-29,1997-08-17,1997-09-26,NONE,AIR,bold theodolites. quickly unusual,1997
13926,287,42,2,1.0,1187.28,0.01,0.01,N,O,1997-09-14,1997-08-12,1997-09-26,NONE,AIR,ly. fluffily even requests sleep furi,1997
13952,132,85,2,41.0,42317.33,0.09,0.02,N,O,1997-08-12,1997-07-24,1997-08-28,COLLECT COD,AIR,heodolites cajole furiously q,1997
14019,997,32,4,19.0,36061.81,0.01,0.03,N,O,1997-10-16,1997-12-01,1997-11-13,DELIVER IN PERSON,AIR,"pades. asymptotes cajole unusual, regular",1997
14087,1288,63,2,35.0,41624.8,0.02,0.07,N,O,1997-05-17,1997-03-28,1997-06-04,TAKE BACK RETURN,AIR,refully above the quickly even pl,1997
14087,1854,98,5,30.0,52675.5,0.01,0.02,N,O,1997-05-14,1997-03-16,1997-06-05,NONE,AIR,ts kindle permanently. regular dep,1997
14144,1314,53,3,31.0,37674.61,0.05,0.06,N,O,1997-07-25,1997-07-12,1997-08-16,TAKE BACK RETURN,AIR," platelets. final, ironic request",1997
14180,1616,99,2,46.0,69810.06,0.09,0.01,N,O,1997-07-07,1997-06-28,1997-07-26,COLLECT COD,AIR,es. regular request,1997
14180,856,23,3,32.0,56219.2,0.08,0.02,N,O,1997-06-13,1997-07-28,1997-07-10,TAKE BACK RETURN,AIR,. slyly unusual,1997
14307,682,83,1,16.0,25322.88,0.01,0.03,N,O,1997-06-30,1997-07-25,1997-07-24,COLLECT COD,AIR,fily pending accounts ,1997
14337,563,94,2,6.0,8781.36,0.04,0.01,N,O,1997-11-09,1997-12-08,1997-11-12,COLLECT COD,AIR,usly ironic depos,1997
14369,1997,98,4,35.0,66464.65,0.09,0.05,N,O,1997-01-20,1997-02-06,1997-01-30,DELIVER IN PERSON,AIR,ounts hang thin,1997
14370,289,17,3,42.0,49949.76,0.07,0.08,N,O,1997-07-01,1997-06-27,1997-07-08,DELIVER IN PERSON,AIR, carefully special foxes haggle. quickly,1997
14501,1362,39,2,36.0,45480.96,0.06,0.07,N,O,1997-12-04,1997-11-10,1997-12-17,NONE,AIR,ly final platelets. fluffily furious packag,1997
14688,1731,58,3,10.0,16327.3,0.02,0.08,N,O,1997-03-14,1997-04-22,1997-04-05,COLLECT COD,AIR,he carefully pending instruct,1997
14721,790,87,3,21.0,35506.59,0.01,0.06,N,O,1997-06-03,1997-07-21,1997-06-16,NONE,AIR,pinto beans are slyly-- blithely regula,1997
14721,1417,57,4,23.0,30323.43,0.06,0.03,N,O,1997-05-31,1997-07-08,1997-06-16,COLLECT COD,AIR,y final dolphins! ca,1997
14722,1445,85,5,25.0,33661.0,0.08,0.06,N,O,1997-09-08,1997-08-11,1997-10-05,NONE,AIR,ress accounts dazzle furiously among the qu,1997
14818,483,42,3,1.0,1383.48,0.08,0.05,N,O,1997-02-23,1997-01-06,1997-03-01,NONE,AIR,to the slyly even dolphins detect slyl,1997
14848,85,11,6,6.0,5910.48,0.01,0.06,N,O,1997-01-15,1996-11-30,1997-01-28,NONE,AIR,osits are quickly. carefully express ins,1997
14849,583,44,1,3.0,4450.74,0.08,0.08,N,O,1997-03-03,1997-04-07,1997-03-11,NONE,AIR,"express, iron",1997
14849,44,70,5,19.0,17936.76,0.1,0.04,N,O,1997-02-22,1997-05-04,1997-03-11,NONE,AIR,ously final p,1997
14885,460,90,7,42.0,57139.32,0.02,0.01,N,O,1997-10-19,1997-11-08,1997-11-14,TAKE BACK RETURN,AIR, theodolites x-ray quickly above the furi,1997
15072,561,22,6,38.0,55539.28,0.04,0.03,N,O,1997-06-27,1997-05-27,1997-07-27,DELIVER IN PERSON,AIR,lly around the car,1997
15140,905,6,2,50.0,90295.0,0.04,0.0,N,O,1997-01-24,1996-12-27,1997-02-02,COLLECT COD,AIR,mong the quic,1997
15238,874,75,3,26.0,46146.62,0.0,0.03,N,O,1997-05-11,1997-04-23,1997-05-12,COLLECT COD,AIR,- blithely express theodolites haggle c,1997
15239,1195,96,5,1.0,1096.19,0.1,0.02,N,O,1997-08-13,1997-07-03,1997-09-04,COLLECT COD,AIR, around the silent instru,1997
15331,1470,88,6,39.0,53487.33,0.1,0.07,N,O,1997-08-11,1997-09-24,1997-09-03,DELIVER IN PERSON,AIR, the ironically speci,1997
15363,1154,55,3,1.0,1055.15,0.1,0.02,N,O,1997-07-10,1997-09-24,1997-07-30,TAKE BACK RETURN,AIR, unusual requests,1997
15394,1578,99,3,30.0,44387.1,0.03,0.08,N,O,1996-12-11,1996-11-14,1997-01-03,TAKE BACK RETURN,AIR, bold theod,1997
15426,290,91,3,21.0,24996.09,0.02,0.01,N,O,1997-04-28,1997-03-18,1997-05-03,COLLECT COD,AIR,slyly regular cour,1997
15493,1616,17,5,44.0,66774.84,0.02,0.08,N,O,1996-12-23,1997-01-05,1997-01-03,DELIVER IN PERSON,AIR,into beans. si,1997
15494,1511,12,2,8.0,11300.08,0.02,0.02,N,O,1997-09-01,1997-07-18,1997-09-26,NONE,AIR,blithely bold dependencies promi,1997
15520,99,75,3,13.0,12988.17,0.08,0.06,N,O,1997-08-31,1997-10-14,1997-09-21,COLLECT COD,AIR,rls play. iro,1997
15520,28,54,5,47.0,43616.94,0.08,0.0,N,O,1997-10-26,1997-09-23,1997-11-05,TAKE BACK RETURN,AIR,olites integrate slyly final,1997
15555,984,85,1,46.0,86709.08,0.06,0.02,N,O,1997-10-21,1997-09-12,1997-11-07,NONE,AIR,y regular platelets,1997
15585,880,14,2,28.0,49864.64,0.1,0.0,N,O,1997-02-04,1997-02-26,1997-02-09,NONE,AIR,ly ironic w,1997
15588,763,60,2,16.0,26620.16,0.02,0.06,N,O,1997-07-18,1997-05-20,1997-08-08,NONE,AIR,cial ideas. slyly special package,1997
15649,755,88,1,47.0,77820.25,0.07,0.03,N,O,1997-08-23,1997-09-12,1997-08-26,DELIVER IN PERSON,AIR, furiously pending as,1997
15655,768,33,3,16.0,26700.16,0.01,0.0,N,O,1997-02-21,1997-01-24,1997-03-02,TAKE BACK RETURN,AIR,instructions are blithely? blithely p,1997
