l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment,l_receipmonth
9412,1350,89,1,11.0,13764.85,0.09,0.03,N,O,1998-10-31,1998-09-04,1998-11-22,COLLECT COD,SHIP,"; blithely express requests boost ironic, ",1998
9412,1601,25,4,40.0,60104.0,0.1,0.07,N,O,1998-10-20,1998-09-04,1998-11-01,COLLECT COD,SHIP,ermanent requests. carefully even acco,1998
9445,1299,37,2,40.0,48011.6,0.04,0.08,N,O,1998-01-30,1998-02-02,1998-02-12,NONE,SHIP, pinto beans. carefully express accoun,1998
9477,1051,22,1,3.0,2856.15,0.06,0.0,N,O,1998-04-07,1998-05-13,1998-04-30,NONE,SHIP,eas. packages use carefully careful,1998
9477,1189,90,7,34.0,37066.12,0.0,0.07,N,O,1998-04-10,1998-06-06,1998-05-03,NONE,SHIP,etect carefully among,1998
9634,894,94,1,43.0,77180.27,0.06,0.04,N,O,1998-02-23,1998-03-01,1998-03-05,COLLECT COD,SHIP,lly pending depo,1998
9670,1842,72,4,46.0,80216.64,0.06,0.03,N,O,1998-01-07,1998-02-05,1998-01-23,COLLECT COD,SHIP,h above the regular accou,1998
9760,652,84,2,30.0,46579.5,0.03,0.07,N,O,1998-05-31,1998-05-24,1998-06-21,NONE,SHIP,y even dependencies serve carefully acros,1998
9795,1153,62,1,13.0,13703.95,0.08,0.01,N,O,1998-05-26,1998-03-16,1998-06-07,NONE,SHIP,across the furiously reg,1998
9795,1287,88,6,34.0,40401.52,0.05,0.07,N,O,1998-02-25,1998-03-07,1998-03-07,TAKE BACK RETURN,SHIP,tructions alongside ,1998
9827,279,7,1,16.0,18868.32,0.09,0.08,N,O,1998-08-15,1998-09-13,1998-09-08,NONE,SHIP,ul deposits sleep. ,1998
9862,1827,57,4,4.0,6915.28,0.1,0.01,N,O,1997-12-12,1997-12-06,1998-01-04,TAKE BACK RETURN,SHIP,even requests. special packages nag fluffi,1998
10017,326,55,1,50.0,61316.0,0.01,0.01,N,O,1998-06-07,1998-05-25,1998-06-10,NONE,SHIP,usly special accounts nag b,1998
10017,1319,96,2,31.0,37829.61,0.04,0.07,N,O,1998-07-27,1998-05-12,1998-08-23,TAKE BACK RETURN,SHIP, express accounts sleep care,1998
10273,228,29,2,50.0,56411.0,0.05,0.03,N,O,1998-07-08,1998-07-03,1998-07-27,COLLECT COD,SHIP,uriously ironic deposits? bl,1998
10307,1864,8,4,29.0,51209.94,0.08,0.06,N,O,1998-03-10,1998-04-28,1998-04-02,COLLECT COD,SHIP, quickly ironic requests n,1998
10401,1421,22,1,1.0,1322.42,0.08,0.04,N,O,1998-08-30,1998-09-14,1998-09-23,NONE,SHIP,ly even foxes. regular ideas are packages.,1998
10404,1509,10,3,49.0,69114.5,0.02,0.02,N,O,1998-04-20,1998-05-13,1998-04-22,DELIVER IN PERSON,SHIP,lar theodolites m,1998
10532,1771,14,1,25.0,41819.25,0.0,0.01,N,O,1997-12-30,1998-01-26,1998-01-13,DELIVER IN PERSON,SHIP,eans. furiously pending sheaves hag,1998
10532,1821,8,2,15.0,25842.3,0.0,0.07,N,O,1998-03-26,1997-12-30,1998-04-25,NONE,SHIP,ymptotes above the,1998
10532,1857,1,6,50.0,87942.5,0.05,0.0,N,O,1998-01-08,1998-01-04,1998-01-26,COLLECT COD,SHIP,"ar dependencies. regular, ironi",1998
10595,265,47,1,19.0,22139.94,0.01,0.06,N,O,1998-03-17,1998-01-30,1998-03-19,TAKE BACK RETURN,SHIP,ual waters x-ray fu,1998
10660,1799,100,1,49.0,83338.71,0.09,0.04,N,O,1998-08-22,1998-06-27,1998-09-07,TAKE BACK RETURN,SHIP,express deposits wake furiously amo,1998
10720,1189,90,2,32.0,34885.76,0.05,0.03,N,O,1998-07-29,1998-06-24,1998-08-05,TAKE BACK RETURN,SHIP,quests unwind regular platelets. ex,1998
10720,358,87,3,7.0,8808.45,0.01,0.03,N,O,1998-04-25,1998-06-10,1998-04-29,DELIVER IN PERSON,SHIP,n deposits are. carefully final reques,1998
10725,1717,60,2,28.0,45323.88,0.09,0.0,N,O,1998-05-19,1998-06-29,1998-06-09,COLLECT COD,SHIP, furiously final instructions. furiously ,1998
10818,647,41,1,9.0,13928.76,0.03,0.08,N,O,1998-06-06,1998-07-22,1998-06-26,DELIVER IN PERSON,SHIP,ding dependencies. final excuses around th,1998
10883,507,8,1,47.0,66152.5,0.06,0.04,N,O,1998-05-17,1998-04-04,1998-06-01,DELIVER IN PERSON,SHIP,s sleep slyly unu,1998
10977,238,20,1,41.0,46667.43,0.01,0.08,N,O,1998-06-19,1998-07-24,1998-07-14,DELIVER IN PERSON,SHIP, special ideas use. i,1998
11015,258,86,3,15.0,17373.75,0.1,0.02,N,O,1998-01-06,1997-11-15,1998-01-18,COLLECT COD,SHIP,eposits. bli,1998
11042,81,7,1,6.0,5886.48,0.04,0.08,N,O,1998-06-03,1998-07-22,1998-06-05,TAKE BACK RETURN,SHIP,counts. finally,1998
11042,1565,46,2,49.0,71861.44,0.03,0.04,N,O,1998-07-04,1998-07-24,1998-07-14,NONE,SHIP,rding to the furi,1998
11042,421,80,3,49.0,64749.58,0.04,0.07,N,O,1998-05-30,1998-06-30,1998-06-19,DELIVER IN PERSON,SHIP,re furiously according to the spe,1998
11139,637,31,2,39.0,59967.57,0.08,0.03,N,O,1998-09-09,1998-08-15,1998-10-02,TAKE BACK RETURN,SHIP,fily pending instructi,1998
11139,654,48,3,13.0,20210.45,0.1,0.06,N,O,1998-07-01,1998-07-06,1998-07-19,TAKE BACK RETURN,SHIP,thlessly final deposits slee,1998
11298,1569,90,5,15.0,22058.4,0.07,0.03,N,O,1998-03-05,1998-03-03,1998-03-30,DELIVER IN PERSON,SHIP,g the slyly ironic d,1998
11458,142,95,5,30.0,31264.2,0.08,0.06,N,O,1998-05-31,1998-06-02,1998-06-11,COLLECT COD,SHIP, carefully express platelets ca,1998
11523,1738,65,4,48.0,78707.04,0.08,0.05,N,O,1998-08-18,1998-10-11,1998-09-09,NONE,SHIP,ct furiously after the furiously ironic ide,1998
11523,1617,59,5,19.0,28853.59,0.07,0.0,N,O,1998-11-17,1998-09-01,1998-11-27,COLLECT COD,SHIP,e of the regular foxes,1998
11526,740,41,2,30.0,49222.2,0.01,0.08,N,O,1998-06-12,1998-05-03,1998-06-26,DELIVER IN PERSON,SHIP,"ven, regular warthogs against th",1998
11554,43,69,4,50.0,47152.0,0.06,0.07,N,O,1998-07-08,1998-07-20,1998-07-10,DELIVER IN PERSON,SHIP,"riously regular, final instruc",1998
11587,1701,28,1,22.0,35259.4,0.1,0.06,N,O,1998-06-16,1998-05-31,1998-07-09,NONE,SHIP,usly. furiously slow requests afte,1998
11587,1501,82,2,33.0,46282.5,0.09,0.0,N,O,1998-06-03,1998-04-12,1998-06-09,COLLECT COD,SHIP,al instructions boost quickly above the,1998
11588,1705,32,1,33.0,53021.1,0.0,0.05,N,O,1998-01-14,1997-12-06,1998-01-28,COLLECT COD,SHIP,slyly even theodolites promise quic,1998
11618,594,55,1,27.0,40353.93,0.01,0.02,N,O,1998-05-17,1998-04-01,1998-05-25,COLLECT COD,SHIP,ites are quickly requests. furiously ,1998
11618,582,43,4,6.0,8895.48,0.07,0.0,N,O,1998-03-20,1998-04-04,1998-03-23,COLLECT COD,SHIP,egular courts ,1998
11619,737,70,2,10.0,16377.3,0.08,0.04,N,O,1998-08-05,1998-10-09,1998-09-02,NONE,SHIP,blithely bold ideas. pending pinto bea,1998
11655,1353,92,1,32.0,40139.2,0.04,0.04,N,O,1998-08-11,1998-09-25,1998-09-02,TAKE BACK RETURN,SHIP,fter the pending requests wake c,1998
11655,1741,68,2,49.0,80494.26,0.06,0.07,N,O,1998-07-04,1998-09-20,1998-07-06,COLLECT COD,SHIP,regular excus,1998
11717,1035,41,4,38.0,35569.14,0.04,0.04,N,O,1998-03-23,1998-05-11,1998-04-06,DELIVER IN PERSON,SHIP,e the ironic depo,1998
11717,821,88,5,10.0,17218.2,0.07,0.06,N,O,1998-06-15,1998-05-21,1998-07-07,COLLECT COD,SHIP,ove the final sentiments: qui,1998
11749,765,62,1,7.0,11660.32,0.01,0.07,N,O,1998-04-11,1998-05-02,1998-04-15,COLLECT COD,SHIP, beans play blithel,1998
11783,1561,2,2,13.0,19013.28,0.05,0.02,N,O,1998-07-20,1998-05-23,1998-07-26,DELIVER IN PERSON,SHIP,"ickly. final, ironic requests nag iron",1998
11904,1213,51,3,3.0,3342.63,0.08,0.07,N,O,1998-03-21,1998-01-08,1998-04-09,COLLECT COD,SHIP,theodolites. blithely express deposits am,1998
11940,1304,81,2,11.0,13258.3,0.09,0.0,N,O,1998-08-29,1998-08-14,1998-09-27,NONE,SHIP, wake. even requests ,1998
11970,1777,78,1,18.0,30217.86,0.06,0.0,N,O,1998-06-03,1998-08-20,1998-06-15,DELIVER IN PERSON,SHIP, fluffily by the packages. slyly regul,1998
12036,1075,76,3,29.0,28306.03,0.09,0.0,N,O,1998-03-02,1998-04-07,1998-03-05,TAKE BACK RETURN,SHIP,uickly. ironic ideas h,1998
12071,934,37,1,27.0,49543.11,0.02,0.0,N,O,1998-08-17,1998-08-24,1998-09-10,NONE,SHIP,luffily express accounts sleep care,1998
12071,704,37,2,23.0,36908.1,0.05,0.06,N,O,1998-10-07,1998-08-15,1998-10-28,DELIVER IN PERSON,SHIP,ke quickly quickly regular accounts. c,1998
12131,1060,31,1,26.0,24987.56,0.03,0.01,N,O,1998-09-20,1998-08-06,1998-10-02,COLLECT COD,SHIP,eposits detect car,1998
12131,1862,6,5,21.0,37041.06,0.06,0.04,N,O,1998-07-22,1998-08-07,1998-07-26,TAKE BACK RETURN,SHIP,s boost quickly bli,1998
12167,508,39,2,26.0,36621.0,0.02,0.08,N,O,1998-06-25,1998-07-09,1998-07-13,COLLECT COD,SHIP,he furiously spec,1998
12327,1624,48,1,9.0,13730.58,0.07,0.04,N,O,1998-05-31,1998-05-30,1998-06-11,NONE,SHIP,ng to the blithely final requests. pe,1998
12327,276,4,3,9.0,10586.43,0.04,0.03,N,O,1998-07-12,1998-06-19,1998-08-02,COLLECT COD,SHIP,uriously e,1998
12391,467,68,2,45.0,61535.7,0.07,0.03,N,O,1998-08-15,1998-08-29,1998-08-22,NONE,SHIP,furiously ironic th,1998
12547,927,96,4,32.0,58493.44,0.03,0.02,N,O,1998-07-08,1998-06-24,1998-08-03,DELIVER IN PERSON,SHIP,pon the express de,1998
12577,1459,77,1,8.0,10883.6,0.06,0.04,N,O,1998-06-09,1998-07-29,1998-06-28,TAKE BACK RETURN,SHIP,ess foxes a,1998
12738,654,55,3,24.0,37311.6,0.03,0.06,N,O,1998-08-21,1998-08-31,1998-09-09,NONE,SHIP,lar pinto bea,1998
12802,1741,42,5,44.0,72280.56,0.0,0.0,N,O,1998-06-29,1998-05-20,1998-07-16,DELIVER IN PERSON,SHIP,onic accounts above,1998
12807,1308,23,1,7.0,8465.1,0.1,0.01,N,O,1998-04-14,1998-03-20,1998-05-13,NONE,SHIP,ully final deposits c,1998
12839,1168,77,6,37.0,39558.92,0.08,0.08,N,O,1998-03-14,1998-03-31,1998-04-09,NONE,SHIP, accounts boost thin,1998
13057,1850,37,1,44.0,77081.4,0.02,0.02,N,O,1998-02-22,1998-02-12,1998-03-19,COLLECT COD,SHIP,. carefully pending deposits haggle sly,1998
13191,1870,71,2,41.0,72646.67,0.06,0.03,N,O,1998-01-01,1998-02-05,1998-01-29,DELIVER IN PERSON,SHIP,pecial theodol,1998
13191,815,82,3,33.0,56621.73,0.03,0.05,N,O,1998-04-09,1998-02-09,1998-04-14,NONE,SHIP,ect alongside,1998
13219,524,85,2,43.0,61254.36,0.04,0.04,N,O,1997-12-27,1997-12-09,1998-01-16,NONE,SHIP,efully regular instructions eat ironical,1998
13220,629,23,5,44.0,67303.28,0.01,0.05,N,O,1998-10-06,1998-09-14,1998-10-08,DELIVER IN PERSON,SHIP, blithely fluffy asymptotes-- slyly regula,1998
13254,1028,29,1,49.0,45521.98,0.09,0.0,N,O,1998-04-08,1998-03-25,1998-05-03,COLLECT COD,SHIP,inder quickly quietly final ac,1998
13254,991,26,3,37.0,70003.63,0.02,0.01,N,O,1998-03-11,1998-05-13,1998-04-10,TAKE BACK RETURN,SHIP,longside of the furiously ironi,1998
13283,1156,65,2,12.0,12685.8,0.05,0.07,N,O,1998-02-18,1998-02-27,1998-02-25,TAKE BACK RETURN,SHIP,", regular instru",1998
13477,191,18,5,46.0,50194.74,0.0,0.0,N,O,1997-12-20,1998-01-03,1998-01-02,NONE,SHIP,tes. carefully bold excuses ,1998
13478,1177,86,5,15.0,16172.55,0.08,0.03,N,O,1998-02-08,1998-03-26,1998-02-27,COLLECT COD,SHIP,"e the furious, pending patterns. q",1998
13571,32,83,1,25.0,23300.75,0.02,0.01,N,O,1998-06-08,1998-08-01,1998-07-01,DELIVER IN PERSON,SHIP,s nod always unusual requests. e,1998
13571,1186,23,4,31.0,33702.58,0.06,0.02,N,O,1998-10-01,1998-07-10,1998-10-03,NONE,SHIP,lly even instructions sleep blit,1998
13697,1808,38,2,30.0,51294.0,0.04,0.08,N,O,1998-07-19,1998-05-22,1998-08-18,NONE,SHIP,latelets. blithely regular,1998
13733,986,87,6,2.0,3773.96,0.02,0.05,N,O,1998-02-02,1998-03-23,1998-02-17,COLLECT COD,SHIP, the carefully eve,1998
13856,1867,11,1,4.0,7075.44,0.06,0.0,N,O,1998-03-06,1998-02-26,1998-03-12,DELIVER IN PERSON,SHIP,y regular requests. carefully p,1998
13985,355,84,1,7.0,8787.45,0.02,0.08,N,O,1998-10-09,1998-08-24,1998-11-02,NONE,SHIP, use special escapades. express ideas wake,1998
13985,879,79,3,38.0,67635.06,0.06,0.03,N,O,1998-07-24,1998-07-15,1998-08-03,COLLECT COD,SHIP,nd slyly final dolphins. ,1998
14149,1485,3,4,10.0,13864.8,0.05,0.08,N,O,1998-05-04,1998-03-28,1998-05-22,DELIVER IN PERSON,SHIP,"ding to the even, fi",1998
14149,441,100,5,12.0,16097.28,0.02,0.02,N,O,1998-02-03,1998-04-12,1998-02-22,COLLECT COD,SHIP," slow, blithe pa",1998
14214,1076,82,2,3.0,2931.21,0.09,0.06,N,O,1997-12-08,1997-09-23,1998-01-03,TAKE BACK RETURN,SHIP,st the final epitaphs. ironic foxes caj,1998
14278,1882,83,4,14.0,24974.32,0.03,0.01,N,O,1998-06-17,1998-08-19,1998-06-19,DELIVER IN PERSON,SHIP,odolites n,1998
14278,1444,45,5,48.0,64581.12,0.02,0.03,N,O,1998-07-30,1998-07-17,1998-07-31,TAKE BACK RETURN,SHIP,uriously above the,1998
14279,1668,10,5,1.0,1569.66,0.08,0.06,N,O,1998-04-24,1998-03-23,1998-05-10,TAKE BACK RETURN,SHIP,fter the furiously ,1998
14304,800,1,3,30.0,51024.0,0.06,0.0,N,O,1998-01-24,1998-01-19,1998-02-10,COLLECT COD,SHIP,counts sleep quickly across the,1998
14403,1306,83,1,48.0,57950.4,0.1,0.05,N,O,1998-03-25,1998-05-21,1998-04-04,COLLECT COD,SHIP,nt platelets. furiou,1998
14464,1710,11,1,29.0,46739.59,0.07,0.01,N,O,1998-05-08,1998-04-19,1998-05-16,TAKE BACK RETURN,SHIP,to beans boost at the,1998
14561,1361,62,6,36.0,45444.96,0.0,0.08,N,O,1998-07-29,1998-09-08,1998-08-04,TAKE BACK RETURN,SHIP,to beans. regular accounts after the f,1998
14565,1853,40,2,5.0,8774.25,0.05,0.03,N,O,1998-01-04,1998-02-05,1998-01-30,DELIVER IN PERSON,SHIP,iously regular deposits: ,1998
14593,266,48,1,8.0,9330.08,0.08,0.0,N,O,1998-02-02,1998-04-05,1998-03-03,NONE,SHIP," atop the bold, express pi",1998
14659,737,2,1,47.0,76973.31,0.08,0.08,N,O,1998-03-28,1998-04-22,1998-03-30,TAKE BACK RETURN,SHIP,. slyly iron,1998
14689,899,66,3,3.0,5399.67,0.1,0.07,N,O,1998-09-17,1998-10-21,1998-09-27,DELIVER IN PERSON,SHIP,"wind against the bold, regular de",1998
14691,451,52,2,42.0,56760.9,0.08,0.07,N,O,1998-07-26,1998-07-07,1998-08-01,DELIVER IN PERSON,SHIP,ly even accounts cajole blithely a,1998
14694,503,4,1,45.0,63157.5,0.07,0.05,N,O,1998-11-21,1998-10-22,1998-11-26,DELIVER IN PERSON,SHIP,", silent theodolites. slyly unusual pa",1998
14694,1232,44,3,47.0,53261.81,0.05,0.02,N,O,1998-09-22,1998-10-13,1998-10-10,DELIVER IN PERSON,SHIP,he carefully ,1998
14694,1243,81,7,44.0,50346.56,0.06,0.07,N,O,1998-11-09,1998-10-25,1998-11-21,NONE,SHIP,pending deposits integrate across the iro,1998
14787,1513,34,1,6.0,8487.06,0.1,0.08,N,O,1998-07-24,1998-09-20,1998-07-28,DELIVER IN PERSON,SHIP,eas affix careful,1998
14787,1412,13,2,50.0,65670.5,0.04,0.05,N,O,1998-10-23,1998-08-18,1998-11-08,TAKE BACK RETURN,SHIP,es. even dolphins alongside of the pendi,1998
14821,1774,17,4,27.0,45245.79,0.06,0.06,N,O,1998-06-13,1998-08-31,1998-07-09,DELIVER IN PERSON,SHIP, unusual packages sleep fluffily above the ,1998
14914,867,67,1,20.0,35357.2,0.08,0.08,N,O,1998-05-26,1998-05-05,1998-06-02,NONE,SHIP, packages hag,1998
14917,445,4,1,26.0,34981.44,0.08,0.01,N,O,1998-04-25,1998-03-14,1998-05-07,COLLECT COD,SHIP, cajole at the quickly ironi,1998
15364,1406,24,3,37.0,48373.8,0.02,0.06,N,O,1998-01-16,1998-03-08,1998-02-13,DELIVER IN PERSON,SHIP,haggle fluffil,1998
15396,1938,83,5,29.0,53357.97,0.03,0.03,N,O,1998-03-03,1998-01-17,1998-03-20,TAKE BACK RETURN,SHIP,ly according to the careful,1998
15495,860,60,3,7.0,12326.02,0.05,0.08,N,O,1998-05-13,1998-05-19,1998-05-28,DELIVER IN PERSON,SHIP,yly. furiously iro,1998
15527,580,41,1,33.0,48859.14,0.07,0.08,N,O,1998-10-07,1998-09-01,1998-10-13,NONE,SHIP, quickly express packa,1998
15559,1406,85,1,17.0,22225.8,0.0,0.03,N,O,1998-05-25,1998-06-01,1998-06-14,NONE,SHIP,ke carefully sly platelets. evenly e,1998
15717,1654,37,5,23.0,35779.95,0.03,0.03,N,O,1998-03-22,1998-04-26,1998-04-21,COLLECT COD,SHIP,nst the blithely pending theodolites enga,1998
15749,426,85,1,43.0,57036.06,0.08,0.0,N,O,1998-01-20,1997-11-21,1998-02-03,DELIVER IN PERSON,SHIP,boldly even platelets integrate fluffily ,1998
15779,924,59,1,35.0,63872.2,0.04,0.07,N,O,1998-05-22,1998-04-06,1998-05-29,DELIVER IN PERSON,SHIP,ffily pending pinto beans. ,1998
15779,586,87,4,45.0,66896.1,0.03,0.02,N,O,1998-06-21,1998-05-16,1998-07-07,COLLECT COD,SHIP,dinos among the,1998
15811,1216,28,1,36.0,40219.56,0.02,0.0,N,O,1998-09-04,1998-10-20,1998-09-07,COLLECT COD,SHIP,st quickly. requests haggle f,1998
15811,1630,13,2,26.0,39822.38,0.0,0.0,N,O,1998-09-03,1998-09-18,1998-09-05,DELIVER IN PERSON,SHIP,rash. blithely slow requests above the,1998
15812,248,49,3,18.0,20668.32,0.05,0.0,N,O,1998-01-31,1997-12-03,1998-02-26,COLLECT COD,SHIP,gside of the slyly bo,1998
15840,1982,71,3,48.0,90431.04,0.02,0.07,N,O,1998-02-16,1998-03-11,1998-02-24,COLLECT COD,SHIP, print carefu,1998
15840,948,49,5,26.0,48072.44,0.07,0.0,N,O,1998-03-08,1998-04-14,1998-03-26,COLLECT COD,SHIP,nic foxes sleep f,1998
15975,1623,47,6,38.0,57935.56,0.01,0.07,N,O,1998-04-14,1998-03-19,1998-04-26,NONE,SHIP,carefully ironic ideas mig,1998
16000,844,44,3,22.0,38386.48,0.01,0.08,N,O,1998-03-24,1998-01-23,1998-04-14,DELIVER IN PERSON,SHIP,icingly. bold packages,1998
16000,1468,69,5,4.0,5477.84,0.06,0.01,N,O,1998-02-14,1998-01-23,1998-03-09,DELIVER IN PERSON,SHIP,inal plate,1998
16000,143,22,6,31.0,32337.34,0.09,0.0,N,O,1998-04-02,1998-03-09,1998-04-18,NONE,SHIP,s use carefully final ideas. pendi,1998
16131,1972,5,7,17.0,31857.49,0.05,0.01,N,O,1998-01-22,1998-02-11,1998-01-27,TAKE BACK RETURN,SHIP,e blithely unusual packages haggl,1998
16355,767,68,3,31.0,51700.56,0.09,0.04,N,O,1998-07-08,1998-05-14,1998-08-01,NONE,SHIP,longside of the thin ,1998
16516,57,33,2,39.0,37324.95,0.01,0.05,N,O,1997-12-28,1998-01-31,1998-01-11,COLLECT COD,SHIP,"e furiously regular packages. enticing, b",1998
16614,1403,21,1,35.0,45654.0,0.02,0.0,N,O,1998-01-06,1997-11-03,1998-02-02,COLLECT COD,SHIP,"as cajole slyly bold, regula",1998
16675,178,5,6,15.0,16172.55,0.07,0.03,N,O,1998-09-03,1998-07-24,1998-10-01,DELIVER IN PERSON,SHIP,deas sleep blithel,1998
16736,90,41,1,43.0,42573.87,0.06,0.08,N,O,1997-12-15,1998-01-11,1998-01-01,COLLECT COD,SHIP,o beans breach enticingly. ,1998
16833,1078,14,1,13.0,12727.91,0.03,0.0,N,O,1998-01-09,1997-11-17,1998-01-24,COLLECT COD,SHIP,the slow excuses. i,1998
16899,371,100,2,25.0,31784.25,0.0,0.02,N,O,1998-07-31,1998-08-19,1998-08-25,NONE,SHIP,inst the exp,1998
17059,1946,79,2,25.0,46198.5,0.09,0.02,N,O,1998-04-10,1998-05-27,1998-04-26,NONE,SHIP,nal dependencies-- slyly blithe ,1998
17156,1483,1,5,2.0,2768.96,0.02,0.06,N,O,1998-05-27,1998-03-04,1998-06-17,COLLECT COD,SHIP,to cajole. final instructions use,1998
17188,851,18,3,21.0,36788.85,0.01,0.0,N,O,1998-02-05,1998-03-11,1998-02-19,COLLECT COD,SHIP,nusual depend,1998
17188,1397,74,4,12.0,15580.68,0.05,0.07,N,O,1998-04-29,1998-03-01,1998-05-24,NONE,SHIP,y final requests hag,1998
17347,566,57,1,6.0,8799.36,0.0,0.02,N,O,1998-03-31,1998-05-30,1998-04-18,TAKE BACK RETURN,SHIP,sits. blithely special requests c,1998
17347,1567,88,3,36.0,52868.16,0.02,0.03,N,O,1998-04-21,1998-05-24,1998-05-07,DELIVER IN PERSON,SHIP,l deposits nag above the final,1998
17347,135,88,4,23.0,23807.99,0.0,0.04,N,O,1998-04-11,1998-05-31,1998-04-18,TAKE BACK RETURN,SHIP,s cajole carefully quickl,1998
17443,1172,45,2,12.0,12878.04,0.09,0.0,N,O,1998-07-06,1998-05-12,1998-07-22,COLLECT COD,SHIP,finally regular pack,1998
17443,781,46,4,43.0,72316.54,0.06,0.06,N,O,1998-06-30,1998-05-12,1998-07-12,NONE,SHIP,es. unusual ideas about the sl,1998
17536,15,66,4,41.0,37515.41,0.07,0.07,N,O,1998-03-01,1997-12-09,1998-03-10,COLLECT COD,SHIP,fluffily regular d,1998
17537,996,65,1,18.0,34145.82,0.07,0.08,N,O,1998-08-07,1998-09-20,1998-08-11,COLLECT COD,SHIP,osits cajole qu,1998
17667,922,23,1,31.0,56510.52,0.02,0.06,N,O,1998-07-13,1998-09-01,1998-08-02,NONE,SHIP,e after the final packages. quickly even ,1998
17762,1499,17,6,42.0,58820.58,0.08,0.05,N,O,1998-05-13,1998-04-06,1998-05-25,TAKE BACK RETURN,SHIP,kly according to the pending ,1998
17920,1623,6,3,12.0,18295.44,0.0,0.05,N,O,1998-02-28,1998-03-21,1998-03-06,TAKE BACK RETURN,SHIP,grate carefully. accounts along t,1998
17921,527,58,4,28.0,39970.56,0.02,0.03,N,O,1998-09-13,1998-09-05,1998-10-10,NONE,SHIP,counts. care,1998
17955,226,81,6,3.0,3378.66,0.08,0.01,N,O,1998-10-17,1998-09-29,1998-10-26,DELIVER IN PERSON,SHIP,the accounts,1998
17990,812,13,2,15.0,25692.15,0.01,0.06,N,O,1998-05-23,1998-06-08,1998-06-03,DELIVER IN PERSON,SHIP,tions. busily express f,1998
18086,930,31,4,5.0,9154.65,0.09,0.02,N,O,1998-06-02,1998-08-03,1998-06-15,TAKE BACK RETURN,SHIP,ans detect fluff,1998
18277,1979,12,1,31.0,58310.07,0.05,0.04,N,O,1998-03-24,1998-05-10,1998-04-17,TAKE BACK RETURN,SHIP,en accounts should have to promise.,1998
18277,956,57,2,10.0,18569.5,0.02,0.07,N,O,1998-03-12,1998-04-17,1998-03-18,DELIVER IN PERSON,SHIP,re blithely around the packages. packag,1998
18311,1177,78,4,28.0,30188.76,0.04,0.02,N,O,1998-03-21,1998-06-07,1998-04-15,COLLECT COD,SHIP,xpress instructions serve bli,1998
18433,906,75,1,27.0,48786.3,0.06,0.05,N,O,1998-05-01,1998-06-10,1998-05-04,COLLECT COD,SHIP,"he regular deposits. unusual, regular",1998
18439,1702,29,1,49.0,78581.3,0.01,0.08,N,O,1998-09-01,1998-08-25,1998-09-04,NONE,SHIP,leep deposits: pinto beans detect carefu,1998
18469,1689,72,4,12.0,19088.16,0.08,0.02,N,O,1998-07-14,1998-09-12,1998-07-22,TAKE BACK RETURN,SHIP,its. busily express deposits boos,1998
18656,829,96,2,19.0,32866.58,0.07,0.07,N,O,1998-08-15,1998-09-27,1998-09-05,DELIVER IN PERSON,SHIP,o beans among the instructio,1998
18660,907,8,3,28.0,50621.2,0.0,0.06,N,O,1998-04-17,1998-03-18,1998-05-17,TAKE BACK RETURN,SHIP,. carefully iron,1998
18848,521,12,3,9.0,12793.68,0.06,0.06,N,O,1998-07-18,1998-05-04,1998-08-06,DELIVER IN PERSON,SHIP,counts. ironic deposits wak,1998
18881,31,32,1,37.0,34448.11,0.0,0.08,N,O,1998-05-08,1998-04-28,1998-05-20,NONE,SHIP,quests hinder furiously even pi,1998
18882,738,3,3,18.0,29497.14,0.0,0.03,N,O,1998-03-22,1998-04-04,1998-04-06,TAKE BACK RETURN,SHIP,ogs. carefully regular packages sleep ,1998
18882,85,11,5,15.0,14776.2,0.05,0.02,N,O,1998-04-17,1998-04-02,1998-05-03,COLLECT COD,SHIP,ate blithely. regular requests nag quickly ,1998
18885,1080,51,3,31.0,30413.48,0.07,0.03,N,O,1998-07-22,1998-07-30,1998-08-14,COLLECT COD,SHIP,"nic ideas. ironic requests are. final, iron",1998
18949,1711,38,3,43.0,69346.53,0.01,0.07,N,O,1998-05-09,1998-04-22,1998-06-01,TAKE BACK RETURN,SHIP,asymptotes wake fu,1998
18949,740,41,4,4.0,6562.96,0.08,0.01,N,O,1998-06-07,1998-05-10,1998-06-15,DELIVER IN PERSON,SHIP,eposits are carefully furiously exp,1998
18977,1842,86,1,16.0,27901.44,0.04,0.07,N,O,1998-02-12,1998-02-10,1998-03-09,DELIVER IN PERSON,SHIP,sts wake furiously. regular ideas cajole ,1998
18977,555,16,2,28.0,40755.4,0.07,0.03,N,O,1998-02-10,1998-02-07,1998-03-04,NONE,SHIP,s dolphins sleep fluffily dol,1998
18979,1016,52,7,14.0,12838.14,0.09,0.05,N,O,1998-07-27,1998-06-15,1998-08-06,COLLECT COD,SHIP,ruthless platelets,1998
19014,1600,81,2,46.0,69073.6,0.03,0.0,N,O,1997-12-30,1997-10-31,1998-01-27,NONE,SHIP,ites integrate,1998
19202,204,5,1,6.0,6625.2,0.05,0.04,N,O,1998-10-31,1998-09-16,1998-11-14,TAKE BACK RETURN,SHIP,brave deposit,1998
