l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_comment
10532,1857,1,6,50.00,87942.50,0.05,0.00,N,O,1998-01-08,1998-01-04,1998-01-26,COLLECT COD,"ar dependencies. regular, ironi"
10595,265,47,1,19.00,22139.94,0.01,0.06,N,O,1998-03-17,1998-01-30,1998-03-19,TAKE BACK RETURN,ual waters x-ray fu
10660,1799,100,1,49.00,83338.71,0.09,0.04,N,O,1998-08-22,1998-06-27,1998-09-07,TAKE BACK RETURN,express deposits wake furiously amo
10720,1189,90,2,32.00,34885.76,0.05,0.03,N,O,1998-07-29,1998-06-24,1998-08-05,TAKE BACK RETURN,quests unwind regular platelets. ex
10720,358,87,3,7.00,8808.45,0.01,0.03,N,O,1998-04-25,1998-06-10,1998-04-29,DELIVER IN PERSON,n deposits are. carefully final reques
10725,1717,60,2,28.00,45323.88,0.09,0.00,N,O,1998-05-19,1998-06-29,1998-06-09,COLLECT COD,furiously final instructions. furiously
10818,647,41,1,9.00,13928.76,0.03,0.08,N,O,1998-06-06,1998-07-22,1998-06-26,DELIVER IN PERSON,ding dependencies. final excuses around th
10883,507,8,1,47.00,66152.50,0.06,0.04,N,O,1998-05-17,1998-04-04,1998-06-01,DELIVER IN PERSON,s sleep slyly unu
10977,238,20,1,41.00,46667.43,0.01,0.08,N,O,1998-06-19,1998-07-24,1998-07-14,DELIVER IN PERSON,special ideas use. i
11015,258,86,3,15.00,17373.75,0.10,0.02,N,O,1998-01-06,1997-11-15,1998-01-18,COLLECT COD,eposits. bli
11042,81,7,1,6.00,5886.48,0.04,0.08,N,O,1998-06-03,1998-07-22,1998-06-05,TAKE BACK RETURN,counts. finally
11042,1565,46,2,49.00,71861.44,0.03,0.04,N,O,1998-07-04,1998-07-24,1998-07-14,NONE,rding to the furi
11042,421,80,3,49.00,64749.58,0.04,0.07,N,O,1998-05-30,1998-06-30,1998-06-19,DELIVER IN PERSON,re furiously according to the spe
11139,637,31,2,39.00,59967.57,0.08,0.03,N,O,1998-09-09,1998-08-15,1998-10-02,TAKE BACK RETURN,fily pending instructi
11139,654,48,3,13.00,20210.45,0.10,0.06,N,O,1998-07-01,1998-07-06,1998-07-19,TAKE BACK RETURN,thlessly final deposits slee
11298,1569,90,5,15.00,22058.40,0.07,0.03,N,O,1998-03-05,1998-03-03,1998-03-30,DELIVER IN PERSON,g the slyly ironic d
11458,142,95,5,30.00,31264.20,0.08,0.06,N,O,1998-05-31,1998-06-02,1998-06-11,COLLECT COD,carefully express platelets ca
11523,1738,65,4,48.00,78707.04,0.08,0.05,N,O,1998-08-18,1998-10-11,1998-09-09,NONE,ct furiously after the furiously ironic ide
11523,1617,59,5,19.00,28853.59,0.07,0.00,N,O,1998-11-17,1998-09-01,1998-11-27,COLLECT COD,e of the regular foxes
11526,740,41,2,30.00,49222.20,0.01,0.08,N,O,1998-06-12,1998-05-03,1998-06-26,DELIVER IN PERSON,"ven, regular warthogs against th"
11554,43,69,4,50.00,47152.00,0.06,0.07,N,O,1998-07-08,1998-07-20,1998-07-10,DELIVER IN PERSON,"riously regular, final instruc"
11587,1701,28,1,22.00,35259.40,0.10,0.06,N,O,1998-06-16,1998-05-31,1998-07-09,NONE,usly. furiously slow requests afte
11587,1501,82,2,33.00,46282.50,0.09,0.00,N,O,1998-06-03,1998-04-12,1998-06-09,COLLECT COD,al instructions boost quickly above the
11588,1705,32,1,33.00,53021.10,0.00,0.05,N,O,1998-01-14,1997-12-06,1998-01-28,COLLECT COD,slyly even theodolites promise quic
11618,594,55,1,27.00,40353.93,0.01,0.02,N,O,1998-05-17,1998-04-01,1998-05-25,COLLECT COD,ites are quickly requests. furiously
11618,582,43,4,6.00,8895.48,0.07,0.00,N,O,1998-03-20,1998-04-04,1998-03-23,COLLECT COD,egular courts
11619,737,70,2,10.00,16377.30,0.08,0.04,N,O,1998-08-05,1998-10-09,1998-09-02,NONE,blithely bold ideas. pending pinto bea
11655,1353,92,1,32.00,40139.20,0.04,0.04,N,O,1998-08-11,1998-09-25,1998-09-02,TAKE BACK RETURN,fter the pending requests wake c
11655,1741,68,2,49.00,80494.26,0.06,0.07,N,O,1998-07-04,1998-09-20,1998-07-06,COLLECT COD,regular excus
11717,1035,41,4,38.00,35569.14,0.04,0.04,N,O,1998-03-23,1998-05-11,1998-04-06,DELIVER IN PERSON,e the ironic depo
11717,821,88,5,10.00,17218.20,0.07,0.06,N,O,1998-06-15,1998-05-21,1998-07-07,COLLECT COD,ove the final sentiments: qui
11749,765,62,1,7.00,11660.32,0.01,0.07,N,O,1998-04-11,1998-05-02,1998-04-15,COLLECT COD,beans play blithel
11783,1561,2,2,13.00,19013.28,0.05,0.02,N,O,1998-07-20,1998-05-23,1998-07-26,DELIVER IN PERSON,"ickly. final, ironic requests nag iron"
11904,1213,51,3,3.00,3342.63,0.08,0.07,N,O,1998-03-21,1998-01-08,1998-04-09,COLLECT COD,theodolites. blithely express deposits am
11940,1304,81,2,11.00,13258.30,0.09,0.00,N,O,1998-08-29,1998-08-14,1998-09-27,NONE,wake. even requests
11970,1777,78,1,18.00,30217.86,0.06,0.00,N,O,1998-06-03,1998-08-20,1998-06-15,DELIVER IN PERSON,fluffily by the packages. slyly regul
12036,1075,76,3,29.00,28306.03,0.09,0.00,N,O,1998-03-02,1998-04-07,1998-03-05,TAKE BACK RETURN,uickly. ironic ideas h
12071,934,37,1,27.00,49543.11,0.02,0.00,N,O,1998-08-17,1998-08-24,1998-09-10,NONE,luffily express accounts sleep care
12071,704,37,2,23.00,36908.10,0.05,0.06,N,O,1998-10-07,1998-08-15,1998-10-28,DELIVER IN PERSON,ke quickly quickly regular accounts. c
12131,1060,31,1,26.00,24987.56,0.03,0.01,N,O,1998-09-20,1998-08-06,1998-10-02,COLLECT COD,eposits detect car
12131,1862,6,5,21.00,37041.06,0.06,0.04,N,O,1998-07-22,1998-08-07,1998-07-26,TAKE BACK RETURN,s boost quickly bli
12167,508,39,2,26.00,36621.00,0.02,0.08,N,O,1998-06-25,1998-07-09,1998-07-13,COLLECT COD,he furiously spec
12327,1624,48,1,9.00,13730.58,0.07,0.04,N,O,1998-05-31,1998-05-30,1998-06-11,NONE,ng to the blithely final requests. pe
12327,276,4,3,9.00,10586.43,0.04,0.03,N,O,1998-07-12,1998-06-19,1998-08-02,COLLECT COD,uriously e
12391,467,68,2,45.00,61535.70,0.07,0.03,N,O,1998-08-15,1998-08-29,1998-08-22,NONE,furiously ironic th
12547,927,96,4,32.00,58493.44,0.03,0.02,N,O,1998-07-08,1998-06-24,1998-08-03,DELIVER IN PERSON,pon the express de
12577,1459,77,1,8.00,10883.60,0.06,0.04,N,O,1998-06-09,1998-07-29,1998-06-28,TAKE BACK RETURN,ess foxes a
12738,654,55,3,24.00,37311.60,0.03,0.06,N,O,1998-08-21,1998-08-31,1998-09-09,NONE,lar pinto bea
12802,1741,42,5,44.00,72280.56,0.00,0.00,N,O,1998-06-29,1998-05-20,1998-07-16,DELIVER IN PERSON,onic accounts above
12807,1308,23,1,7.00,8465.10,0.10,0.01,N,O,1998-04-14,1998-03-20,1998-05-13,NONE,ully final deposits c
12839,1168,77,6,37.00,39558.92,0.08,0.08,N,O,1998-03-14,1998-03-31,1998-04-09,NONE,accounts boost thin
13057,1850,37,1,44.00,77081.40,0.02,0.02,N,O,1998-02-22,1998-02-12,1998-03-19,COLLECT COD,. carefully pending deposits haggle sly
13191,1870,71,2,41.00,72646.67,0.06,0.03,N,O,1998-01-01,1998-02-05,1998-01-29,DELIVER IN PERSON,pecial theodol
13191,815,82,3,33.00,56621.73,0.03,0.05,N,O,1998-04-09,1998-02-09,1998-04-14,NONE,ect alongside
13219,524,85,2,43.00,61254.36,0.04,0.04,N,O,1997-12-27,1997-12-09,1998-01-16,NONE,efully regular instructions eat ironical
13220,629,23,5,44.00,67303.28,0.01,0.05,N,O,1998-10-06,1998-09-14,1998-10-08,DELIVER IN PERSON,blithely fluffy asymptotes-- slyly regula
13254,1028,29,1,49.00,45521.98,0.09,0.00,N,O,1998-04-08,1998-03-25,1998-05-03,COLLECT COD,inder quickly quietly final ac
13254,991,26,3,37.00,70003.63,0.02,0.01,N,O,1998-03-11,1998-05-13,1998-04-10,TAKE BACK RETURN,longside of the furiously ironi
13283,1156,65,2,12.00,12685.80,0.05,0.07,N,O,1998-02-18,1998-02-27,1998-02-25,TAKE BACK RETURN,", regular instru"
13477,191,18,5,46.00,50194.74,0.00,0.00,N,O,1997-12-20,1998-01-03,1998-01-02,NONE,tes. carefully bold excuses
13478,1177,86,5,15.00,16172.55,0.08,0.03,N,O,1998-02-08,1998-03-26,1998-02-27,COLLECT COD,"e the furious, pending patterns. q"
13571,32,83,1,25.00,23300.75,0.02,0.01,N,O,1998-06-08,1998-08-01,1998-07-01,DELIVER IN PERSON,s nod always unusual requests. e
13571,1186,23,4,31.00,33702.58,0.06,0.02,N,O,1998-10-01,1998-07-10,1998-10-03,NONE,lly even instructions sleep blit
13697,1808,38,2,30.00,51294.00,0.04,0.08,N,O,1998-07-19,1998-05-22,1998-08-18,NONE,latelets. blithely regular
13733,986,87,6,2.00,3773.96,0.02,0.05,N,O,1998-02-02,1998-03-23,1998-02-17,COLLECT COD,the carefully eve
13856,1867,11,1,4.00,7075.44,0.06,0.00,N,O,1998-03-06,1998-02-26,1998-03-12,DELIVER IN PERSON,y regular requests. carefully p
13985,355,84,1,7.00,8787.45,0.02,0.08,N,O,1998-10-09,1998-08-24,1998-11-02,NONE,use special escapades. express ideas wake
13985,879,79,3,38.00,67635.06,0.06,0.03,N,O,1998-07-24,1998-07-15,1998-08-03,COLLECT COD,nd slyly final dolphins.
14149,1485,3,4,10.00,13864.80,0.05,0.08,N,O,1998-05-04,1998-03-28,1998-05-22,DELIVER IN PERSON,"ding to the even, fi"
14149,441,100,5,12.00,16097.28,0.02,0.02,N,O,1998-02-03,1998-04-12,1998-02-22,COLLECT COD,"slow, blithe pa"
14214,1076,82,2,3.00,2931.21,0.09,0.06,N,O,1997-12-08,1997-09-23,1998-01-03,TAKE BACK RETURN,st the final epitaphs. ironic foxes caj
14278,1882,83,4,14.00,24974.32,0.03,0.01,N,O,1998-06-17,1998-08-19,1998-06-19,DELIVER IN PERSON,odolites n
14278,1444,45,5,48.00,64581.12,0.02,0.03,N,O,1998-07-30,1998-07-17,1998-07-31,TAKE BACK RETURN,uriously above the
14279,1668,10,5,1.00,1569.66,0.08,0.06,N,O,1998-04-24,1998-03-23,1998-05-10,TAKE BACK RETURN,fter the furiously
14304,800,1,3,30.00,51024.00,0.06,0.00,N,O,1998-01-24,1998-01-19,1998-02-10,COLLECT COD,counts sleep quickly across the
14403,1306,83,1,48.00,57950.40,0.10,0.05,N,O,1998-03-25,1998-05-21,1998-04-04,COLLECT COD,nt platelets. furiou
14464,1710,11,1,29.00,46739.59,0.07,0.01,N,O,1998-05-08,1998-04-19,1998-05-16,TAKE BACK RETURN,to beans boost at the
14561,1361,62,6,36.00,45444.96,0.00,0.08,N,O,1998-07-29,1998-09-08,1998-08-04,TAKE BACK RETURN,to beans. regular accounts after the f
14565,1853,40,2,5.00,8774.25,0.05,0.03,N,O,1998-01-04,1998-02-05,1998-01-30,DELIVER IN PERSON,iously regular deposits:
14593,266,48,1,8.00,9330.08,0.08,0.00,N,O,1998-02-02,1998-04-05,1998-03-03,NONE,"atop the bold, express pi"
14659,737,2,1,47.00,76973.31,0.08,0.08,N,O,1998-03-28,1998-04-22,1998-03-30,TAKE BACK RETURN,. slyly iron
14689,899,66,3,3.00,5399.67,0.10,0.07,N,O,1998-09-17,1998-10-21,1998-09-27,DELIVER IN PERSON,"wind against the bold, regular de"
14691,451,52,2,42.00,56760.90,0.08,0.07,N,O,1998-07-26,1998-07-07,1998-08-01,DELIVER IN PERSON,ly even accounts cajole blithely a
14694,503,4,1,45.00,63157.50,0.07,0.05,N,O,1998-11-21,1998-10-22,1998-11-26,DELIVER IN PERSON,", silent theodolites. slyly unusual pa"
14694,1232,44,3,47.00,53261.81,0.05,0.02,N,O,1998-09-22,1998-10-13,1998-10-10,DELIVER IN PERSON,he carefully
14694,1243,81,7,44.00,50346.56,0.06,0.07,N,O,1998-11-09,1998-10-25,1998-11-21,NONE,pending deposits integrate across the iro
14787,1513,34,1,6.00,8487.06,0.10,0.08,N,O,1998-07-24,1998-09-20,1998-07-28,DELIVER IN PERSON,eas affix careful
14787,1412,13,2,50.00,65670.50,0.04,0.05,N,O,1998-10-23,1998-08-18,1998-11-08,TAKE BACK RETURN,es. even dolphins alongside of the pendi
14821,1774,17,4,27.00,45245.79,0.06,0.06,N,O,1998-06-13,1998-08-31,1998-07-09,DELIVER IN PERSON,unusual packages sleep fluffily above the
14914,867,67,1,20.00,35357.20,0.08,0.08,N,O,1998-05-26,1998-05-05,1998-06-02,NONE,packages hag
14917,445,4,1,26.00,34981.44,0.08,0.01,N,O,1998-04-25,1998-03-14,1998-05-07,COLLECT COD,cajole at the quickly ironi
15364,1406,24,3,37.00,48373.80,0.02,0.06,N,O,1998-01-16,1998-03-08,1998-02-13,DELIVER IN PERSON,haggle fluffil
15396,1938,83,5,29.00,53357.97,0.03,0.03,N,O,1998-03-03,1998-01-17,1998-03-20,TAKE BACK RETURN,ly according to the careful
15495,860,60,3,7.00,12326.02,0.05,0.08,N,O,1998-05-13,1998-05-19,1998-05-28,DELIVER IN PERSON,yly. furiously iro
15527,580,41,1,33.00,48859.14,0.07,0.08,N,O,1998-10-07,1998-09-01,1998-10-13,NONE,quickly express packa
15559,1406,85,1,17.00,22225.80,0.00,0.03,N,O,1998-05-25,1998-06-01,1998-06-14,NONE,ke carefully sly platelets. evenly e
15717,1654,37,5,23.00,35779.95,0.03,0.03,N,O,1998-03-22,1998-04-26,1998-04-21,COLLECT COD,nst the blithely pending theodolites enga
15749,426,85,1,43.00,57036.06,0.08,0.00,N,O,1998-01-20,1997-11-21,1998-02-03,DELIVER IN PERSON,boldly even platelets integrate fluffily
15779,924,59,1,35.00,63872.20,0.04,0.07,N,O,1998-05-22,1998-04-06,1998-05-29,DELIVER IN PERSON,ffily pending pinto beans.
15779,586,87,4,45.00,66896.10,0.03,0.02,N,O,1998-06-21,1998-05-16,1998-07-07,COLLECT COD,dinos among the
15811,1216,28,1,36.00,40219.56,0.02,0.00,N,O,1998-09-04,1998-10-20,1998-09-07,COLLECT COD,st quickly. requests haggle f
15811,1630,13,2,26.00,39822.38,0.00,0.00,N,O,1998-09-03,1998-09-18,1998-09-05,DELIVER IN PERSON,rash. blithely slow requests above the
15812,248,49,3,18.00,20668.32,0.05,0.00,N,O,1998-01-31,1997-12-03,1998-02-26,COLLECT COD,gside of the slyly bo
15840,1982,71,3,48.00,90431.04,0.02,0.07,N,O,1998-02-16,1998-03-11,1998-02-24,COLLECT COD,print carefu
15840,948,49,5,26.00,48072.44,0.07,0.00,N,O,1998-03-08,1998-04-14,1998-03-26,COLLECT COD,nic foxes sleep f
15975,1623,47,6,38.00,57935.56,0.01,0.07,N,O,1998-04-14,1998-03-19,1998-04-26,NONE,carefully ironic ideas mig
16000,844,44,3,22.00,38386.48,0.01,0.08,N,O,1998-03-24,1998-01-23,1998-04-14,DELIVER IN PERSON,icingly. bold packages
16000,1468,69,5,4.00,5477.84,0.06,0.01,N,O,1998-02-14,1998-01-23,1998-03-09,DELIVER IN PERSON,inal plate
16000,143,22,6,31.00,32337.34,0.09,0.00,N,O,1998-04-02,1998-03-09,1998-04-18,NONE,s use carefully final ideas. pendi
16131,1972,5,7,17.00,31857.49,0.05,0.01,N,O,1998-01-22,1998-02-11,1998-01-27,TAKE BACK RETURN,e blithely unusual packages haggl
16355,767,68,3,31.00,51700.56,0.09,0.04,N,O,1998-07-08,1998-05-14,1998-08-01,NONE,longside of the thin
16516,57,33,2,39.00,37324.95,0.01,0.05,N,O,1997-12-28,1998-01-31,1998-01-11,COLLECT COD,"e furiously regular packages. enticing, b"
16614,1403,21,1,35.00,45654.00,0.02,0.00,N,O,1998-01-06,1997-11-03,1998-02-02,COLLECT COD,"as cajole slyly bold, regula"
16675,178,5,6,15.00,16172.55,0.07,0.03,N,O,1998-09-03,1998-07-24,1998-10-01,DELIVER IN PERSON,deas sleep blithel
16736,90,41,1,43.00,42573.87,0.06,0.08,N,O,1997-12-15,1998-01-11,1998-01-01,COLLECT COD,o beans breach enticingly.
16833,1078,14,1,13.00,12727.91,0.03,0.00,N,O,1998-01-09,1997-11-17,1998-01-24,COLLECT COD,the slow excuses. i
16899,371,100,2,25.00,31784.25,0.00,0.02,N,O,1998-07-31,1998-08-19,1998-08-25,NONE,inst the exp
17059,1946,79,2,25.00,46198.50,0.09,0.02,N,O,1998-04-10,1998-05-27,1998-04-26,NONE,nal dependencies-- slyly blithe
17156,1483,1,5,2.00,2768.96,0.02,0.06,N,O,1998-05-27,1998-03-04,1998-06-17,COLLECT COD,to cajole. final instructions use
17188,851,18,3,21.00,36788.85,0.01,0.00,N,O,1998-02-05,1998-03-11,1998-02-19,COLLECT COD,nusual depend
17188,1397,74,4,12.00,15580.68,0.05,0.07,N,O,1998-04-29,1998-03-01,1998-05-24,NONE,y final requests hag
17347,566,57,1,6.00,8799.36,0.00,0.02,N,O,1998-03-31,1998-05-30,1998-04-18,TAKE BACK RETURN,sits. blithely special requests c
17347,1567,88,3,36.00,52868.16,0.02,0.03,N,O,1998-04-21,1998-05-24,1998-05-07,DELIVER IN PERSON,l deposits nag above the final
17347,135,88,4,23.00,23807.99,0.00,0.04,N,O,1998-04-11,1998-05-31,1998-04-18,TAKE BACK RETURN,s cajole carefully quickl
17443,1172,45,2,12.00,12878.04,0.09,0.00,N,O,1998-07-06,1998-05-12,1998-07-22,COLLECT COD,finally regular pack
17443,781,46,4,43.00,72316.54,0.06,0.06,N,O,1998-06-30,1998-05-12,1998-07-12,NONE,es. unusual ideas about the sl
17536,15,66,4,41.00,37515.41,0.07,0.07,N,O,1998-03-01,1997-12-09,1998-03-10,COLLECT COD,fluffily regular d
17537,996,65,1,18.00,34145.82,0.07,0.08,N,O,1998-08-07,1998-09-20,1998-08-11,COLLECT COD,osits cajole qu
17667,922,23,1,31.00,56510.52,0.02,0.06,N,O,1998-07-13,1998-09-01,1998-08-02,NONE,e after the final packages. quickly even
17762,1499,17,6,42.00,58820.58,0.08,0.05,N,O,1998-05-13,1998-04-06,1998-05-25,TAKE BACK RETURN,kly according to the pending
17920,1623,6,3,12.00,18295.44,0.00,0.05,N,O,1998-02-28,1998-03-21,1998-03-06,TAKE BACK RETURN,grate carefully. accounts along t
17921,527,58,4,28.00,39970.56,0.02,0.03,N,O,1998-09-13,1998-09-05,1998-10-10,NONE,counts. care
17955,226,81,6,3.00,3378.66,0.08,0.01,N,O,1998-10-17,1998-09-29,1998-10-26,DELIVER IN PERSON,the accounts
17990,812,13,2,15.00,25692.15,0.01,0.06,N,O,1998-05-23,1998-06-08,1998-06-03,DELIVER IN PERSON,tions. busily express f
18086,930,31,4,5.00,9154.65,0.09,0.02,N,O,1998-06-02,1998-08-03,1998-06-15,TAKE BACK RETURN,ans detect fluff
18277,1979,12,1,31.00,58310.07,0.05,0.04,N,O,1998-03-24,1998-05-10,1998-04-17,TAKE BACK RETURN,en accounts should have to promise.
18277,956,57,2,10.00,18569.50,0.02,0.07,N,O,1998-03-12,1998-04-17,1998-03-18,DELIVER IN PERSON,re blithely around the packages. packag
18311,1177,78,4,28.00,30188.76,0.04,0.02,N,O,1998-03-21,1998-06-07,1998-04-15,COLLECT COD,xpress instructions serve bli
18433,906,75,1,27.00,48786.30,0.06,0.05,N,O,1998-05-01,1998-06-10,1998-05-04,COLLECT COD,"he regular deposits. unusual, regular"
18439,1702,29,1,49.00,78581.30,0.01,0.08,N,O,1998-09-01,1998-08-25,1998-09-04,NONE,leep deposits: pinto beans detect carefu
18469,1689,72,4,12.00,19088.16,0.08,0.02,N,O,1998-07-14,1998-09-12,1998-07-22,TAKE BACK RETURN,its. busily express deposits boos
18656,829,96,2,19.00,32866.58,0.07,0.07,N,O,1998-08-15,1998-09-27,1998-09-05,DELIVER IN PERSON,o beans among the instructio
18660,907,8,3,28.00,50621.20,0.00,0.06,N,O,1998-04-17,1998-03-18,1998-05-17,TAKE BACK RETURN,. carefully iron
18848,521,12,3,9.00,12793.68,0.06,0.06,N,O,1998-07-18,1998-05-04,1998-08-06,DELIVER IN PERSON,counts. ironic deposits wak
18881,31,32,1,37.00,34448.11,0.00,0.08,N,O,1998-05-08,1998-04-28,1998-05-20,NONE,quests hinder furiously even pi
18882,738,3,3,18.00,29497.14,0.00,0.03,N,O,1998-03-22,1998-04-04,1998-04-06,TAKE BACK RETURN,ogs. carefully regular packages sleep
18882,85,11,5,15.00,14776.20,0.05,0.02,N,O,1998-04-17,1998-04-02,1998-05-03,COLLECT COD,ate blithely. regular requests nag quickly
18885,1080,51,3,31.00,30413.48,0.07,0.03,N,O,1998-07-22,1998-07-30,1998-08-14,COLLECT COD,"nic ideas. ironic requests are. final, iron"
18949,1711,38,3,43.00,69346.53,0.01,0.07,N,O,1998-05-09,1998-04-22,1998-06-01,TAKE BACK RETURN,asymptotes wake fu
18949,740,41,4,4.00,6562.96,0.08,0.01,N,O,1998-06-07,1998-05-10,1998-06-15,DELIVER IN PERSON,eposits are carefully furiously exp
18977,1842,86,1,16.00,27901.44,0.04,0.07,N,O,1998-02-12,1998-02-10,1998-03-09,DELIVER IN PERSON,sts wake furiously. regular ideas cajole
18977,555,16,2,28.00,40755.40,0.07,0.03,N,O,1998-02-10,1998-02-07,1998-03-04,NONE,s dolphins sleep fluffily dol
18979,1016,52,7,14.00,12838.14,0.09,0.05,N,O,1998-07-27,1998-06-15,1998-08-06,COLLECT COD,ruthless platelets
19014,1600,81,2,46.00,69073.60,0.03,0.00,N,O,1997-12-30,1997-10-31,1998-01-27,NONE,ites integrate
19202,204,5,1,6.00,6625.20,0.05,0.04,N,O,1998-10-31,1998-09-16,1998-11-14,TAKE BACK RETURN,brave deposit
19267,1165,38,2,13.00,13860.08,0.01,0.00,N,O,1998-04-24,1998-03-29,1998-05-01,TAKE BACK RETURN,efully regular theodolites
19269,1328,43,2,22.00,27045.04,0.02,0.00,N,O,1998-10-17,1998-09-03,1998-11-01,COLLECT COD,lar deposits wake slyly special ideas
19335,1820,7,2,43.00,74038.26,0.05,0.04,N,O,1997-12-31,1997-10-31,1998-01-13,TAKE BACK RETURN,- pending pinto
19364,695,89,2,32.00,51062.08,0.02,0.00,N,O,1998-01-09,1998-01-02,1998-01-30,TAKE BACK RETURN,lphins are blithely iro
19396,67,93,4,10.00,9670.60,0.02,0.08,N,O,1998-09-20,1998-10-01,1998-10-14,COLLECT COD,ts. slyly pen
19426,1436,54,3,9.00,12036.87,0.09,0.07,N,O,1998-02-12,1998-01-20,1998-03-06,DELIVER IN PERSON,nal foxes use slyly ex
19460,646,9,2,34.00,52585.76,0.02,0.00,N,O,1998-03-31,1998-02-18,1998-04-18,DELIVER IN PERSON,special foxes alongside of the sly
19525,1678,79,4,11.00,17376.37,0.08,0.08,N,O,1998-02-19,1998-02-13,1998-03-12,DELIVER IN PERSON,packages sleep furiously across
19618,730,95,4,6.00,9784.38,0.09,0.06,N,O,1998-06-07,1998-07-18,1998-07-04,COLLECT COD,ronic packages.
19876,253,54,4,50.00,57662.50,0.03,0.05,N,O,1998-11-19,1998-09-02,1998-11-27,NONE,es haggle bravely quickly express decoys.
19877,664,65,5,5.00,7823.30,0.04,0.03,N,O,1998-08-16,1998-09-06,1998-09-10,NONE,hely quiet pinto beans. furiously silent
19877,1905,6,7,50.00,90345.00,0.06,0.03,N,O,1998-07-02,1998-08-24,1998-07-13,TAKE BACK RETURN,nal ideas. deposits doze according
19878,783,48,6,1.00,1683.78,0.08,0.00,N,O,1998-02-10,1998-02-26,1998-03-10,NONE,vely alongside of the warthogs. c
19904,1474,14,5,3.00,4126.41,0.04,0.00,N,O,1998-05-01,1998-05-06,1998-05-23,TAKE BACK RETURN,t courts detect. quickly e
19907,1240,41,5,36.00,41084.64,0.01,0.00,N,O,1998-09-04,1998-08-07,1998-09-12,NONE,he slyly ir
19937,832,32,1,22.00,38122.26,0.02,0.05,N,O,1998-10-10,1998-09-16,1998-10-23,TAKE BACK RETURN,furiously unusual foxes prin
19942,286,68,4,8.00,9490.24,0.01,0.03,N,O,1998-05-19,1998-05-25,1998-05-28,TAKE BACK RETURN,ss carefully among the sil
20005,207,89,3,6.00,6643.20,0.00,0.01,N,O,1998-03-07,1998-04-22,1998-03-13,DELIVER IN PERSON,ithely bold pains integrate fl
20099,723,20,3,9.00,14613.48,0.05,0.07,N,O,1998-01-20,1997-12-20,1998-01-29,TAKE BACK RETURN,"carefully special, express attainments."
20290,218,19,4,49.00,54792.29,0.01,0.02,N,O,1998-02-02,1997-12-08,1998-02-28,DELIVER IN PERSON,er the slyly unu
20423,1326,3,4,12.00,14727.84,0.01,0.01,N,O,1998-01-23,1998-02-03,1998-02-11,DELIVER IN PERSON,e busily iron
20514,1912,57,2,34.00,61672.94,0.06,0.01,N,O,1998-08-18,1998-06-25,1998-08-30,DELIVER IN PERSON,furiously blithely bold pinto beans
20610,1397,74,2,30.00,38951.70,0.06,0.00,N,O,1998-01-07,1998-01-25,1998-01-24,DELIVER IN PERSON,furiously fin
20610,1275,13,4,29.00,34111.83,0.09,0.04,N,O,1998-03-09,1998-01-23,1998-03-14,TAKE BACK RETURN,nding deposits haggle after the re
20769,181,60,3,13.00,14055.34,0.06,0.08,N,O,1998-07-11,1998-09-18,1998-07-14,COLLECT COD,"of the regular,"
20865,1519,40,7,25.00,35512.75,0.04,0.00,N,O,1998-04-14,1998-02-03,1998-04-22,DELIVER IN PERSON,y final packag
20929,1447,26,2,18.00,24271.92,0.02,0.08,N,O,1998-02-08,1998-03-23,1998-02-15,DELIVER IN PERSON,yly bold pinto beans. ironic re
21062,489,19,2,50.00,69474.00,0.08,0.04,N,O,1998-02-01,1997-12-14,1998-02-09,TAKE BACK RETURN,press accounts. grouches integr
21123,883,17,2,16.00,28542.08,0.03,0.03,N,O,1998-09-26,1998-09-18,1998-10-23,COLLECT COD,around the carefully stealthy excuses.
21123,1746,73,4,50.00,82387.00,0.03,0.00,N,O,1998-09-25,1998-09-23,1998-10-07,DELIVER IN PERSON,ilent requests against t
21152,170,97,6,38.00,40666.46,0.06,0.05,N,O,1998-01-18,1998-01-01,1998-02-15,NONE,nst the eve
21184,1032,38,2,11.00,10263.33,0.01,0.02,N,O,1998-08-09,1998-09-18,1998-09-02,TAKE BACK RETURN,slyly even packag
21280,730,31,1,29.00,47291.17,0.07,0.01,N,O,1997-12-16,1998-01-08,1998-01-10,DELIVER IN PERSON,g to the pending
21280,1980,81,5,18.00,33875.64,0.03,0.07,N,O,1998-01-13,1998-01-25,1998-02-07,NONE,s. final dependencie
21282,1995,28,2,8.00,15175.92,0.02,0.01,N,O,1998-06-04,1998-06-08,1998-06-20,NONE,ironic packages haggle according
21351,1979,80,3,12.00,22571.64,0.10,0.00,N,O,1998-04-10,1998-04-12,1998-04-11,NONE,arefully acr
21446,885,85,2,27.00,48218.76,0.00,0.05,N,O,1998-06-22,1998-07-26,1998-06-29,TAKE BACK RETURN,slyly ironic
21637,1661,62,1,33.00,51567.78,0.07,0.05,N,O,1998-03-14,1998-04-25,1998-04-13,TAKE BACK RETURN,arefully carefully regular pinto beans
21698,847,48,3,5.00,8739.20,0.04,0.01,N,O,1998-03-09,1998-05-02,1998-03-28,DELIVER IN PERSON,t the bold idea
21920,198,99,6,2.00,2196.38,0.09,0.08,N,O,1998-05-02,1998-06-03,1998-05-08,NONE,l pains integrate s
