l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_comment
8838,1042,48,1,3.00,2829.12,0.03,0.00,N,O,1997-10-04,1997-10-19,1997-10-09,NONE,sts boost-- even
8867,38,14,3,17.00,15946.51,0.05,0.04,N,O,1997-03-18,1997-03-09,1997-03-20,COLLECT COD,xcuses cajo
8896,1849,93,1,28.00,49023.52,0.04,0.08,N,O,1997-04-01,1997-04-06,1997-04-03,DELIVER IN PERSON,ar deposits. blithel
8897,212,40,5,50.00,55610.50,0.02,0.02,N,O,1997-09-26,1997-11-22,1997-10-03,NONE,uickly ironic waters. q
9122,1920,53,1,40.00,72876.80,0.06,0.00,N,O,1997-01-30,1997-02-10,1997-02-09,DELIVER IN PERSON,ctions. quickly unusua
9122,491,92,2,42.00,58442.58,0.03,0.07,N,O,1997-04-01,1997-01-19,1997-04-28,DELIVER IN PERSON,uests are f
9122,950,85,3,16.00,29615.20,0.06,0.04,N,O,1997-03-06,1997-01-24,1997-03-25,TAKE BACK RETURN,quickly. express accounts use
9122,219,20,4,29.00,32457.09,0.04,0.07,N,O,1997-02-23,1997-02-26,1997-03-07,NONE,x-ray carefully after the
9153,1402,3,6,5.00,6517.00,0.03,0.03,N,O,1997-08-14,1997-10-14,1997-09-02,COLLECT COD,xpress requ
9154,143,22,2,7.00,7301.98,0.09,0.05,N,O,1997-09-28,1997-09-21,1997-10-27,TAKE BACK RETURN,ts after the idl
9154,1735,36,7,47.00,76926.31,0.04,0.05,N,O,1997-07-07,1997-09-07,1997-07-25,DELIVER IN PERSON,s. final theodolites sleep car
9184,1182,55,1,46.00,49826.28,0.01,0.04,N,O,1997-09-07,1997-09-30,1997-10-03,NONE,"yly asymptotes. final, expre"
9184,103,56,2,1.00,1003.10,0.05,0.02,N,O,1997-11-15,1997-09-08,1997-12-12,COLLECT COD,ecial courts hagg
9189,1531,52,1,44.00,63031.32,0.09,0.00,N,O,1996-12-30,1997-01-12,1997-01-26,TAKE BACK RETURN,ckey players--
9189,1904,5,2,27.00,48759.30,0.00,0.07,N,O,1997-03-16,1997-01-25,1997-03-27,DELIVER IN PERSON,regularly enticing excuses cajole
9223,1176,85,3,43.00,46318.31,0.02,0.01,N,O,1997-11-02,1997-10-02,1997-11-26,TAKE BACK RETURN,decoys affix for the ironic dependenc
9376,1042,13,4,38.00,35835.52,0.04,0.06,N,O,1997-08-11,1997-08-27,1997-08-24,TAKE BACK RETURN,y realms alongside
9410,55,81,2,6.00,5730.30,0.02,0.07,N,O,1997-07-21,1997-10-13,1997-08-06,DELIVER IN PERSON,"ts; silent, ironic pinto beans"
9443,1316,55,3,28.00,34084.68,0.02,0.08,N,O,1997-08-08,1997-06-16,1997-08-31,COLLECT COD,y express ideas haggle f
9636,738,3,2,36.00,58994.28,0.08,0.02,N,O,1997-02-10,1997-04-14,1997-03-05,NONE,lly ironic
9636,82,8,3,5.00,4910.40,0.00,0.04,N,O,1997-05-25,1997-03-07,1997-06-16,TAKE BACK RETURN,thrash carefully
9734,988,57,1,48.00,90671.04,0.07,0.05,N,O,1997-02-24,1997-05-04,1997-02-27,TAKE BACK RETURN,e of the sheaves. regul
9830,231,59,2,34.00,38461.82,0.04,0.03,N,O,1997-10-06,1997-11-28,1997-11-03,NONE,regular in
9862,1959,92,3,37.00,68855.15,0.05,0.07,N,O,1997-11-20,1997-12-27,1997-12-15,DELIVER IN PERSON,ctions! blit
10023,1997,98,2,7.00,13292.93,0.02,0.02,N,O,1997-01-04,1997-01-17,1997-01-12,NONE,lithely regular requests. regular
10180,1252,90,1,9.00,10379.25,0.00,0.05,N,O,1997-04-23,1997-05-20,1997-04-28,COLLECT COD,y furious packages
10180,1745,46,3,17.00,27994.58,0.04,0.01,N,O,1997-04-20,1997-05-23,1997-05-02,NONE,"accounts. express, final"
10211,786,51,4,28.00,47229.84,0.08,0.07,N,O,1997-10-12,1997-10-19,1997-11-09,TAKE BACK RETURN,ven instructions sleep car
10246,996,99,1,50.00,94849.50,0.07,0.02,N,O,1997-10-04,1997-09-07,1997-10-15,COLLECT COD,detect unusual wa
10465,1946,35,4,47.00,86853.18,0.07,0.03,N,O,1997-08-02,1997-06-16,1997-08-14,NONE,inal asymptotes should h
10529,1011,17,1,37.00,33744.37,0.01,0.08,N,O,1997-10-28,1998-01-16,1997-11-12,COLLECT COD,"ons. pending, express foxes boost q"
10560,736,1,6,38.00,62195.74,0.03,0.01,N,O,1997-10-05,1997-08-29,1997-11-02,DELIVER IN PERSON,packages into the f
10561,551,52,1,30.00,43546.50,0.02,0.08,N,O,1997-06-18,1997-07-08,1997-06-22,COLLECT COD,foxes according
10596,1793,36,3,15.00,25421.85,0.03,0.04,N,O,1997-05-02,1997-06-25,1997-05-20,TAKE BACK RETURN,ds cajole
10599,189,42,4,40.00,43567.20,0.09,0.04,N,O,1997-07-30,1997-09-21,1997-08-13,COLLECT COD,ggle carefully final platelets. fina
10788,1965,66,4,28.00,52274.88,0.08,0.02,N,O,1997-05-13,1997-04-10,1997-06-05,TAKE BACK RETURN,uests. regular accounts sleep.
10912,1673,74,6,4.00,6298.68,0.07,0.06,N,O,1997-03-03,1997-02-15,1997-03-18,COLLECT COD,regular excuses. quickly regula
10946,1155,28,1,43.00,45414.45,0.08,0.05,N,O,1997-05-11,1997-06-09,1997-05-19,NONE,lites detect blithely furiously i
11010,970,39,4,22.00,41161.34,0.09,0.00,N,O,1997-04-17,1997-05-20,1997-04-21,DELIVER IN PERSON,the special ideas solve carefully sl
11015,1388,89,1,16.00,20630.08,0.04,0.05,N,O,1997-12-03,1997-11-30,1997-12-26,DELIVER IN PERSON,lithely final requests. careful
11015,1525,46,2,16.00,22824.32,0.05,0.07,N,O,1997-10-06,1997-10-19,1997-10-28,NONE,ly even in
11041,475,76,1,40.00,55018.80,0.03,0.01,N,O,1997-06-29,1997-05-29,1997-07-27,NONE,es are fluffily ac
11041,1589,70,5,12.00,17886.96,0.08,0.03,N,O,1997-05-18,1997-05-06,1997-06-10,TAKE BACK RETURN,ns. slyly bold pinto
11079,225,26,1,3.00,3375.66,0.01,0.03,N,O,1997-11-26,1997-10-22,1997-12-08,DELIVER IN PERSON,regular asymptotes. special dolphins inte
11140,1750,51,2,16.00,26428.00,0.07,0.06,N,O,1997-08-23,1997-10-04,1997-09-11,TAKE BACK RETURN,al packages. furiously even asymptotes a
11140,1297,72,7,31.00,37146.99,0.10,0.08,N,O,1997-08-27,1997-09-23,1997-09-18,TAKE BACK RETURN,ts. fluffily silent requests haggle f
11142,628,60,1,48.00,73373.76,0.05,0.07,N,O,1997-12-06,1997-12-05,1997-12-14,TAKE BACK RETURN,sly silent deposits boost carefully
11142,1596,97,5,44.00,65893.96,0.06,0.02,N,O,1997-11-17,1997-11-28,1997-11-21,TAKE BACK RETURN,riously even br
11142,310,11,6,37.00,44781.47,0.06,0.04,N,O,1997-10-19,1997-11-19,1997-11-11,TAKE BACK RETURN,s poach quickly carefully
11200,424,54,2,3.00,3973.26,0.02,0.00,N,O,1997-03-14,1997-04-28,1997-04-03,COLLECT COD,bravely regular foxes haggle blithely expre
11200,1624,66,3,47.00,71704.14,0.05,0.04,N,O,1997-04-28,1997-05-01,1997-05-26,NONE,y unusual accounts affix carefully. b
11334,1310,25,3,4.00,4845.24,0.08,0.04,N,O,1997-11-03,1997-09-07,1997-11-11,COLLECT COD,"et, unusua"
11364,859,59,2,44.00,77433.40,0.04,0.03,N,O,1997-06-12,1997-05-16,1997-06-27,NONE,he slyly regular pack
11525,398,55,4,46.00,59725.94,0.03,0.01,N,O,1997-05-10,1997-06-18,1997-05-23,TAKE BACK RETURN,ideas use fu
11750,1088,24,4,1.00,989.08,0.05,0.08,N,O,1997-04-02,1997-04-14,1997-04-13,DELIVER IN PERSON,"ing notornis sleep. regular, r"
11778,1075,76,2,5.00,4880.35,0.08,0.05,N,O,1997-07-01,1997-06-20,1997-07-15,TAKE BACK RETURN,express waters sleep furiously fina
11905,308,93,4,2.00,2416.60,0.04,0.03,N,O,1997-08-28,1997-09-05,1997-09-25,DELIVER IN PERSON,hinly accordi
11906,56,32,1,41.00,39198.05,0.07,0.07,N,O,1997-01-08,1997-01-21,1997-01-17,DELIVER IN PERSON,rts. notornis wake slyly. slyly regu
12034,1927,60,2,21.00,38407.32,0.06,0.06,N,O,1997-01-29,1997-02-11,1997-02-26,DELIVER IN PERSON,o the carefully ironic requests. quickly
12035,492,93,7,25.00,34812.25,0.04,0.02,N,O,1997-03-01,1996-12-15,1997-03-22,TAKE BACK RETURN,le slyly special depe
12103,288,16,5,19.00,22577.32,0.01,0.00,N,O,1997-01-22,1997-02-17,1997-01-27,DELIVER IN PERSON,counts haggle slyly final packages.
12128,106,85,3,31.00,31189.10,0.01,0.08,N,O,1997-07-06,1997-08-14,1997-07-22,NONE,deas sleep slyly accordi
12132,755,88,1,32.00,52984.00,0.04,0.05,N,O,1997-01-03,1996-11-05,1997-01-20,TAKE BACK RETURN,al deposits sleep blithely. bold pea
12197,431,32,3,20.00,26628.60,0.03,0.06,N,O,1997-09-27,1997-08-20,1997-10-01,TAKE BACK RETURN,arefully. furiously eve
12231,955,58,1,9.00,16703.55,0.09,0.06,N,O,1997-10-17,1997-09-10,1997-11-16,COLLECT COD,iously slyly
12231,600,1,5,44.00,66026.40,0.02,0.08,N,O,1997-11-17,1997-10-04,1997-12-16,DELIVER IN PERSON,y ironic platelets. s
12231,1906,7,6,43.00,77739.70,0.01,0.01,N,O,1997-08-29,1997-09-03,1997-09-04,COLLECT COD,oggedly silent deposits. fluffily regular
12288,1677,19,3,17.00,26837.39,0.05,0.03,N,O,1997-01-19,1997-01-13,1997-01-24,NONE,y regular Tiresias along t
12354,219,74,2,15.00,16788.15,0.09,0.08,N,O,1997-04-27,1997-03-19,1997-05-14,TAKE BACK RETURN,blithely final reque
12358,1336,37,3,3.00,3711.99,0.04,0.00,N,O,1996-12-26,1996-12-09,1997-01-02,TAKE BACK RETURN,carefully. packages haggle. f
12388,1869,13,1,47.00,83230.42,0.01,0.04,N,O,1997-12-07,1997-12-01,1997-12-08,COLLECT COD,accounts wake quickly ab
12517,1803,4,3,17.00,28981.60,0.05,0.01,N,O,1997-04-18,1997-03-24,1997-04-26,NONE,kages. fluffily ev
12578,81,32,2,21.00,20602.68,0.05,0.03,N,O,1997-01-18,1997-02-03,1997-01-21,COLLECT COD,finally unusual ideas boost carefully. ca
12679,39,15,1,3.00,2817.09,0.10,0.06,N,O,1997-10-05,1997-08-24,1997-10-30,TAKE BACK RETURN,sts are fluffily. packages cajole somet
12679,1594,75,2,50.00,74779.50,0.05,0.03,N,O,1997-07-04,1997-09-15,1997-07-20,DELIVER IN PERSON,inal platelets
12801,67,43,2,1.00,967.06,0.04,0.05,N,O,1997-09-10,1997-10-27,1997-10-01,COLLECT COD,refully bold deposits nag bo
12834,1434,74,1,28.00,37392.04,0.06,0.03,N,O,1996-12-26,1996-12-03,1997-01-03,TAKE BACK RETURN,g deposits cajole
12834,1167,40,5,16.00,17090.56,0.03,0.06,N,O,1997-02-21,1996-12-17,1997-03-17,DELIVER IN PERSON,uffily express ideas. i
12835,1560,1,1,1.00,1461.56,0.08,0.07,N,O,1997-01-27,1997-03-27,1997-01-30,DELIVER IN PERSON,tructions wake sile
12865,431,90,4,21.00,27960.03,0.08,0.02,N,O,1997-06-11,1997-07-07,1997-07-06,NONE,g dependencies boost carefully. unus
12866,912,13,4,9.00,16316.19,0.01,0.02,N,O,1997-04-11,1997-02-20,1997-05-09,DELIVER IN PERSON,n deposits c
12866,637,69,7,12.00,18451.56,0.00,0.08,N,O,1997-05-04,1997-03-02,1997-05-28,TAKE BACK RETURN,ronic requests. sly
13058,459,89,1,9.00,12235.05,0.03,0.05,N,O,1997-05-19,1997-06-14,1997-05-24,COLLECT COD,egrate furiously. caref
13061,1204,16,2,9.00,9946.80,0.04,0.08,N,O,1997-11-27,1997-12-10,1997-12-05,TAKE BACK RETURN,ecial packages boost always dep
13063,1506,47,2,24.00,33780.00,0.07,0.06,N,O,1997-02-22,1997-03-13,1997-03-20,COLLECT COD,into beans haggle
13153,1592,93,3,22.00,32858.98,0.04,0.00,N,O,1997-02-04,1997-01-10,1997-03-01,TAKE BACK RETURN,t packages cajole b
13153,614,15,6,21.00,31806.81,0.04,0.07,N,O,1997-03-07,1996-12-11,1997-04-01,COLLECT COD,"ffix slyly at the bold, regular requests."
13154,484,85,2,31.00,42918.88,0.04,0.03,N,O,1997-11-02,1997-12-26,1997-11-25,TAKE BACK RETURN,ajole. quickly express deposits are blithe
13185,508,9,3,49.00,69016.50,0.08,0.00,N,O,1997-08-15,1997-09-17,1997-08-28,TAKE BACK RETURN,"accounts. regular, iron"
13250,1617,18,5,16.00,24297.76,0.05,0.06,N,O,1997-11-13,1997-09-30,1997-12-10,TAKE BACK RETURN,dogged accounts use blith
13251,1848,92,1,33.00,57744.72,0.08,0.07,N,O,1997-07-18,1997-05-23,1997-08-02,TAKE BACK RETURN,ions. quickly ironic
13251,1087,93,4,24.00,23713.92,0.01,0.03,N,O,1997-04-05,1997-04-29,1997-04-30,TAKE BACK RETURN,"cial, ironic accounts"
13253,1524,5,2,28.00,39914.56,0.00,0.05,N,O,1997-01-28,1997-01-12,1997-02-02,COLLECT COD,e quickly among the quickly sil
13287,912,47,6,8.00,14503.28,0.08,0.02,N,O,1997-06-15,1997-05-15,1997-07-12,DELIVER IN PERSON,fluffily silent accounts wake
13315,700,94,1,22.00,35215.40,0.10,0.05,N,O,1996-12-27,1996-12-27,1997-01-14,DELIVER IN PERSON,nt requests thrash about the blit
13412,1894,95,2,39.00,70039.71,0.09,0.01,N,O,1997-09-26,1997-09-30,1997-10-24,TAKE BACK RETURN,y unusual dependencies lose car
13474,58,59,2,37.00,35447.85,0.05,0.04,N,O,1997-06-27,1997-08-13,1997-07-22,NONE,tes are. furiously express accounts along t
13538,360,45,1,49.00,61757.64,0.02,0.06,N,O,1997-05-23,1997-03-08,1997-06-05,DELIVER IN PERSON,are carefully slyly regular
13573,696,90,1,9.00,14370.21,0.01,0.04,N,O,1997-07-30,1997-06-10,1997-08-15,DELIVER IN PERSON,lar theodolites haggle fl
13573,550,11,2,30.00,43516.50,0.06,0.01,N,O,1997-05-05,1997-07-08,1997-06-02,DELIVER IN PERSON,he furiously
13639,63,14,3,31.00,29854.86,0.01,0.06,N,O,1997-09-05,1997-08-23,1997-10-03,DELIVER IN PERSON,n multipliers s
13667,288,43,7,34.00,40401.52,0.10,0.02,N,O,1997-02-09,1997-01-10,1997-02-19,DELIVER IN PERSON,unusual deposits. pending acc
13696,462,92,3,7.00,9537.22,0.09,0.04,N,O,1997-11-24,1997-10-31,1997-11-25,NONE,"ng to the final, even dolphins. quickly"
13763,146,47,4,10.00,10461.40,0.02,0.02,N,O,1997-10-24,1997-09-24,1997-11-14,COLLECT COD,deposits. regula
13796,267,49,4,42.00,49024.92,0.07,0.07,N,O,1997-06-27,1997-09-13,1997-07-02,COLLECT COD,even packages cajo
13826,54,80,5,48.00,45794.40,0.06,0.04,N,O,1997-05-01,1997-04-17,1997-05-13,NONE,detect along the
13829,764,97,2,23.00,38289.48,0.07,0.00,N,O,1997-01-17,1996-11-30,1997-01-19,NONE,es. furiously e
13859,1909,54,3,38.00,68814.20,0.06,0.03,N,O,1997-02-20,1997-03-20,1997-03-14,COLLECT COD,ickly dogge
13859,852,52,6,32.00,56091.20,0.02,0.00,N,O,1997-02-14,1997-03-02,1997-02-19,NONE,serve bravely throughout the pinto beans. i
13862,392,21,6,50.00,64619.50,0.03,0.00,N,O,1997-10-17,1997-10-21,1997-10-18,TAKE BACK RETURN,according
13921,879,79,3,14.00,24918.18,0.03,0.08,N,O,1997-10-16,1997-11-05,1997-11-04,DELIVER IN PERSON,"to beans. final, even de"
13926,898,32,3,3.00,5396.67,0.00,0.08,N,O,1997-10-30,1997-09-19,1997-11-05,COLLECT COD,beans detect against the unu
13989,1066,67,5,37.00,35781.22,0.05,0.02,N,O,1997-11-01,1997-08-18,1997-11-12,DELIVER IN PERSON,ithe deposits. fluffily ironic depos
14050,1658,59,3,32.00,49908.80,0.08,0.04,N,O,1997-09-07,1997-10-19,1997-09-28,COLLECT COD,ymptotes sleep careful
14144,827,28,1,29.00,50106.78,0.03,0.05,N,O,1997-08-18,1997-06-28,1997-08-21,DELIVER IN PERSON,ccounts are blithely accordi
14144,1842,43,2,48.00,83704.32,0.04,0.06,N,O,1997-07-13,1997-07-06,1997-07-19,DELIVER IN PERSON,nusual ideas. final deposits boost t
14144,843,10,6,46.00,80216.64,0.00,0.04,N,O,1997-05-24,1997-07-18,1997-05-27,NONE,ages cajole.
14151,1735,78,6,40.00,65469.20,0.09,0.00,N,O,1997-07-03,1997-08-22,1997-07-12,COLLECT COD,kly ironic theodolites. slyly fina
14179,1765,8,1,41.00,68337.16,0.02,0.07,N,O,1997-11-29,1997-11-07,1997-11-30,DELIVER IN PERSON,to beans wake carefully deposits. pack
14310,505,66,1,42.00,59031.00,0.01,0.02,N,O,1997-09-24,1997-12-01,1997-10-08,NONE,uickly pending depo
14337,892,26,1,25.00,44822.25,0.10,0.07,N,O,1997-10-17,1997-12-03,1997-11-12,COLLECT COD,ual accounts.
14339,1830,31,3,28.00,48491.24,0.00,0.00,N,O,1997-07-28,1997-08-29,1997-08-01,TAKE BACK RETURN,special accounts was at the r
14369,1516,57,2,46.00,65205.46,0.09,0.05,N,O,1997-03-17,1997-01-01,1997-04-06,NONE,equests are. pending requests snooze
14404,1431,71,1,39.00,51964.77,0.00,0.00,N,O,1996-12-25,1996-12-31,1997-01-11,DELIVER IN PERSON,quickly ironic account
14469,1707,8,2,33.00,53087.10,0.02,0.00,N,O,1997-05-05,1997-04-09,1997-05-14,DELIVER IN PERSON,carefully special pinto beans n
14531,891,91,2,34.00,60924.26,0.04,0.00,N,O,1997-07-11,1997-07-11,1997-08-02,DELIVER IN PERSON,ts boost across the slyly unusual
14567,1401,41,4,6.00,7814.40,0.08,0.05,N,O,1996-12-31,1996-12-28,1997-01-25,DELIVER IN PERSON,ly bold deposits run quickly about the
14626,610,4,1,4.00,6042.44,0.01,0.03,N,O,1997-10-27,1997-09-26,1997-11-02,NONE,unts boost furiou
14626,1882,83,2,19.00,33893.72,0.00,0.00,N,O,1997-09-04,1997-09-14,1997-09-23,DELIVER IN PERSON,blithely ironic theodo
14660,1259,34,1,48.00,55692.00,0.10,0.04,N,O,1997-06-10,1997-07-02,1997-06-19,COLLECT COD,pecial sentiments bo
14688,656,88,2,20.00,31133.00,0.01,0.01,N,O,1997-02-19,1997-04-11,1997-03-08,DELIVER IN PERSON,uests wake quickly dependencies-- careful
14688,817,51,4,40.00,68712.40,0.00,0.00,N,O,1997-04-08,1997-04-06,1997-05-07,DELIVER IN PERSON,owly along the deposits. daring deposits mo
14690,874,74,1,23.00,40822.01,0.02,0.03,N,O,1997-09-16,1997-07-31,1997-10-03,COLLECT COD,the carefully regular excus
14722,129,30,3,49.00,50426.88,0.05,0.03,N,O,1997-08-11,1997-08-01,1997-08-12,TAKE BACK RETURN,express ideas sleep throughout t
14753,421,22,1,23.00,30392.66,0.10,0.01,N,O,1997-01-13,1997-02-16,1997-01-23,DELIVER IN PERSON,blithely ironic requests try to sublate a
14788,1370,71,1,41.00,52126.17,0.09,0.08,N,O,1997-11-05,1998-01-07,1997-11-27,DELIVER IN PERSON,"nic, final deposits are carefully ac"
14818,1269,70,1,34.00,39788.84,0.00,0.04,N,O,1997-01-25,1997-02-05,1997-02-07,DELIVER IN PERSON,even requests c
14848,1507,28,3,11.00,15493.50,0.05,0.05,N,O,1997-01-11,1997-01-14,1997-01-25,DELIVER IN PERSON,ingly ironic accounts. ironic
14885,477,65,6,30.00,41324.10,0.04,0.01,N,O,1997-12-04,1997-11-17,1997-12-09,COLLECT COD,ackages. blithely silent i
14915,380,65,2,45.00,57617.10,0.00,0.01,N,O,1997-01-08,1996-10-27,1997-01-22,NONE,pearls sleep furiously. slyly pending d
15046,964,33,3,29.00,54083.84,0.04,0.03,N,O,1997-12-09,1997-11-27,1997-12-20,COLLECT COD,lithely un
15072,1847,77,2,47.00,82195.48,0.03,0.07,N,O,1997-04-14,1997-04-18,1997-05-13,NONE,he quickly sp
15077,1828,15,1,15.00,25947.30,0.03,0.08,N,O,1997-09-01,1997-06-17,1997-09-25,TAKE BACK RETURN,uests integrate: idly pending requests mu
15077,1175,12,7,37.00,39818.29,0.03,0.01,N,O,1997-05-16,1997-07-06,1997-05-22,TAKE BACK RETURN,carefully special
15238,1340,41,2,14.00,17378.76,0.03,0.02,N,O,1997-07-04,1997-05-16,1997-07-15,DELIVER IN PERSON,e quickly regular packages. furiously fin
15331,1696,38,4,7.00,11183.83,0.09,0.08,N,O,1997-07-29,1997-09-12,1997-08-02,NONE,s promise quickly around the silent
15429,418,77,1,12.00,15820.92,0.02,0.08,N,O,1997-07-15,1997-05-25,1997-07-24,NONE,furiously carefully even ins
15429,580,11,5,44.00,65145.52,0.07,0.03,N,O,1997-06-14,1997-06-12,1997-06-20,TAKE BACK RETURN,regular deposits alongside of t
15457,58,9,1,3.00,2874.15,0.00,0.07,N,O,1997-02-10,1997-01-06,1997-02-22,TAKE BACK RETURN,ronic frets
15490,440,70,2,30.00,40213.20,0.02,0.04,N,O,1997-10-09,1997-12-07,1997-10-12,DELIVER IN PERSON,the carefull
15494,1934,79,1,40.00,73437.20,0.01,0.06,N,O,1997-06-10,1997-08-05,1997-07-02,NONE,unusual deposits haggle qui
15520,1380,81,7,26.00,33315.88,0.07,0.02,N,O,1997-12-10,1997-09-22,1997-12-17,NONE,e fluffily ironic ideas. bold deposits boos
15521,1075,46,2,18.00,17569.26,0.04,0.06,N,O,1997-04-10,1997-04-20,1997-04-16,TAKE BACK RETURN,"about the foxes. final, ironic dep"
15526,1549,50,1,30.00,43516.20,0.06,0.00,N,O,1997-05-10,1997-03-20,1997-05-19,DELIVER IN PERSON,boost. idly unusual request
15558,1741,42,3,39.00,64066.86,0.06,0.01,N,O,1997-11-18,1997-12-20,1997-11-28,TAKE BACK RETURN,kly ironic instructions. even
15588,210,38,1,8.00,8881.68,0.05,0.06,N,O,1997-05-15,1997-05-04,1997-05-18,TAKE BACK RETURN,ly even ins
15588,417,5,3,2.00,2634.82,0.03,0.04,N,O,1997-05-22,1997-05-26,1997-05-31,TAKE BACK RETURN,deposits sleep furiously. bold
15590,290,18,2,15.00,17854.35,0.02,0.01,N,O,1997-09-16,1997-08-28,1997-10-12,DELIVER IN PERSON,te carefully according to the fur
15590,151,4,5,35.00,36790.25,0.10,0.03,N,O,1997-07-24,1997-09-02,1997-07-31,TAKE BACK RETURN,o beans. sly
15685,667,99,2,40.00,62706.40,0.09,0.07,N,O,1996-12-12,1997-01-25,1997-01-08,COLLECT COD,ans use furio
15750,1307,46,2,6.00,7249.80,0.05,0.05,N,O,1997-05-30,1997-07-26,1997-06-05,COLLECT COD,ests haggle carefully. silent courts abo
15812,971,74,2,31.00,58031.07,0.03,0.08,N,O,1997-11-04,1997-12-24,1997-11-10,TAKE BACK RETURN,kly regular instructions. en
15845,302,3,1,36.00,43282.80,0.04,0.06,N,O,1997-03-21,1997-01-24,1997-03-31,TAKE BACK RETURN,furiously ironic
15909,712,9,1,8.00,12901.68,0.05,0.01,N,O,1997-01-22,1997-02-10,1997-02-12,TAKE BACK RETURN,ss requests wake quickly carefull
15939,1209,84,1,47.00,52179.40,0.03,0.02,N,O,1997-03-20,1997-03-29,1997-04-14,DELIVER IN PERSON,carefully ironic requests. b
15968,1765,92,1,4.00,6667.04,0.00,0.01,N,O,1997-07-19,1997-07-07,1997-07-20,COLLECT COD,s boost quickly even packages. ironic acc
15968,1631,14,2,46.00,70500.98,0.01,0.06,N,O,1997-07-17,1997-06-25,1997-07-19,NONE,fluffily above the pending depo
16006,1887,74,3,32.00,57244.16,0.06,0.07,N,O,1997-04-10,1997-04-30,1997-05-04,NONE,ut the ideas. careful patterns haggle furio
16034,957,60,3,48.00,89181.60,0.02,0.00,N,O,1997-08-20,1997-10-24,1997-08-27,DELIVER IN PERSON,final packages against the final dep
16163,1191,100,1,40.00,43687.60,0.03,0.07,N,O,1997-09-04,1997-07-24,1997-10-04,COLLECT COD,sual instructions cajole slyly. f
16163,905,8,3,2.00,3611.80,0.01,0.03,N,O,1997-05-28,1997-08-08,1997-06-27,COLLECT COD,g to the blithely special pac
16163,586,77,4,4.00,5946.32,0.04,0.07,N,O,1997-07-24,1997-08-18,1997-08-20,TAKE BACK RETURN,thely. carefully express accoun
16192,1935,68,5,31.00,56944.83,0.03,0.07,N,O,1997-07-05,1997-09-11,1997-07-26,DELIVER IN PERSON,uriously pending asympto
16386,232,60,2,3.00,3396.69,0.10,0.01,N,O,1997-02-03,1997-02-24,1997-02-17,DELIVER IN PERSON,ly regular ideas wake across the
16386,1927,72,6,40.00,73156.80,0.00,0.00,N,O,1996-12-29,1997-01-23,1997-01-22,NONE,"unts are quickly unusual, pending instruc"
16487,543,34,1,32.00,46193.28,0.07,0.05,N,O,1997-03-02,1997-02-19,1997-03-15,NONE,es cajole. regular theodolites sleep slyl
16514,164,91,1,30.00,31924.80,0.08,0.01,N,O,1997-06-10,1997-07-03,1997-06-24,DELIVER IN PERSON,iously regular foxes nag sl
16577,252,53,2,43.00,49546.75,0.05,0.03,N,O,1997-04-16,1997-04-14,1997-04-18,NONE,requests haggle slyly after
16608,739,36,4,19.00,31154.87,0.00,0.01,N,O,1996-12-24,1996-12-14,1997-01-01,TAKE BACK RETURN,foxes are above
16609,1837,67,2,15.00,26082.45,0.03,0.06,N,O,1997-03-29,1997-01-08,1997-04-15,DELIVER IN PERSON,the blithely even theodolites. quickly r
16614,196,75,3,44.00,48232.36,0.10,0.04,N,O,1997-10-01,1997-11-20,1997-10-25,COLLECT COD,l ideas. carefully final
16739,1760,45,4,4.00,6647.04,0.08,0.05,N,O,1997-07-21,1997-04-26,1997-08-13,TAKE BACK RETURN,oost slyly abo
16743,1002,38,5,21.00,18963.00,0.05,0.08,N,O,1997-01-03,1996-12-21,1997-01-05,TAKE BACK RETURN,: carefully
16769,1827,57,2,38.00,65695.16,0.07,0.06,N,O,1997-10-24,1997-12-11,1997-11-18,NONE,"y. unusual, brave deposit"
16833,1025,31,2,43.00,39818.86,0.10,0.06,N,O,1997-11-09,1998-01-12,1997-11-22,COLLECT COD,long the u
16833,1225,63,6,31.00,34912.82,0.09,0.08,N,O,1997-10-17,1998-01-01,1997-11-06,COLLECT COD,nto beans! slyly regular dependenci
16931,1049,85,5,35.00,33251.40,0.08,0.03,N,O,1997-10-29,1997-12-14,1997-11-12,NONE,s use ironic instructions. ideas after th
16934,1883,27,5,8.00,14279.04,0.01,0.06,N,O,1997-10-29,1997-09-19,1997-11-21,COLLECT COD,courts! furiously even sauternes
17029,1351,52,2,9.00,11271.15,0.01,0.04,N,O,1997-10-19,1997-12-18,1997-11-02,COLLECT COD,ests. furiously express asymptot
17063,1584,5,1,2.00,2971.16,0.07,0.06,N,O,1997-10-13,1997-10-13,1997-11-08,DELIVER IN PERSON,-ray slyly bold instructions. warhor
17120,1961,6,2,9.00,16766.64,0.04,0.06,N,O,1997-12-08,1998-01-27,1997-12-21,NONE,arefully bold
17477,788,21,1,12.00,20265.36,0.07,0.06,N,O,1997-04-21,1997-05-28,1997-05-02,TAKE BACK RETURN,r final epitaphs. iron
17569,1160,33,1,13.00,13795.08,0.06,0.06,N,O,1997-11-07,1997-09-18,1997-11-27,NONE,"ng theodolites. unusual, ir"
